"","Country","Year","Debt","RGDP","GDP","dRGDP","GDPI","GDP1","GDP2","RGDP1","RGDP2","GDPI1","GDPI2","Infl","Debt1","Debt2","Debtalt","GDP2alt","GDPalt","RGDP2alt","debtgdp","GDP3","GNI","lRGDP","lRGDP1","lRGDP2"
"11","Australia",1956,7777.2,NA,NA,3.44160814276697,NA,10405,10829,77034,NA,NA,NA,6.04072,NA,NA,NA,NA,NA,NA,71.8182657678456,NA,NA,NA,74471,NA
"12","Australia",1957,7982.6,NA,NA,2.00301165719032,NA,11332,11787,78577,NA,NA,NA,-0.07095,NA,NA,NA,NA,NA,NA,67.7237634682277,NA,NA,NA,77034,NA
"13","Australia",1958,7965.6,NA,NA,4.80293215571987,NA,11588,12060,82351,NA,NA,NA,0.09941,NA,NA,NA,NA,NA,NA,66.0497512437811,NA,NA,NA,78577,NA
"14","Australia",1959,8081.8,NA,NA,6.15657369066556,NA,12448,12954,87421,NA,NA,NA,2.01444,NA,NA,NA,NA,NA,NA,62.3884514435696,NA,NA,NA,82351,NA
"15","Australia",1960,8196.4,NA,NA,4.19121263769575,NA,13718,16957,91085,NA,NA,NA,1.74454,NA,NA,NA,NA,NA,NA,48.3363802559415,NA,NA,NA,87421,NA
"16","Australia",1961,8424.4,NA,NA,0.689465883515394,NA,14591,17061,91713,NA,NA,NA,2.3996,NA,NA,NA,NA,NA,NA,49.3781138268566,NA,NA,NA,91085,NA
"17","Australia",1962,9130,NA,NA,6.24884149466269,NA,14928,18140,97444,NA,NA,NA,0.39326,NA,NA,NA,NA,NA,NA,50.3307607497244,NA,NA,NA,91713,NA
"18","Australia",1963,9419,NA,NA,6.12556955789991,NA,16089,19793,103413,NA,NA,NA,-0.37585,NA,NA,NA,NA,NA,NA,47.5875309452837,NA,NA,NA,97444,NA
"19","Australia",1964,9763,NA,NA,6.84149961803642,NA,17834,21690,110488,NA,NA,NA,3.23888,NA,NA,NA,NA,NA,NA,45.0115260488705,NA,NA,NA,103413,NA
"20","Australia",1965,10224,NA,NA,5.10734197378901,NA,NA,23375,116131,NA,NA,NA,3.38116,NA,NA,NA,NA,NA,NA,43.7390374331551,NA,NA,NA,110488,NA
"21","Australia",1966,10639,NA,NA,2.78306395363856,NA,NA,25044,119363,NA,NA,NA,34.85693,NA,NA,NA,NA,NA,NA,42.4812330298674,NA,NA,NA,116131,NA
"22","Australia",1967,11209,NA,NA,6.75167346665215,NA,NA,27653,127422,NA,NA,NA,2.82551,NA,NA,NA,NA,NA,NA,40.5344808881496,NA,NA,NA,119363,NA
"23","Australia",1968,11917,NA,NA,5.87889061543532,NA,NA,30174,134913,NA,NA,NA,-2.13475,NA,NA,NA,NA,NA,NA,39.494266587128,NA,NA,NA,127422,NA
"24","Australia",1969,12513,NA,NA,6.0816970936826,NA,NA,34002,143118,NA,NA,NA,1.30455,NA,NA,NA,NA,NA,NA,36.8007764249162,NA,NA,NA,134913,NA
"25","Australia",1970,13204,NA,NA,6.35978702888527,NA,NA,37765,152220,NA,NA,NA,3.03783,NA,NA,NA,NA,NA,NA,34.9635906262412,NA,NA,NA,143118,NA
"26","Australia",1971,13492,NA,NA,4.4488240704244,NA,NA,41784,158992,NA,NA,NA,5.32897,NA,NA,NA,NA,NA,NA,32.289871721233,NA,NA,NA,152220,NA
"27","Australia",1972,14034,NA,NA,2.80580154976351,NA,NA,45681,163453,NA,NA,NA,4.79326,NA,NA,NA,NA,NA,NA,30.7217442700466,NA,NA,NA,158992,NA
"28","Australia",1973,14744,NA,NA,5.42113023315571,NA,NA,53886,172314,NA,NA,NA,1.75412,NA,NA,NA,NA,NA,NA,27.3614668002821,NA,NA,NA,163453,NA
"29","Australia",1974,14376,NA,NA,2.47919495804172,NA,NA,64275,176586,NA,NA,NA,11.47799,NA,NA,NA,NA,NA,NA,22.3663943990665,NA,NA,NA,172314,NA
"30","Australia",1975,17769,NA,NA,2.70746265275843,NA,NA,75175,181367,NA,NA,NA,24.79785,NA,NA,NA,NA,NA,NA,23.6368473561689,NA,NA,NA,176586,NA
"31","Australia",1976,20338,NA,NA,4.03105305816382,NA,NA,88494,188678,NA,NA,NA,3.99028,NA,NA,NA,NA,NA,NA,22.9823490858137,NA,NA,NA,181367,NA
"32","Australia",1977,23290,NA,NA,1.04675690859559,NA,NA,98524,190653,NA,NA,NA,17.36485,NA,NA,NA,NA,NA,NA,23.6389103162681,NA,NA,NA,188678,NA
"33","Australia",1978,26922,NA,NA,2.90108207056801,NA,NA,108851,196184,NA,NA,NA,9.41742,NA,NA,NA,NA,NA,NA,24.7328917511093,NA,NA,NA,190653,NA
"34","Australia",1979,26007.59,NA,NA,5.26597479916813,NA,NA,124604,206515,NA,NA,NA,10.49647,NA,NA,NA,NA,NA,NA,20.8721951141215,NA,NA,NA,196184,NA
"35","Australia",1980,26855,NA,NA,1.99840205311963,31.65734,NA,140425,210642,443578,NA,NA,10.186,NA,NA,NA,NA,NA,NA,19.1240875912409,NA,NA,NA,206515,NA
"36","Australia",1981,26052,NA,NA,4.15575163781792,34.85732,NA,161045,218780,462012,NA,NA,9.614,NA,NA,NA,NA,NA,NA,16.1768449812164,NA,NA,NA,210642,443578
"37","Australia",1982,27145,NA,NA,-0.0097400067530673,39.0595,NA,180442,218512,461967,NA,NA,11.229,NA,NA,NA,NA,NA,NA,15.043615122865,NA,NA,NA,218780,462012
"38","Australia",1983,34279,NA,NA,-0.526011598231046,42.43227,NA,194992,218539,459537,NA,NA,10.052,NA,NA,NA,NA,NA,NA,17.5796955772545,NA,NA,NA,218512,461967
"39","Australia",1984,44128,NA,NA,6.41449981176707,44.97785,NA,219948,233618,489014,NA,NA,3.937,NA,NA,NA,NA,NA,NA,20.062923963846,NA,NA,NA,218539,459537
"40","Australia",1985,52416,NA,NA,5.71619626431963,47.32604,NA,244660,245444,516967,NA,NA,6.742,NA,NA,NA,NA,NA,NA,21.4240170031881,NA,NA,NA,233618,489014
"41","Australia",1986,56993,NA,NA,2.11057959212098,50.23623,NA,265186,250539,527878,NA,NA,9.084,NA,NA,NA,NA,NA,NA,21.4917077070434,NA,NA,NA,245444,516967
"42","Australia",1987,59775,NA,NA,4.39628095885791,54.25043,NA,298966,262925,551085,NA,NA,8.491,NA,NA,NA,NA,NA,NA,19.9939123512373,NA,NA,NA,250539,527878
"43","Australia",1988,55415,NA,NA,4.03041273124836,59.32415,NA,340103,274737,573296,NA,NA,7.256,NA,NA,NA,NA,NA,NA,16.2935934114077,NA,NA,NA,262925,551085
"44","Australia",1989,47704,NA,NA,4.57494906645084,63.66434,NA,381683,286820,599524,NA,NA,7.548,NA,NA,NA,NA,NA,NA,12.4983297658004,NA,NA,NA,274737,573296
"45","Australia",1990,42014,NA,NA,1.60443952202081,66.76117,NA,406671,291180,609143,NA,NA,7.278,NA,NA,NA,NA,NA,NA,10.3312013888377,NA,NA,NA,286820,599524
"46","Australia",1991,38198,NA,NA,-1.25011696760859,68.22027,NA,410364,291916.47288,601528,NA,NA,3.223,NA,NA,NA,NA,NA,NA,9.30832139271476,NA,NA,NA,291180,609143
"47","Australia",1992,46281,NA,NA,2.11228737481879,69.34426,NA,425936,302570.73938,614234,NA,NA,0.986,NA,NA,NA,NA,NA,NA,10.8657169152173,NA,NA,NA,291916.47288,601528
"48","Australia",1993,61871,NA,NA,3.89721181178508,70.17779,NA,447855,314360.36039,638172,NA,NA,1.813,NA,NA,NA,NA,NA,NA,13.8149624320372,NA,NA,NA,302570.73938,614234
"49","Australia",1994,75526,NA,NA,5.01353866982568,70.79653,NA,474455,327595.43299,670167,NA,NA,1.895,NA,NA,NA,NA,NA,NA,15.9184748817064,NA,NA,NA,314360.36039,638172
"50","Australia",1995,92041,NA,NA,3.48883188817115,72.1901,NA,500673,341575.19583,693548,NA,NA,4.638,NA,NA,NA,NA,NA,NA,18.3834558684011,NA,NA,NA,327595.43299,670167
"51","Australia",1996,94711.9,NA,NA,4.28160704089695,73.67206,NA,532828,354521.17812,723243,NA,NA,2.612,NA,NA,NA,NA,NA,NA,17.775323368892,NA,NA,NA,341575.19583,693548
"52","Australia",1997,97830.275,NA,NA,3.99699685997652,74.69843,NA,561845,370332.91725,752151,NA,NA,0.25,NA,NA,NA,NA,NA,NA,17.4123245735034,NA,NA,NA,354521.17812,723243
"53","Australia",1998,86447.954,NA,NA,5.05137931080328,75.008,NA,592672,390635,790145,NA,NA,0.853,NA,NA,NA,NA,NA,NA,14.5861376950489,NA,NA,NA,370332.91725,752151
"54","Australia",1999,82327,NA,NA,4.40172373425132,75.51377,NA,622932,406196,824925,NA,NA,1.465,NA,NA,NA,NA,NA,NA,13.2160492638041,NA,NA,NA,390635,790145
"55","Australia",2000,74370.11595,NA,NA,3.42612964814983,78.48657,NA,669638,414058,853188,NA,NA,4.475,NA,NA,NA,NA,NA,NA,11.1060178708496,NA,NA,NA,406196,824925
"56","Australia",2001,65712.40985,NA,NA,2.08934021575549,81.65081,NA,711190,429694,871014,NA,NA,4.381,NA,NA,NA,NA,NA,NA,9.23978259677442,NA,NA,NA,414058,853188
"57","Australia",2002,62461.83434,NA,NA,4.24734849267636,83.60688,NA,759158,443202,908009,NA,NA,3.003,NA,NA,NA,NA,NA,NA,8.22777792501693,NA,NA,NA,429694,871014
"58","Australia",2003,56924.98534,NA,NA,2.96593976491422,86.59272,NA,809590,461200,934940,NA,NA,2.771,NA,NA,NA,NA,NA,NA,7.0313350387233,NA,NA,NA,443202,908009
"59","Australia",2004,54538.1137,NA,NA,3.84227864889726,89.57381,NA,869639,472265,970863,NA,NA,2.344,NA,NA,NA,NA,NA,NA,6.27135095137178,NA,NA,NA,461200,934940
"60","Australia",2005,55014.02318,NA,NA,2.75919465465262,93.59034,NA,933705,486853,997651,NA,NA,2.669,NA,NA,NA,NA,NA,NA,5.89201334254395,NA,NA,NA,472265,970863
"61","Australia",2006,54058.32076,NA,NA,2.84037203390766,97.7068,NA,1002460,498771,1025988,NA,NA,3.538,NA,NA,NA,NA,NA,NA,5.39256636274764,NA,NA,NA,486853,997651
"62","Australia",2007,53252.85866,NA,NA,4.04878029762532,101.69195,NA,1085590,NA,1067528,NA,NA,2.332,NA,NA,NA,NA,NA,NA,4.90543010344605,NA,NA,NA,498771,1025988
"63","Australia",2008,55431.55837,NA,NA,2.35422396414895,108.44819,NA,1184970,NA,1092660,NA,NA,4.353,NA,NA,NA,NA,NA,NA,4.67788706633923,NA,NA,NA,NA,1067528
"64","Australia",2009,101136.25205,NA,NA,0.732249739168633,109.15168,NA,1201390,NA,1100661,NA,NA,1.629,NA,NA,NA,NA,NA,NA,8.41826984160015,NA,NA,NA,NA,1092660
"65","Austria",1948,NA,19229.82,NA,27.3291925465839,NA,32059,NA,NA,NA,NA,NA,20,11285.5,NA,NA,NA,NA,NA,35.2022832901837,NA,NA,15102.444,NA,NA
"66","Austria",1949,NA,22864.725,NA,18.9024390243902,NA,41536,NA,NA,NA,NA,NA,29.488,10985.5,NA,NA,NA,NA,NA,26.4481413713405,NA,NA,19229.82,NA,NA
"67","Austria",1950,NA,25702,NA,12.4089618396898,NA,51912,NA,NA,NA,NA,NA,7.354,11495.6,NA,NA,NA,NA,NA,22.1443982123594,NA,NA,22864.725,NA,NA
"68","Austria",1951,NA,27460,NA,6.83993463543693,NA,69080,NA,NA,NA,NA,NA,31.85,10544.6,NA,NA,NA,NA,NA,15.2643312101911,NA,NA,25702,NA,NA
"69","Austria",1952,NA,27484,NA,0.0873998543335697,NA,80005,NA,NA,NA,NA,NA,0.493,10865,NA,NA,NA,NA,NA,13.5804012249234,NA,NA,27460,NA,NA
"70","Austria",1953,NA,28680,NA,4.35162276233445,NA,82523,NA,NA,NA,NA,NA,-0.49,13670.6,NA,NA,NA,NA,NA,16.5658058965379,NA,NA,27484,NA,NA
"71","Austria",1954,NA,31611,NA,10.2196652719665,NA,93592,NA,NA,NA,NA,NA,3.448,13353.8,NA,NA,NA,NA,NA,14.268099837593,NA,NA,28680,NA,NA
"72","Austria",1955,NA,35105,NA,11.0531144221948,NA,107155,NA,NA,NA,NA,NA,1.905,12745.8,NA,NA,NA,NA,NA,11.8947319303812,NA,NA,31611,NA,NA
"73","Austria",1956,NA,37520,NA,6.87936191425722,NA,119190,NA,NA,NA,NA,NA,3.738,13020.1,NA,NA,NA,NA,NA,10.9238191123416,NA,NA,35105,NA,NA
"74","Austria",1957,NA,39818,NA,6.12473347547975,NA,131949,NA,NA,NA,NA,NA,0.974,10957.4,NA,NA,NA,NA,NA,8.30426907365725,NA,NA,37520,NA,NA
"75","Austria",1958,NA,41272,NA,3.65161484755638,NA,137422,NA,NA,NA,NA,NA,1.77,15931,NA,NA,NA,NA,NA,11.5927580736709,NA,NA,39818,NA,NA
"76","Austria",1959,NA,42445,NA,2.84212056600117,NA,146325,NA,NA,NA,NA,NA,0.473,19783,NA,NA,NA,NA,NA,13.5199043225696,NA,NA,41272,NA,NA
"77","Austria",1960,NA,45939,NA,8.23182942631642,NA,163253,NA,NA,NA,NA,NA,0.783,22151,NA,NA,NA,NA,NA,13.5685102264583,NA,NA,42445,NA,NA
"78","Austria",1961,NA,48378,NA,5.30921439299941,NA,180761,NA,NA,NA,NA,NA,5.345,22400,NA,NA,NA,NA,NA,12.3920535956318,NA,NA,45939,NA,NA
"79","Austria",1962,NA,49550,NA,2.42258878002397,NA,192349,NA,NA,NA,NA,NA,2.306,23017,NA,NA,NA,NA,NA,11.9662696452802,NA,NA,48378,NA,NA
"80","Austria",1963,NA,51567,NA,4.07063572149344,NA,207319,NA,NA,NA,NA,NA,4.238,25062,NA,NA,NA,NA,NA,12.0886170587356,NA,NA,49550,NA,NA
"81","Austria",1964,NA,54662,NA,6.00190044020401,NA,226750,NA,NA,NA,NA,NA,3.46,27309,NA,NA,NA,NA,NA,12.0436604189636,NA,NA,51567,NA,NA
"82","Austria",1965,NA,56234,NA,2.87585525593648,NA,246500,NA,NA,NA,NA,NA,6.02,28277,NA,NA,NA,NA,NA,11.4713995943205,NA,NA,54662,NA,NA
"83","Austria",1966,NA,59399,NA,5.62826759611623,NA,268530,NA,NA,NA,NA,NA,2.029,29480,NA,NA,NA,NA,NA,10.9782892041858,NA,NA,56234,NA,NA
"84","Austria",1967,NA,61205,NA,3.04045522651897,NA,285610,NA,NA,NA,NA,NA,3.923,34579,NA,NA,NA,NA,NA,12.1070690802143,NA,NA,59399,NA,NA
"85","Austria",1968,NA,63925,NA,4.44408136590149,NA,306840,NA,NA,NA,NA,NA,2.914,39841,NA,NA,NA,NA,NA,12.9842914874202,NA,NA,61205,NA,NA
"86","Austria",1969,NA,67945,NA,6.28861947594839,NA,335000,NA,NA,NA,NA,NA,3.249,43604,NA,NA,NA,NA,NA,13.0161194029851,NA,NA,63925,NA,NA
"87","Austria",1970,NA,72785,NA,7.12340863934064,NA,375880,NA,NA,NA,NA,NA,4.495,39781.027,2891,NA,NA,NA,NA,10.58343806534,NA,NA,67945,NA,NA
"88","Austria",1971,NA,76506,NA,5.11231709830322,NA,419620,NA,NA,NA,NA,NA,4.778,38927.889,2829,NA,NA,NA,NA,9.27693842047567,NA,NA,72785,NA,NA
"89","Austria",1972,NA,81256,NA,6.20866337280737,NA,479550,NA,NA,NA,NA,NA,6.968,42863.335,3115,NA,NA,NA,NA,8.93824105932645,NA,NA,76506,NA,NA
"90","Austria",1973,NA,85227,NA,4.88702372747858,NA,543450,NA,NA,NA,NA,NA,7.725,49922.368,3628,NA,NA,NA,NA,9.18619339405649,NA,NA,81256,NA,NA
"91","Austria",1974,NA,88588,NA,3.94358595280839,NA,618570,NA,NA,NA,NA,NA,9.579,54903.597,3990,NA,NA,NA,NA,8.87589068335031,NA,NA,85227,NA,NA
"92","Austria",1975,NA,88267,NA,-0.362351560030705,NA,656120,NA,NA,NA,NA,NA,7.582,83979.111,6103,NA,NA,NA,NA,12.7993524050479,NA,NA,88588,NA,NA
"93","Austria",1976,NA,92307,NA,4.57702199009822,NA,764015,NA,NA,NA,NA,NA,7.266,115985.569,8429,NA,NA,NA,NA,15.181059141509,NA,NA,88267,NA,NA
"94","Austria",1977,NA,96624,NA,4.67678507588807,NA,843436,NA,NA,NA,NA,NA,4.835,138538.7,10068,NA,NA,NA,NA,16.4255142061757,NA,NA,92307,NA,NA
"95","Austria",1978,NA,96273,NA,-0.363263785394929,NA,891542,NA,NA,NA,NA,NA,3.632,168109.585,12217,NA,NA,NA,NA,18.8560477240556,NA,NA,96624,NA,NA
"96","Austria",1979,NA,101525,NA,5.4553197677438,NA,978871,NA,NA,NA,NA,NA,4.209,230897.834,16780,NA,NA,NA,NA,23.5881780132418,NA,NA,96273,NA,NA
"97","Austria",1980,NA,103874,NA,2.314,NA,1050250,75318,NA,NA,NA,NA,6.325,261184.254,18981,NA,NA,NA,NA,25.2011471361428,NA,NA,101525,NA,NA
"98","Austria",1981,NA,103771,NA,-0.099,NA,1118730,80180,NA,NA,NA,NA,6.807,295268.517,21458,NA,NA,NA,NA,26.7622848590671,NA,NA,103874,NA,NA
"99","Austria",1982,NA,105750,NA,1.908,NA,1201720,86068,NA,NA,NA,NA,5.44,341585.687,24824,NA,NA,NA,NA,28.8423107310499,NA,NA,103771,NA,NA
"100","Austria",1983,NA,108716,NA,2.804,NA,1280900,91717,NA,NA,NA,NA,3.335,416194.034,30246,NA,NA,NA,NA,32.9775287024216,NA,NA,105750,NA,NA
"101","Austria",1984,NA,109077,NA,0.332,NA,1343770,96285,NA,NA,NA,NA,5.665,469790.402,34141,NA,NA,NA,NA,35.4582749130186,NA,NA,108716,NA,NA
"102","Austria",1985,NA,111525,NA,2.243,NA,1418220,101480,NA,NA,NA,NA,3.19,525615.939,38198,NA,NA,NA,NA,37.6409144659046,NA,NA,109077,NA,NA
"103","Austria",1986,NA,114135,NA,2.341,NA,1492990,106665,NA,NA,NA,NA,1.737,616860.489,44829,NA,NA,NA,NA,42.0278441850654,NA,NA,111525,NA,NA
"104","Austria",1987,NA,116053,NA,1.681,NA,1550210,110747,NA,NA,NA,NA,1.408,697523.367,50691,NA,NA,NA,NA,45.7718944982708,NA,NA,114135,NA,NA
"105","Austria",1988,NA,119730,NA,0.961,NA,1628980,118582,NA,NA,NA,NA,1.868,746675.159,54263,NA,NA,NA,NA,45.7598961056484,NA,NA,116053,NA,NA
"106","Austria",1989,NA,124791,NA,3.742,NA,1740450,126836,NA,NA,NA,NA,2.249,800175.205,58151,NA,NA,NA,NA,45.8473934844997,NA,NA,119730,NA,NA
"107","Austria",1990,NA,130476,NA,4.171,NA,1875890,136213,NA,NA,NA,NA,2.764,861614.945,62616,NA,NA,NA,NA,45.9691806215266,NA,NA,124791,NA,NA
"108","Austria",1991,NA,135168.902,NA,3.338,NA,2017160,146083,NA,NA,NA,NA,3.118,937750.685,68149,NA,NA,NA,NA,46.6508765564782,NA,NA,130476,NA,NA
"109","Austria",1992,NA,138360.825,NA,1.888,NA,2139380,154207,NA,NA,NA,NA,3.425,991993.787,72091,NA,NA,NA,NA,46.7494990499783,NA,NA,135168.902,NA,NA
"110","Austria",1993,NA,138821.818,NA,0.374,NA,2205430,159160,NA,NA,NA,NA,3.238,1107993.116,80521,NA,NA,NA,NA,50.591228951998,NA,NA,138360.825,NA,NA
"111","Austria",1994,NA,142515.743,NA,2.213,NA,2324700,167010,NA,NA,NA,NA,2.71,1225588.64,89067,NA,NA,NA,NA,53.3303395006287,NA,NA,138821.818,NA,NA
"112","Austria",1995,NA,145237.658,NA,2.539,NA,2402720,174613,NA,NA,NA,NA,1.601,1342399.827,97556,NA,NA,NA,NA,55.8698378700326,NA,NA,142515.743,NA,NA
"113","Austria",1996,NA,149041.605,NA,2.23,NA,2478910,180150,NA,NA,NA,NA,1.793,1396849.334,101513,NA,NA,NA,NA,56.3491534832084,NA,NA,145237.658,NA,NA
"114","Austria",1997,NA,151783.227,NA,2.126,NA,2524740,183480,NA,NA,NA,NA,1.157,1475929.778,107260,NA,NA,NA,NA,58.4586875953782,NA,NA,149041.605,NA,NA
"115","Austria",1998,NA,157233,NA,3.595,NA,2626160,190851,NA,NA,NA,NA,0.824,1535690.761,111603,NA,NA,NA,NA,58.4765078516749,NA,NA,151783.227,NA,NA
"116","Austria",1999,NA,162410,NA,3.34,NA,2724240,197979,NA,NA,NA,NA,0.515,1623357.632,117974,NA,NA,NA,NA,59.5891483440163,NA,NA,157233,NA,NA
"117","Austria",2000,NA,167878,NA,3.651,NA,2855660,207529,NA,NA,NA,NA,1.959,1660950.772,120706,NA,NA,NA,NA,58.1634373991105,NA,NA,162410,NA,NA
"118","Austria",2001,NA,169244,NA,0.52,NA,2924040,212499,NA,NA,NA,NA,2.295,1670679.304,121413,NA,NA,NA,NA,57.1357982861096,NA,NA,167878,NA,NA
"119","Austria",2002,NA,170755,NA,1.647,NA,3011410,218848,NA,NA,NA,NA,1.7,1705630.466,123953,NA,NA,NA,NA,56.6388543646732,NA,NA,169244,NA,NA
"120","Austria",2003,NA,172763,NA,0.801,NA,3072710,223302,NA,NA,NA,NA,1.296,1745879.343,126878,NA,NA,NA,NA,56.8190163993157,NA,NA,170755,NA,NA
"121","Austria",2004,NA,176795,NA,2.545,NA,3203150,232782,NA,NA,NA,NA,1.95,1865222.425,135551,NA,NA,NA,NA,58.2308769578404,NA,NA,172763,NA,NA
"122","Austria",2005,NA,180461,NA,2.46,NA,3363750,243585,NA,NA,NA,NA,2.108,1944729.439,141329,NA,NA,NA,NA,58.0204035552271,NA,NA,176795,NA,NA
"123","Austria",2006,NA,186320,NA,3.46,NA,3540450,256162,NA,NA,NA,NA,1.686,1998889.98,145265,NA,NA,NA,NA,56.7082549324256,NA,NA,180461,NA,NA
"124","Austria",2007,NA,NA,NA,3.547,NA,3726800,270782,NA,NA,NA,NA,2.203,2027937.973,147376,NA,NA,NA,NA,54.4260696796685,NA,NA,186320,NA,NA
"125","Austria",2008,NA,NA,NA,2.048,NA,3884350,281868,NA,NA,NA,NA,3.223,2228769.551,161971,NA,NA,NA,NA,57.4634225949735,NA,NA,NA,NA,NA
"126","Austria",2009,NA,NA,NA,-3.824,NA,NA,272627,NA,NA,NA,NA,0.47,2332164.446,169485,NA,NA,NA,NA,62.167356864874,NA,NA,NA,NA,NA
"127","Belgium",1947,6400.611,NA,NA,15.2163021098959,NA,6488.724,NA,9759.466,NA,NA,NA,NA,NA,NA,NA,NA,261754.465,NA,98.6420596715163,NA,NA,NA,8470.56,NA
"128","Belgium",1948,6095.702,NA,NA,11.4405542270448,NA,8210.749,NA,10876.003,NA,NA,NA,NA,NA,NA,NA,NA,331220.797,NA,74.2405108230686,NA,NA,NA,9759.466,NA
"129","Belgium",1949,6256.833,NA,NA,-1.30662891505271,NA,7995.537,NA,10733.894,NA,NA,NA,NA,NA,NA,NA,NA,322539.181,NA,78.254068488458,NA,NA,NA,10876.003,NA
"130","Belgium",1950,6165.112,NA,NA,5.64131712126092,NA,8367.089,NA,11339.427,NA,NA,NA,NA,NA,NA,NA,NA,337527.546,NA,73.6828782387758,NA,NA,NA,10733.894,NA
"131","Belgium",1951,6308.89,NA,NA,7.03306260536798,NA,9785.523,NA,12136.936,NA,NA,NA,NA,NA,NA,NA,NA,394747.035,NA,64.4716690155447,NA,NA,NA,11339.427,NA
"132","Belgium",1952,6603.883,NA,NA,-0.429523563443024,NA,9967.544,NA,12084.805,NA,NA,NA,NA,NA,NA,NA,NA,402089.746,NA,66.2538635395038,NA,NA,NA,12136.936,NA
"133","Belgium",1953,6998.034,NA,NA,2.93107749773374,NA,10222.063,NA,12439.02,NA,NA,NA,NA,NA,NA,NA,NA,412357,NA,68.4600946012561,NA,NA,NA,12084.805,NA
"134","Belgium",1954,7392.185,NA,NA,-1.26872534974621,NA,10581.213,NA,12281.203,NA,NA,NA,NA,NA,NA,NA,NA,426845.076,NA,69.861413809551,NA,NA,NA,12439.02,NA
"135","Belgium",1955,7724.362,NA,NA,5.1495118189969,NA,11256.01,NA,12913.625,NA,NA,NA,NA,NA,NA,NA,NA,454066.336,NA,68.624334910861,NA,NA,NA,12281.203,NA
"136","Belgium",1956,7878.056,NA,NA,2.43215983118605,NA,11956.38,NA,13227.705,NA,NA,NA,NA,NA,NA,NA,NA,482319.157,NA,65.8899767320878,NA,NA,NA,12913.625,NA
"137","Belgium",1957,8021.834,NA,NA,3.04613687710755,NA,12765.834,NA,13630.639,NA,NA,NA,NA,NA,NA,NA,NA,514972.449,NA,62.8383073130984,NA,NA,NA,13227.705,NA
"138","Belgium",1958,8569.679,NA,NA,-1.49460344449001,NA,12758.461,NA,13426.915,NA,NA,NA,NA,NA,NA,NA,NA,514675.04,NA,67.1685950209826,NA,NA,NA,13630.639,NA
"139","Belgium",1959,9258.823,NA,NA,2.58742235278915,NA,13174.153,NA,13774.326,NA,NA,NA,NA,NA,NA,NA,NA,531443.999,NA,70.2802145989955,NA,NA,NA,13426.915,NA
"140","Belgium",1960,9819.063,NA,NA,6.42816207486305,NA,14093.838,NA,14659.762,NA,NA,NA,NA,NA,NA,NA,NA,568543.998,NA,69.6691915999035,NA,NA,NA,13774.326,NA
"141","Belgium",1961,10188.424,NA,NA,4.96358672125783,NA,14988.436,NA,15387.412,NA,NA,NA,NA,NA,NA,NA,NA,604632,NA,67.975231038115,NA,NA,NA,14659.762,NA
"142","Belgium",1962,10490.854,NA,NA,4.6009621371027,NA,15977.159,NA,16095.381,NA,NA,NA,NA,NA,NA,NA,NA,644517,NA,65.6615735000196,NA,NA,NA,15387.412,NA
