CHIPPEWA,7.7,0
CHIPPEWA,1.4,0
CHIPPEWA,10,0
CHIPPEWA,9.4,0
CHISAGO,0.8,0
CHISAGO,4.4,0
CHISAGO,5,0
CHISAGO,2.1,0
CHISAGO,1.7,0
CHISAGO,8.1,0
CLAY,0.9,1
CLAY,12.9,0
CLAY,2.6,0
CLAY,3.5,1
CLAY,26.6,0
CLAY,1.5,0
CLAY,13,0
CLAY,8.8,0
CLAY,19.5,0
CLAY,2.5,1
CLAY,9,0
CLAY,13.1,0
CLAY,3.6,0
CLAY,6.9,1
CLEARWATER,4.8,1
CLEARWATER,3.4,0
CLEARWATER,0.9,1
CLEARWATER,3.4,0
COOK,2.7,0
COOK,1.4,0
COTTONWOOD,6.8,0
COTTONWOOD,11.1,1
COTTONWOOD,0,1
COTTONWOOD,2.5,1
CROW WING,1.8,0
CROW WING,1.6,0
CROW WING,1,1
CROW WING,0.9,0
CROW WING,2.9,0
CROW WING,4.4,0
CROW WING,1.5,0
CROW WING,4.1,0
CROW WING,2.5,1
CROW WING,6.7,1
CROW WING,4.3,0
CROW WING,5.5,0
DAKOTA,3.6,0
DAKOTA,2.8,0
DAKOTA,14.6,0
DAKOTA,6.7,0
DAKOTA,8,0
DAKOTA,2.6,0
DAKOTA,2.8,1
DAKOTA,4.4,0
DAKOTA,1.7,1
DAKOTA,2,0
DAKOTA,2,0
DAKOTA,1.5,0
DAKOTA,9.6,0
DAKOTA,8.1,0
DAKOTA,3.5,0
DAKOTA,0.8,1
DAKOTA,5.1,0
DAKOTA,3.2,0
DAKOTA,10.8,0
DAKOTA,8.2,0
DAKOTA,6.3,0
DAKOTA,4.8,0
DAKOTA,6,0
DAKOTA,1.1,0
DAKOTA,8.7,0
DAKOTA,8.8,0
DAKOTA,6.8,0
DAKOTA,2.3,0
DAKOTA,1.6,0
DAKOTA,2.8,0
DAKOTA,6.5,0
DAKOTA,1.7,0
DAKOTA,4.6,0
DAKOTA,3.3,0
DAKOTA,4.4,0
DAKOTA,21.2,0
DAKOTA,9.1,0
DAKOTA,0.9,0
DAKOTA,4.9,0
DAKOTA,5,0
DAKOTA,1.1,0
DAKOTA,7.6,0
DAKOTA,5.4,0
DAKOTA,3.6,0
DAKOTA,4.9,0
DAKOTA,4.7,0
DAKOTA,1.4,0
DAKOTA,3.4,0
DAKOTA,4.2,0
DAKOTA,2.5,0
DAKOTA,1.4,0
DAKOTA,1.4,0
DAKOTA,1.9,0
DAKOTA,4.8,0
DAKOTA,1.4,1
DAKOTA,3.8,0
DAKOTA,8.8,0
DAKOTA,4.3,0
DAKOTA,4.4,0
DAKOTA,4.5,0
DAKOTA,2.2,0
DAKOTA,0.5,0
DAKOTA,5.8,0
DODGE,5.4,0
DODGE,7.2,0
DODGE,5.7,0
DOUGLAS,7.4,0
DOUGLAS,4.8,0
DOUGLAS,6.8,0
DOUGLAS,6.4,0
DOUGLAS,3.7,1
DOUGLAS,5.5,0
DOUGLAS,7.8,0
DOUGLAS,4.4,0
DOUGLAS,2.7,0
FARIBAULT,3.4,0
FARIBAULT,4.2,0
FARIBAULT,2.3,0
FARIBAULT,1.3,1
FARIBAULT,5.2,0
FARIBAULT,0.1,0
FILLMORE,2.5,1
FILLMORE,3.2,0
FREEBORN,3.2,0
FREEBORN,9.6,0
FREEBORN,4.2,0
FREEBORN,9,0
FREEBORN,6.3,0
FREEBORN,32.6,0
FREEBORN,13.2,0
FREEBORN,2.2,1
FREEBORN,5.6,1
GOODHUE,14.3,0
GOODHUE,6.9,1
GOODHUE,7.6,0
GOODHUE,9.8,1
GOODHUE,2.6,0
GOODHUE,43.5,0
GOODHUE,4.9,0
GOODHUE,4.9,0
GOODHUE,3.5,0
GOODHUE,4.8,0
GOODHUE,5.6,0
GOODHUE,3.5,0
GOODHUE,3.9,0
GOODHUE,6.7,0
HENNEPIN,7.9,0
HENNEPIN,3.3,0
HENNEPIN,2.1,1
HENNEPIN,1.6,0
HENNEPIN,4,0
HENNEPIN,1.8,0
HENNEPIN,2.5,0
HENNEPIN,11.2,0
HENNEPIN,2.6,0
HENNEPIN,3.9,0
HENNEPIN,7.4,0
HENNEPIN,1.3,0
HENNEPIN,0.9,0
HENNEPIN,0.4,0
HENNEPIN,2.5,1
HENNEPIN,6,0
HENNEPIN,2,0
HENNEPIN,5.4,0
HENNEPIN,3,0
HENNEPIN,2.9,0
HENNEPIN,5.5,0
HENNEPIN,4.1,0
HENNEPIN,3.9,0
HENNEPIN,14.9,0
HENNEPIN,7.2,0
HENNEPIN,2.3,0
HENNEPIN,2.8,1
HENNEPIN,4.4,0
HENNEPIN,1.5,0
HENNEPIN,8.6,0
HENNEPIN,5.6,0
HENNEPIN,8.6,0
HENNEPIN,3.8,0
HENNEPIN,1.8,0
HENNEPIN,1.9,0
HENNEPIN,5.5,0
HENNEPIN,2.5,0
HENNEPIN,0.8,1
HENNEPIN,2.1,0
HENNEPIN,2.8,0
HENNEPIN,3.9,0
HENNEPIN,4.3,0
HENNEPIN,4.7,0
HENNEPIN,2.8,0
HENNEPIN,4.1,0
HENNEPIN,1.6,0
HENNEPIN,4.3,0
HENNEPIN,0.7,1
HENNEPIN,5.5,0
HENNEPIN,3.3,1
HENNEPIN,5.5,0
HENNEPIN,2.5,0
HENNEPIN,2.7,0
HENNEPIN,8.4,0
HENNEPIN,3.3,0
HENNEPIN,3.2,0
HENNEPIN,8.6,0
HENNEPIN,1.7,0
HENNEPIN,5.7,0
HENNEPIN,13,0
HENNEPIN,2.7,0
HENNEPIN,4.7,0
HENNEPIN,5.6,0
HENNEPIN,13.8,0
HENNEPIN,7.6,1
HENNEPIN,5.7,0
HENNEPIN,4.6,0
HENNEPIN,7.6,0
HENNEPIN,2.6,0
HENNEPIN,4.5,0
HENNEPIN,5.9,0
HENNEPIN,2.2,0
HENNEPIN,2.4,0
HENNEPIN,4,0
HENNEPIN,4.6,0
HENNEPIN,4.6,0
HENNEPIN,10.9,0
HENNEPIN,7.6,0
HENNEPIN,3,0
HENNEPIN,1.5,0
HENNEPIN,1.6,1
HENNEPIN,16.5,0
HENNEPIN,3.1,0
HENNEPIN,5.1,0
HENNEPIN,4.9,0
HENNEPIN,6,0
HENNEPIN,0.9,1
HENNEPIN,1.8,0
HENNEPIN,3.9,0
HENNEPIN,5.6,0
HENNEPIN,0.4,1
HENNEPIN,2.6,0
HENNEPIN,3.6,0
HENNEPIN,6.2,0
HENNEPIN,23.6,0
HENNEPIN,3.9,0
HENNEPIN,2.9,0
HENNEPIN,3,0
HENNEPIN,4.7,0
HENNEPIN,3,0
HENNEPIN,4.2,0
HENNEPIN,3.8,0
HENNEPIN,3,0
HENNEPIN,4.3,0
HENNEPIN,2.9,1
HOUSTON,3.4,0
HOUSTON,8.5,0
HOUSTON,9,0
HOUSTON,4.8,1
HOUSTON,3.6,0
HOUSTON,2.2,1
HUBBARD,2.8,1
HUBBARD,0.8,1
HUBBARD,1.5,0
HUBBARD,4.6,0
HUBBARD,3.7,1
ISANTI,3.6,0
ISANTI,3,0
ISANTI,2.2,0
ITASCA,1.9,0
ITASCA,2.6,0
ITASCA,1.8,0
ITASCA,2.4,0
ITASCA,4.3,0
ITASCA,2.6,0
ITASCA,1.1,0
ITASCA,3.3,0
ITASCA,2.5,0
ITASCA,9.4,0
ITASCA,1.3,0
JACKSON,8.4,0
JACKSON,5,0
JACKSON,2.9,0
JACKSON,13.1,0
JACKSON,15.3,0
KANABEC,1.8,0
KANABEC,3.8,0
KANABEC,7.9,0
KANABEC,2.6,0
KANDIYOHI,11.3,0
KANDIYOHI,4.1,0
KANDIYOHI,12.3,0
KANDIYOHI,6.7,0
KITTSON,6.9,0
KITTSON,4.5,1
KITTSON,0.9,1
KOOCHICHING,1.7,0
KOOCHICHING,1.4,0
KOOCHICHING,2,1
KOOCHICHING,1,1
KOOCHICHING,1,0
KOOCHICHING,2.8,1
KOOCHICHING,1.3,1
LAC QUI PARLE,11.3,1
LAC QUI PARLE,16,0
LAKE,1.3,1
LAKE,1.3,0
LAKE,1.6,0
LAKE,0.9,0
LAKE,2.8,0
LAKE,0.5,0
LAKE,1.5,0
LAKE,7.1,0
LAKE,0.5,0
LAKE OF THE WOODS,10.1,0
LAKE OF THE WOODS,4.3,1
LAKE OF THE WOODS,3.3,0
LAKE OF THE WOODS,2.9,1
LE SUEUR,12.5,0
LE SUEUR,4.2,1
LE SUEUR,4.5,0
LE SUEUR,3.9,0
LE SUEUR,3.3,0
LINCOLN,17.5,0
LINCOLN,10.6,0
LINCOLN,7.9,0
LINCOLN,3.5,1
LYON,6.5,0
LYON,6.9,1
LYON,5.1,0
LYON,12,0
LYON,5.1,0
LYON,8.9,0
LYON,5.8,0
LYON,4.6,0
MAHNOMEN,3.9,0
MARSHALL,1.5,1
MARSHALL,23.8,0
MARSHALL,0.9,1
MARSHALL,1.4,1
MARSHALL,1.1,1
MARSHALL,2.8,0
MARSHALL,48.2,0
MARSHALL,0.9,1
MARSHALL,8.3,0
MARTIN,4.1,0
MARTIN,0.5,1
MARTIN,6.7,0
MARTIN,7.5,0
MARTIN,9.2,0
MARTIN,0.5,0
MARTIN,1.5,0
MCLEOD,10.3,0
MCLEOD,3.9,0
MCLEOD,1.8,0
MCLEOD,9.9,0
MCLEOD,2.3,0
MCLEOD,4.4,0
MCLEOD,2.8,0
MCLEOD,1.1,1
MCLEOD,1.2,0
MCLEOD,1.6,1
MCLEOD,25.4,1
MCLEOD,0,1
MCLEOD,10.6,0
MEEKER,2.3,0
MEEKER,3.9,0
MEEKER,7.2,0
MEEKER,2.1,0
MEEKER,3.2,0
MILLE LACS,0.5,1
MILLE LACS,5.7,0
MORRISON,1.4,0
MORRISON,2.1,0
MORRISON,4.4,0
MORRISON,2.4,0
MORRISON,4.9,0
MORRISON,3,1
MORRISON,3,0
MORRISON,2.8,0
MORRISON,3.9,0
MOWER,10.9,0
MOWER,6.4,0
MOWER,2,0
MOWER,3,0
MOWER,4.5,0
MOWER,2.1,0
MOWER,8,0
MOWER,1.3,1
MOWER,9.2,0
MOWER,1.1,1
MOWER,10.6,0
MOWER,24,0
MOWER,9.1,0
MURRAY,12.1,0
NICOLLET,8.1,0
NICOLLET,10.8,0
NICOLLET,4.2,0
NICOLLET,15.7,0
NOBLES,5.4,0
NOBLES,6.2,0
NOBLES,9.7,0
NORMAN,8.1,0
NORMAN,1.6,0
NORMAN,1.6,1
OLMSTED,6.4,0
OLMSTED,4.4,0
OLMSTED,11.2,0
OLMSTED,10,0
OLMSTED,4.5,0
OLMSTED,8,0
OLMSTED,2.3,0
OLMSTED,3.2,0
OLMSTED,5,0
OLMSTED,4.1,0
OLMSTED,1.1,0
OLMSTED,2,0
OLMSTED,1.1,1
OLMSTED,2.9,0
OLMSTED,2.1,0
OLMSTED,7.8,0
OLMSTED,3.8,0
OLMSTED,2.5,0
OLMSTED,2.9,0
OLMSTED,1.7,1
OLMSTED,2.5,0
OLMSTED,9.4,0
OLMSTED,0.6,1
OTTER TAIL,2.7,0
OTTER TAIL,1.1,1
OTTER TAIL,2.1,1
OTTER TAIL,12,0
OTTER TAIL,12.6,1
OTTER TAIL,3.2,0
OTTER TAIL,4.2,0
OTTER TAIL,3.8,0
PENNINGTON,3.7,1
PENNINGTON,5.8,0
PENNINGTON,0.3,1
PINE,4.1,0
PINE,2.8,0
PINE,1.9,0
PINE,1.2,1
PINE,1.2,0
PINE,1.5,0
PIPESTONE,9.4,0
PIPESTONE,1.7,0
PIPESTONE,12.1,0
PIPESTONE,4.3,1
POLK,6.9,0
POLK,1.4,1
POLK,2.5,1
POLK,9.6,0
POPE,3.8,0
POPE,3.4,0
RAMSEY,6.8,0
RAMSEY,3.6,0
RAMSEY,2.2,0
RAMSEY,2.6,0
RAMSEY,2.1,0
RAMSEY,7,0
RAMSEY,1.2,0
RAMSEY,3.8,0
RAMSEY,3.5,0
RAMSEY,4.2,0
RAMSEY,1.6,1
RAMSEY,2.8,1
RAMSEY,8.6,0
RAMSEY,6.2,0
RAMSEY,5.2,0
RAMSEY,2.7,0
RAMSEY,1.2,0
RAMSEY,3.5,0
RAMSEY,5.5,0
RAMSEY,10.1,1
RAMSEY,5.5,0
RAMSEY,1.2,0
RAMSEY,4.9,0
RAMSEY,4,0
RAMSEY,3.5,0
RAMSEY,2.5,0
RAMSEY,1.2,0
RAMSEY,2.7,0
RAMSEY,1.7,0
RAMSEY,3.1,0
RAMSEY,0.7,0
RAMSEY,1,0
REDWOOD,1.9,0
REDWOOD,3.8,0
REDWOOD,8.9,0
REDWOOD,7.4,0
REDWOOD,20.7,1
RENVILLE,6,0
RENVILLE,2.1,0
RENVILLE,5.8,1
RICE,9.7,0
RICE,6.4,0
RICE,4.6,0
RICE,5.6,0
RICE,19,0
RICE,2.4,1
RICE,3,0
RICE,5.1,0
RICE,7.7,0
RICE,8.1,0
RICE,4.7,0
ROCK,8.4,0
ROCK,1.6,0
ROSEAU,6,1
ROSEAU,1.1,1
ROSEAU,11.4,0
ROSEAU,4.3,1
ROSEAU,3.6,1
ROSEAU,10.3,0
ROSEAU,3.4,1
ROSEAU,3.1,0
ROSEAU,3.6,0
ROSEAU,2.7,0
ROSEAU,4,0
ROSEAU,1.2,1
ROSEAU,1.7,1
ROSEAU,4.2,1
SCOTT,19.3,1
SCOTT,9.1,1
SCOTT,2,0
SCOTT,11.4,0
SCOTT,10.2,0
SCOTT,2.1,1
SCOTT,1.2,0
SCOTT,3.2,0
SCOTT,2,1
SCOTT,4.3,0
SCOTT,2.2,0
SCOTT,5.4,0
SCOTT,25.2,0
SHERBURNE,5.1,0
SHERBURNE,2.3,0
SHERBURNE,3.2,0
SHERBURNE,2.5,0
SHERBURNE,2.8,0
SHERBURNE,3.1,0
SHERBURNE,1.6,0
SHERBURNE,4.7,0
SIBLEY,4,0
SIBLEY,5,0
SIBLEY,1.5,0
SIBLEY,4.8,0
STEARNS,7.5,0
STEARNS,6.4,0
STEARNS,8.3,0
STEARNS,2.1,0
STEARNS,3.3,0
STEARNS,1.3,0
STEARNS,5,0
STEARNS,1,1
STEARNS,7,0
STEARNS,5.7,0
STEARNS,10.1,0
STEARNS,6.6,0
STEARNS,2.6,1
STEARNS,3.3,0
STEARNS,1.5,1
STEARNS,5,0
STEARNS,7.4,0
STEARNS,14.5,0
STEARNS,1.8,0
STEARNS,7.4,0
STEARNS,2.6,0
STEARNS,3.7,0
STEARNS,1.9,0
STEARNS,2.2,1
STEARNS,5,0
STEELE,7.3,0
STEELE,3.7,0
STEELE,2.9,0
STEELE,4.4,0
STEELE,8.4,0
STEELE,5.1,0
STEELE,3.6,0
STEELE,1.5,0
STEELE,8.6,0
STEELE,10.6,0
STEVENS,8,0
STEVENS,4.5,0
ST LOUIS,0.8,0
ST LOUIS,0.5,1
ST LOUIS,2.4,0
ST LOUIS,2.3,0
ST LOUIS,4.6,0
ST LOUIS,11,0
ST LOUIS,14.9,0
ST LOUIS,8.6,0
ST LOUIS,4.5,0
ST LOUIS,1.5,0
ST LOUIS,3.9,0
ST LOUIS,1.8,0
ST LOUIS,1.6,0
ST LOUIS,0.5,0
ST LOUIS,0.4,1
ST LOUIS,0.5,1
ST LOUIS,8.7,0
ST LOUIS,1.6,1
ST LOUIS,1.4,0
ST LOUIS,8.7,0
ST LOUIS,11.1,0
ST LOUIS,1.5,0
ST LOUIS,1.1,0
ST LOUIS,0.9,1
ST LOUIS,0.7,0
ST LOUIS,4.2,0
ST LOUIS,3.4,0
ST LOUIS,2.1,1
ST LOUIS,2.9,0
ST LOUIS,1.8,0
ST LOUIS,1.8,0
ST LOUIS,2.4,0
ST LOUIS,1.7,0
ST LOUIS,0.8,1
ST LOUIS,11.7,0
ST LOUIS,1.8,0
ST LOUIS,2.8,0
ST LOUIS,3.5,1
ST LOUIS,3.6,0
ST LOUIS,3.5,0
ST LOUIS,3,0
ST LOUIS,3.2,1
ST LOUIS,3.1,0
ST LOUIS,3.3,0
ST LOUIS,1.7,1
ST LOUIS,5.6,0
ST LOUIS,3.4,0
ST LOUIS,1.5,0
ST LOUIS,32.2,0
ST LOUIS,1.1,0
ST LOUIS,2.1,0
ST LOUIS,0.8,0
ST LOUIS,1.5,0
ST LOUIS,1.3,0
ST LOUIS,3.1,0
ST LOUIS,7.2,0
ST LOUIS,1.4,0
ST LOUIS,1.3,0
ST LOUIS,1.5,0
ST LOUIS,5,0
ST LOUIS,2.3,0
ST LOUIS,2.4,0
ST LOUIS,1.2,0
ST LOUIS,5.4,0
ST LOUIS,1.1,0
ST LOUIS,1.4,0
ST LOUIS,7.2,1
ST LOUIS,1.1,0
ST LOUIS,3.3,0
ST LOUIS,3.2,0
ST LOUIS,1.5,0
ST LOUIS,3.6,0
ST LOUIS,0.8,0
ST LOUIS,1.6,0
ST LOUIS,1.4,0
ST LOUIS,2.7,0
ST LOUIS,3.3,0
ST LOUIS,0.9,0
ST LOUIS,0.6,0
ST LOUIS,2,0
ST LOUIS,1.9,0
ST LOUIS,0.9,0
ST LOUIS,5.4,0
ST LOUIS,1.5,0
ST LOUIS,3.1,0
ST LOUIS,1.8,0
ST LOUIS,0.9,1
ST LOUIS,3.3,0
ST LOUIS,1.7,0
ST LOUIS,3.1,0
ST LOUIS,0.7,1
ST LOUIS,4.3,0
ST LOUIS,1.4,0
ST LOUIS,1.8,0
ST LOUIS,1.5,0
ST LOUIS,2.2,1
ST LOUIS,2.4,0
ST LOUIS,2.7,0
ST LOUIS,1.7,0
ST LOUIS,1.1,1
ST LOUIS,1.8,1
ST LOUIS,0.2,0
ST LOUIS,2.2,0
ST LOUIS,4.6,0
ST LOUIS,2.1,0
ST LOUIS,2,0
ST LOUIS,0.7,0
ST LOUIS,6.4,0
ST LOUIS,3,0
ST LOUIS,2,0
ST LOUIS,0.9,0
ST LOUIS,3.3,0
ST LOUIS,1.8,0
ST LOUIS,1.8,0
ST LOUIS,2.2,0
ST LOUIS,4.3,0
SWIFT,3,0
SWIFT,2.4,0
SWIFT,1.5,0
SWIFT,4.8,0
TODD,6.8,0
TODD,2.1,0
TODD,6,1
TRAVERSE,2.9,1
TRAVERSE,6.7,0
TRAVERSE,19.3,0
TRAVERSE,4,0
WABASHA,5.9,0
WABASHA,9,0
WABASHA,8.4,0
WABASHA,1.1,1
WABASHA,3.1,0
WABASHA,11.5,0
WABASHA,9.6,0
WADENA,2.9,0
WADENA,0.7,1
WADENA,3.2,1
WADENA,4.7,0
WADENA,4.8,0
WASECA,0.4,0
WASECA,9.3,0
WASECA,1.7,0
WASECA,0.9,1
WASHINGTON,10.2,0
WASHINGTON,7.7,0
WASHINGTON,2.2,0
WASHINGTON,6.5,0
WASHINGTON,12.2,0
WASHINGTON,4.6,0
WASHINGTON,6.2,0
WASHINGTON,6.5,0
WASHINGTON,2.8,0
WASHINGTON,1.9,0
WASHINGTON,1.2,1
WASHINGTON,2.4,0
WASHINGTON,1,0
WASHINGTON,1.2,1
WASHINGTON,1.6,0
WASHINGTON,0.8,0
WASHINGTON,1.7,0
WASHINGTON,4.7,0
WASHINGTON,1.7,1
WASHINGTON,3.3,0
WASHINGTON,0.8,1
WASHINGTON,9.8,0
WASHINGTON,5.3,0
WASHINGTON,8.5,0
WASHINGTON,1.9,0
WASHINGTON,6.6,0
WASHINGTON,3.8,0
WASHINGTON,5.9,0
WASHINGTON,4.9,0
WASHINGTON,2.5,1
WASHINGTON,10.7,0
WASHINGTON,2.4,0
WASHINGTON,2.1,0
WASHINGTON,4.7,0
WASHINGTON,3.7,0
WASHINGTON,13.4,0
WASHINGTON,2.9,0
WASHINGTON,4.3,0
WASHINGTON,3.8,0
WASHINGTON,1.8,0
WASHINGTON,1.5,0
WASHINGTON,1.8,0
WASHINGTON,1.3,0
WASHINGTON,6.6,0
WASHINGTON,20.4,0
WASHINGTON,6,0
WATONWAN,13.8,0
WATONWAN,10.2,1
WATONWAN,5.7,1
WILKIN,9.3,0
WINONA,3.4,0
WINONA,4.1,0
WINONA,11.6,0
WINONA,7.2,0
WINONA,4.7,0
WINONA,1.8,1
WINONA,0.7,1
WINONA,4.7,0
WINONA,10.2,0
WINONA,11.3,0
WINONA,7.6,0
WINONA,11.8,0
WINONA,0.5,1
WRIGHT,6.7,0
WRIGHT,5.3,0
WRIGHT,3.1,0
WRIGHT,2.1,0
WRIGHT,7.3,0
WRIGHT,5.1,0
WRIGHT,2.2,0
WRIGHT,2.3,1
WRIGHT,15.9,0
WRIGHT,9.5,0
WRIGHT,6.4,0
WRIGHT,4.5,0
WRIGHT,5,0
YELLOW MEDICINE,3.7,0
YELLOW MEDICINE,2.9,0
