0.40  0.50  0.48  0.50  0.45  0.39  0.47   0
0.28  0.38  0.48  0.50  0.50  0.33  0.42   0
0.61  0.45  0.48  0.50  0.48  0.35  0.41   0
0.17  0.38  0.48  0.50  0.45  0.42  0.50   0
0.44  0.35  0.48  0.50  0.55  0.55  0.61   0
0.43  0.40  0.48  0.50  0.39  0.28  0.39   0
0.42  0.35  0.48  0.50  0.58  0.15  0.27   0
0.23  0.33  0.48  0.50  0.43  0.33  0.43   0
0.37  0.52  0.48  0.50  0.42  0.42  0.36   0
0.29  0.30  0.48  0.50  0.45  0.03  0.17   0
0.22  0.36  0.48  0.50  0.35  0.39  0.47   0
0.23  0.58  0.48  0.50  0.37  0.53  0.59   0
0.47  0.47  0.48  0.50  0.22  0.16  0.26   0
0.54  0.47  0.48  0.50  0.28  0.33  0.42   0
0.51  0.37  0.48  0.50  0.35  0.36  0.45   0
0.40  0.35  0.48  0.50  0.45  0.33  0.42   0
0.44  0.34  0.48  0.50  0.30  0.33  0.43   0
0.42  0.38  0.48  0.50  0.54  0.34  0.43   0
0.44  0.56  0.48  0.50  0.50  0.46  0.54   0
0.52  0.36  0.48  0.50  0.41  0.28  0.38   0
0.36  0.41  0.48  0.50  0.48  0.47  0.54   0
0.18  0.30  0.48  0.50  0.46  0.24  0.35   0
0.47  0.29  0.48  0.50  0.51  0.33  0.43   0
0.24  0.43  0.48  0.50  0.54  0.52  0.59   0
0.25  0.37  0.48  0.50  0.41  0.33  0.42   0
0.52  0.57  0.48  0.50  0.42  0.47  0.54   0
0.25  0.37  0.48  0.50  0.43  0.26  0.36   0
0.35  0.48  0.48  0.50  0.56  0.40  0.48   0
0.26  0.26  0.48  0.50  0.34  0.25  0.35   0
0.44  0.51  0.48  0.50  0.47  0.26  0.36   0
0.37  0.50  0.48  0.50  0.42  0.36  0.45   0
0.44  0.42  0.48  0.50  0.42  0.25  0.20   0
0.24  0.43  0.48  0.50  0.37  0.28  0.38   0
0.42  0.30  0.48  0.50  0.48  0.26  0.36   0
0.48  0.42  0.48  0.50  0.45  0.25  0.35   0
0.41  0.48  0.48  0.50  0.51  0.44  0.51   0
0.44  0.28  0.48  0.50  0.43  0.27  0.37   0
0.29  0.41  0.48  0.50  0.48  0.38  0.46   0
0.34  0.28  0.48  0.50  0.41  0.35  0.44   0
0.41  0.43  0.48  0.50  0.45  0.31  0.41   0
0.29  0.47  0.48  0.50  0.41  0.23  0.34   0
0.34  0.55  0.48  0.50  0.58  0.31  0.41   0
0.36  0.56  0.48  0.50  0.43  0.45  0.53   0
0.40  0.46  0.48  0.50  0.52  0.49  0.56   0
0.50  0.49  0.48  0.50  0.49  0.46  0.53   0
0.52  0.44  0.48  0.50  0.37  0.36  0.42   0
0.50  0.51  0.48  0.50  0.27  0.23  0.34   0
0.53  0.42  0.48  0.50  0.16  0.29  0.39   0
0.34  0.46  0.48  0.50  0.52  0.35  0.44   0
0.40  0.42  0.48  0.50  0.37  0.27  0.27   0
0.41  0.43  0.48  0.50  0.50  0.24  0.25   0
0.30  0.45  0.48  0.50  0.36  0.21  0.32   0
0.31  0.47  0.48  0.50  0.29  0.28  0.39   0
0.64  0.76  0.48  0.50  0.45  0.35  0.38   0
0.35  0.37  0.48  0.50  0.30  0.34  0.43   0
0.57  0.54  0.48  0.50  0.37  0.28  0.33   0
0.65  0.55  0.48  0.50  0.34  0.37  0.28   0
0.51  0.46  0.48  0.50  0.58  0.31  0.41   0
0.38  0.40  0.48  0.50  0.63  0.25  0.35   0
0.24  0.57  0.48  0.50  0.63  0.34  0.43   0
0.38  0.26  0.48  0.50  0.54  0.16  0.28   0
0.33  0.47  0.48  0.50  0.53  0.18  0.29   0
0.24  0.34  0.48  0.50  0.38  0.30  0.40   0
0.26  0.50  0.48  0.50  0.44  0.32  0.41   0
0.44  0.49  0.48  0.50  0.39  0.38  0.40   0
0.43  0.32  0.48  0.50  0.33  0.45  0.52   0
0.49  0.43  0.48  0.50  0.49  0.30  0.40   0
0.47  0.28  0.48  0.50  0.56  0.20  0.25   0
0.32  0.33  0.48  0.50  0.60  0.06  0.20   0
0.34  0.35  0.48  0.50  0.51  0.49  0.56   0
0.35  0.34  0.48  0.50  0.46  0.30  0.27   0
0.38  0.30  0.48  0.50  0.43  0.29  0.39   0
0.38  0.44  0.48  0.50  0.43  0.20  0.31   0
0.41  0.51  0.48  0.50  0.58  0.20  0.31   0
0.34  0.42  0.48  0.50  0.41  0.34  0.43   0
0.51  0.49  0.48  0.50  0.53  0.14  0.26   0
0.25  0.51  0.48  0.50  0.37  0.42  0.50   0
0.29  0.28  0.48  0.50  0.50  0.42  0.50   0
0.25  0.26  0.48  0.50  0.39  0.32  0.42   0
0.24  0.41  0.48  0.50  0.49  0.23  0.34   0
0.17  0.39  0.48  0.50  0.53  0.30  0.39   0
0.04  0.31  0.48  0.50  0.41  0.29  0.39   0
0.61  0.36  0.48  0.50  0.49  0.35  0.44   0
0.34  0.51  0.48  0.50  0.44  0.37  0.46   0
0.28  0.33  0.48  0.50  0.45  0.22  0.33   0
0.40  0.46  0.48  0.50  0.42  0.35  0.44   0
0.23  0.34  0.48  0.50  0.43  0.26  0.37   0
0.37  0.44  0.48  0.50  0.42  0.39  0.47   0
0.00  0.38  0.48  0.50  0.42  0.48  0.55   0
0.39  0.31  0.48  0.50  0.38  0.34  0.43   0
0.30  0.44  0.48  0.50  0.49  0.22  0.33   0
0.06  0.61  0.48  0.50  0.49  0.92  0.37   1
0.44  0.52  0.48  0.50  0.43  0.47  0.54   1
0.63  0.47  0.48  0.50  0.51  0.82  0.84   1
0.23  0.48  0.48  0.50  0.59  0.88  0.89   1
0.34  0.49  0.48  0.50  0.58  0.85  0.80   1
0.43  0.40  0.48  0.50  0.58  0.75  0.78   1
0.46  0.61  0.48  0.50  0.48  0.86  0.87   1
0.27  0.35  0.48  0.50  0.51  0.77  0.79   1
0.52  0.39  0.48  0.50  0.65  0.71  0.73   1
0.29  0.47  0.48  0.50  0.71  0.65  0.69   1
0.55  0.47  0.48  0.50  0.57  0.78  0.80   1
0.12  0.67  0.48  0.50  0.74  0.58  0.63   1
0.40  0.50  0.48  0.50  0.65  0.82  0.84   1
0.73  0.36  0.48  0.50  0.53  0.91  0.92   1
0.84  0.44  0.48  0.50  0.48  0.71  0.74   1
0.48  0.45  0.48  0.50  0.60  0.78  0.80   1
0.54  0.49  0.48  0.50  0.40  0.87  0.88   1
0.48  0.41  0.48  0.50  0.51  0.90  0.88   1
0.50  0.66  0.48  0.50  0.31  0.92  0.92   1
0.72  0.46  0.48  0.50  0.51  0.66  0.70   1
0.47  0.55  0.48  0.50  0.58  0.71  0.75   1
0.33  0.56  0.48  0.50  0.33  0.78  0.80   1
0.64  0.58  0.48  0.50  0.48  0.78  0.73   1
0.54  0.57  0.48  0.50  0.56  0.81  0.83   1
0.47  0.59  0.48  0.50  0.52  0.76  0.79   1
0.63  0.50  0.48  0.50  0.59  0.85  0.86   1
0.49  0.42  0.48  0.50  0.53  0.79  0.81   1
0.31  0.50  0.48  0.50  0.57  0.84  0.85   1
0.74  0.44  0.48  0.50  0.55  0.88  0.89   1
0.33  0.45  0.48  0.50  0.45  0.88  0.89   1
0.45  0.40  0.48  0.50  0.61  0.74  0.77   1
0.71  0.40  0.48  0.50  0.71  0.70  0.74   1
0.50  0.37  0.48  0.50  0.66  0.64  0.69   1
0.66  0.53  0.48  0.50  0.59  0.66  0.66   1
0.60  0.61  0.48  0.50  0.54  0.67  0.71   1
0.83  0.37  0.48  0.50  0.61  0.71  0.74   1
0.34  0.51  0.48  0.50  0.67  0.90  0.90   1
0.63  0.54  0.48  0.50  0.65  0.79  0.81   1
0.70  0.40  0.48  0.50  0.56  0.86  0.83   1
0.60  0.50  1.00  0.50  0.54  0.77  0.80   1
0.16  0.51  0.48  0.50  0.33  0.39  0.48   1
0.74  0.70  0.48  0.50  0.66  0.65  0.69   1
0.20  0.46  0.48  0.50  0.57  0.78  0.81   1
0.89  0.55  0.48  0.50  0.51  0.72  0.76   1
0.70  0.46  0.48  0.50  0.56  0.78  0.73   1
0.12  0.43  0.48  0.50  0.63  0.70  0.74   1
0.61  0.52  0.48  0.50  0.54  0.67  0.52   1
0.33  0.37  0.48  0.50  0.46  0.65  0.69   1
0.63  0.65  0.48  0.50  0.66  0.67  0.71   1
0.41  0.51  0.48  0.50  0.53  0.75  0.78   1
0.34  0.67  0.48  0.50  0.52  0.76  0.79   1
0.58  0.34  0.48  0.50  0.56  0.87  0.81   1
0.59  0.56  0.48  0.50  0.55  0.80  0.82   1
0.51  0.40  0.48  0.50  0.57  0.62  0.67   1
0.50  0.57  0.48  0.50  0.71  0.61  0.66   1
0.60  0.46  0.48  0.50  0.45  0.81  0.83   1
0.37  0.47  0.48  0.50  0.39  0.76  0.79   1
0.58  0.55  0.48  0.50  0.57  0.70  0.74   1
0.36  0.47  0.48  0.50  0.51  0.69  0.72   1
0.39  0.41  0.48  0.50  0.52  0.72  0.75   1
0.35  0.51  0.48  0.50  0.61  0.71  0.74   1
0.31  0.44  0.48  0.50  0.50  0.79  0.82   1
0.61  0.66  0.48  0.50  0.46  0.87  0.88   1
0.48  0.49  0.48  0.50  0.52  0.77  0.71   1
0.11  0.50  0.48  0.50  0.58  0.72  0.68   1
0.31  0.36  0.48  0.50  0.58  0.94  0.94   1
0.68  0.51  0.48  0.50  0.71  0.75  0.78   1
0.69  0.39  0.48  0.50  0.57  0.76  0.79   1
0.52  0.54  0.48  0.50  0.62  0.76  0.79   1
0.46  0.59  0.48  0.50  0.36  0.76  0.23   1
0.36  0.45  0.48  0.50  0.38  0.79  0.17   1
0.00  0.51  0.48  0.50  0.35  0.67  0.44   1
0.10  0.49  0.48  0.50  0.41  0.67  0.21   1
0.30  0.51  0.48  0.50  0.42  0.61  0.34   1
0.61  0.47  0.48  0.50  0.00  0.80  0.32   1
0.63  0.75  0.48  0.50  0.64  0.73  0.66   1
0.71  0.52  0.48  0.50  0.64  1.00  0.99   1
0.85  0.53  0.48  0.50  0.53  0.52  0.35   1
0.63  0.49  0.48  0.50  0.54  0.76  0.79   1
0.75  0.55  1.00  1.00  0.40  0.47  0.30   1
0.70  0.39  1.00  0.50  0.51  0.82  0.84   1
0.74  0.49  0.48  0.50  0.42  0.54  0.36   2
0.70  0.61  0.48  0.50  0.56  0.52  0.43   2
0.66  0.86  0.48  0.50  0.34  0.41  0.36   2
0.73  0.78  0.48  0.50  0.58  0.51  0.31   2
0.65  0.57  0.48  0.50  0.47  0.47  0.51   2
0.72  0.86  0.48  0.50  0.17  0.55  0.21   2
0.67  0.70  0.48  0.50  0.46  0.45  0.33   2
0.67  0.81  0.48  0.50  0.54  0.49  0.23   2
0.67  0.61  0.48  0.50  0.51  0.37  0.38   2
0.63  1.00  0.48  0.50  0.35  0.51  0.49   2
0.57  0.59  0.48  0.50  0.39  0.47  0.33   2
0.71  0.71  0.48  0.50  0.40  0.54  0.39   2
0.66  0.74  0.48  0.50  0.31  0.38  0.43   2
0.67  0.81  0.48  0.50  0.25  0.42  0.25   2
0.64  0.72  0.48  0.50  0.49  0.42  0.19   2
0.68  0.82  0.48  0.50  0.38  0.65  0.56   2
0.32  0.39  0.48  0.50  0.53  0.28  0.38   2
0.70  0.64  0.48  0.50  0.47  0.51  0.47   2
0.63  0.57  0.48  0.50  0.49  0.70  0.20   2
0.74  0.82  0.48  0.50  0.49  0.49  0.41   2
0.63  0.86  0.48  0.50  0.39  0.47  0.34   2
0.63  0.83  0.48  0.50  0.40  0.39  0.19   2
0.63  0.71  0.48  0.50  0.60  0.40  0.39   2
0.71  0.86  0.48  0.50  0.40  0.54  0.32   2
0.68  0.78  0.48  0.50  0.43  0.44  0.42   2
0.64  0.84  0.48  0.50  0.37  0.45  0.40   2
0.74  0.47  0.48  0.50  0.50  0.57  0.42   2
0.75  0.84  0.48  0.50  0.35  0.52  0.33   2
0.63  0.65  0.48  0.50  0.39  0.44  0.35   2
0.69  0.67  0.48  0.50  0.30  0.39  0.24   2
0.70  0.71  0.48  0.50  0.42  0.84  0.85   2
0.69  0.80  0.48  0.50  0.46  0.57  0.26   2
0.64  0.66  0.48  0.50  0.41  0.39  0.20   2
0.63  0.80  0.48  0.50  0.46  0.31  0.29   2
0.66  0.71  0.48  0.50  0.41  0.50  0.35   2
0.69  0.59  0.48  0.50  0.46  0.44  0.52   2
0.68  0.67  0.48  0.50  0.49  0.40  0.34   2
0.64  0.78  0.48  0.50  0.50  0.36  0.38   2
0.62  0.78  0.48  0.50  0.47  0.49  0.54   2
0.76  0.73  0.48  0.50  0.44  0.39  0.39   2
0.64  0.81  0.48  0.50  0.37  0.39  0.44   2
0.29  0.39  0.48  0.50  0.52  0.40  0.48   2
0.62  0.83  0.48  0.50  0.46  0.36  0.40   2
0.56  0.54  0.48  0.50  0.43  0.37  0.30   2
0.69  0.66  0.48  0.50  0.41  0.50  0.25   2
0.69  0.65  0.48  0.50  0.63  0.48  0.41   2
0.43  0.59  0.48  0.50  0.52  0.49  0.56   2
0.74  0.56  0.48  0.50  0.47  0.68  0.30   2
0.71  0.57  0.48  0.50  0.48  0.35  0.32   2
0.61  0.60  0.48  0.50  0.44  0.39  0.38   2
0.59  0.61  0.48  0.50  0.42  0.42  0.37   2
0.74  0.74  0.48  0.50  0.31  0.53  0.52   2
