version4id,ccode,state_name,all_st_day,all_st_month,all_st_year,all_end_day,all_end_month,all_end_year,ss_type,mem_st_day,mem_st_month,mem_st_year,mem_end_day,mem_end_month,mem_end_year,left_censor,right_censor,defense,neutrality,nonaggression,entente,version
3,271,"Wuerttemburg",8,6,1815,15,6,1866,"Type I: Defense Pact",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,271,"Wuerttemburg",8,6,1815,15,6,1866,"Type I: Defense Pact",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",8,6,1815,15,6,1866,"Type I: Defense Pact",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,273,"Hesse Electoral",8,6,1815,15,6,1866,"Type I: Defense Pact",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",8,6,1815,15,6,1866,"Type I: Defense Pact",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",8,6,1815,15,6,1866,"Type I: Defense Pact",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",8,6,1815,15,6,1866,"Type I: Defense Pact",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",8,6,1815,15,6,1866,"Type I: Defense Pact",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",8,6,1815,15,6,1866,"Type I: Defense Pact",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,300,"Austria-Hungary",8,6,1815,15,6,1866,"Type I: Defense Pact",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
4,300,"Austria-Hungary",12,6,1815,13,7,1820,"Type I: Defense Pact",1,1,1816,13,7,1820,1,0,1,0,0,1,4.1
4,329,"Two Sicilies",12,6,1815,13,7,1820,"Type I: Defense Pact",1,1,1816,13,7,1820,1,0,1,0,0,1,4.1
5,300,"Austria-Hungary",12,6,1815,29,3,1848,"Type I: Defense Pact",1,1,1816,29,3,1848,1,0,1,0,0,1,4.1
5,337,"Tuscany",12,6,1815,29,3,1848,"Type I: Defense Pact",1,1,1816,29,3,1848,1,0,1,0,0,1,4.1
6,200,"United Kingdom",20,11,1815,31,10,1822,"Type I: Defense Pact",1,1,1816,31,10,1822,1,0,1,0,,1,4.1
6,255,"Germany",20,11,1815,31,10,1822,"Type I: Defense Pact",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
6,300,"Austria-Hungary",20,11,1815,31,10,1822,"Type I: Defense Pact",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
6,365,"Russia",20,11,1815,31,10,1822,"Type I: Defense Pact",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
7,210,"Netherlands",10,8,1816,15,3,1820,"Type I: Defense Pact",10,8,1816,15,3,1820,0,0,1,0,0,0,4.1
7,230,"Spain",10,8,1816,15,3,1820,"Type I: Defense Pact",10,8,1816,15,3,1820,0,0,1,0,0,0,4.1
8,200,"United Kingdom",6,7,1827,14,9,1829,"Type III: Entente",6,7,1827,14,9,1829,0,0,0,0,0,1,4.1
8,220,"France",6,7,1827,14,9,1829,"Type III: Entente",6,7,1827,14,9,1829,0,0,0,0,0,1,4.1
8,365,"Russia",6,7,1827,14,9,1829,"Type III: Entente",6,7,1827,14,9,1829,0,0,0,0,0,1,4.1
9,300,"Austria-Hungary",23,7,1831,24,3,1848,"Type I: Defense Pact",23,7,1831,24,3,1848,0,0,1,0,0,0,4.1
9,325,"Italy",23,7,1831,24,3,1848,"Type I: Defense Pact",23,7,1831,24,3,1848,0,0,1,0,0,0,4.1
10,200,"United Kingdom",22,10,1832,21,5,1833,"Type I: Defense Pact",22,10,1832,21,5,1833,0,0,1,0,0,0,4.1
10,220,"France",22,10,1832,21,5,1833,"Type I: Defense Pact",22,10,1832,21,5,1833,0,0,1,0,0,0,4.1
11,211,"Belgium",10,11,1832,21,5,1833,"Type I: Defense Pact",10,11,1832,21,5,1833,0,0,0,0,0,0,4.1
11,220,"France",10,11,1832,21,5,1833,"Type I: Defense Pact",10,11,1832,21,5,1833,0,0,1,0,0,0,4.1
12,255,"Germany",9,3,1833,19,4,1839,"Type I: Defense Pact",9,3,1833,19,4,1839,0,0,1,0,0,0,4.1
12,300,"Austria-Hungary",9,3,1833,19,4,1839,"Type I: Defense Pact",9,3,1833,19,4,1839,0,0,1,0,0,0,4.1
12,365,"Russia",9,3,1833,19,4,1839,"Type I: Defense Pact",9,3,1833,19,4,1839,0,0,1,0,0,0,4.1
13,325,"Italy",28,3,1833,12,1,1848,"Type I: Defense Pact",28,3,1833,12,1,1848,0,0,1,0,0,0,4.1
13,329,"Two Sicilies",28,3,1833,12,1,1848,"Type I: Defense Pact",28,3,1833,12,1,1848,0,0,1,0,0,0,4.1
14,365,"Russia",8,7,1833,13,7,1841,"Type I: Defense Pact",8,7,1833,13,7,1841,0,0,1,0,0,1,4.1
14,640,"Turkey",8,7,1833,13,7,1841,"Type I: Defense Pact",8,7,1833,13,7,1841,0,0,1,0,0,1,4.1
15,255,"Germany",18,9,1833,2,7,1853,"Type III: Entente",15,10,1833,2,7,1853,0,0,0,0,0,1,4.1
15,300,"Austria-Hungary",18,9,1833,2,7,1853,"Type III: Entente",18,9,1833,2,7,1853,0,0,0,0,0,1,4.1
15,365,"Russia",18,9,1833,2,7,1853,"Type III: Entente",18,9,1833,2,7,1853,0,0,0,0,0,1,4.1
16,300,"Austria-Hungary",19,9,1833,2,7,1853,"Type I: Defense Pact",19,9,1833,2,7,1853,0,0,1,0,0,1,4.1
16,365,"Russia",19,9,1833,2,7,1853,"Type I: Defense Pact",19,9,1833,2,7,1853,0,0,1,0,0,1,4.1
17,255,"Germany",15,10,1833,21,3,1848,"Type I: Defense Pact",15,10,1833,21,3,1848,0,0,1,0,0,0,4.1
17,300,"Austria-Hungary",15,10,1833,21,3,1848,"Type I: Defense Pact",15,10,1833,21,3,1848,0,0,1,0,0,0,4.1
17,365,"Russia",15,10,1833,21,3,1848,"Type I: Defense Pact",15,10,1833,21,3,1848,0,0,1,0,0,0,4.1
18,255,"Germany",16,10,1833,21,3,1848,"Type I: Defense Pact",16,10,1833,21,3,1848,0,0,1,0,0,1,4.1
18,365,"Russia",16,10,1833,21,3,1848,"Type I: Defense Pact",16,10,1833,21,3,1848,0,0,1,0,0,1,4.1
19,200,"United Kingdom",22,4,1834,31,8,1839,"Type I: Defense Pact",22,4,1834,31,8,1839,0,0,1,0,0,1,4.1
19,220,"France",22,4,1834,31,8,1839,"Type I: Defense Pact",22,4,1834,31,8,1839,0,0,0,0,0,1,4.1
19,230,"Spain",22,4,1834,31,8,1839,"Type I: Defense Pact",22,4,1834,31,8,1839,0,0,1,0,0,1,4.1
19,235,"Portugal",22,4,1834,31,8,1839,"Type I: Defense Pact",22,4,1834,31,8,1839,0,0,0,0,0,1,4.1
20,200,"United Kingdom",15,7,1840,27,11,1840,"Type I: Defense Pact",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,255,"Germany",15,7,1840,27,11,1840,"Type I: Defense Pact",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,300,"Austria-Hungary",15,7,1840,27,11,1840,"Type I: Defense Pact",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,365,"Russia",15,7,1840,27,11,1840,"Type I: Defense Pact",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,640,"Turkey",15,7,1840,27,11,1840,"Type I: Defense Pact",15,7,1840,27,11,1840,0,0,0,0,0,0,4.1
21,200,"United Kingdom",22,5,1844,29,6,1846,"Type III: Entente",22,5,1844,29,6,1846,0,0,0,0,0,1,4.1
21,365,"Russia",22,5,1844,29,6,1846,"Type III: Entente",22,5,1844,29,6,1846,0,0,0,0,0,1,4.1
22,200,"United Kingdom",21,5,1847,15,8,1847,"Type I: Defense Pact",21,5,1847,15,8,1847,0,0,1,0,0,0,4.1
22,220,"France",21,5,1847,15,8,1847,"Type I: Defense Pact",21,5,1847,15,8,1847,0,0,1,0,0,0,4.1
22,230,"Spain",21,5,1847,15,8,1847,"Type I: Defense Pact",21,5,1847,15,8,1847,0,0,1,0,0,0,4.1
22,235,"Portugal",21,5,1847,15,8,1847,"Type I: Defense Pact",21,5,1847,15,8,1847,0,0,0,0,0,0,4.1
23,300,"Austria-Hungary",24,12,1847,15,5,1859,"Type I: Defense Pact",24,12,1847,15,5,1859,0,0,1,0,0,0,4.1
23,332,"Modena",24,12,1847,15,5,1859,"Type I: Defense Pact",24,12,1847,15,5,1859,0,0,1,0,0,0,4.1
24,300,"Austria-Hungary",4,2,1848,15,5,1859,"Type I: Defense Pact",1,1,1851,15,5,1859,0,0,1,0,0,0,4.1
24,335,"Parma",4,2,1848,15,5,1859,"Type I: Defense Pact",1,1,1851,15,5,1859,0,0,1,0,0,0,4.1
25,240,"Hanover",26,5,1849,20,10,1849,"Type I: Defense Pact",26,5,1849,20,10,1849,0,0,1,0,0,1,4.1
25,255,"Germany",26,5,1849,20,10,1849,"Type I: Defense Pact",26,5,1849,20,10,1849,0,0,1,0,0,1,4.1
25,269,"Saxony",26,5,1849,20,10,1849,"Type I: Defense Pact",26,5,1849,20,10,1849,0,0,1,0,0,1,4.1
26,245,"Bavaria",12,10,1850,29,11,1850,"Type I: Defense Pact",12,10,1850,29,11,1850,0,0,1,0,0,0,4.1
26,271,"Wuerttemburg",12,10,1850,29,11,1850,"Type I: Defense Pact",12,10,1850,29,11,1850,0,0,1,0,0,0,4.1
26,300,"Austria-Hungary",12,10,1850,29,11,1850,"Type I: Defense Pact",12,10,1850,29,11,1850,0,0,1,0,0,0,4.1
27,255,"Germany",16,5,1851,20,4,1854,"Type I: Defense Pact",16,5,1851,20,4,1854,0,0,1,0,0,0,4.1
27,300,"Austria-Hungary",16,5,1851,20,4,1854,"Type I: Defense Pact",16,5,1851,20,4,1854,0,0,1,0,0,0,4.1
28,200,"United Kingdom",12,3,1854,30,3,1856,"Type I: Defense Pact",12,3,1854,30,3,1856,0,0,1,0,0,1,4.1
28,220,"France",12,3,1854,30,3,1856,"Type I: Defense Pact",12,3,1854,30,3,1856,0,0,1,0,0,1,4.1
28,325,"Italy",12,3,1854,30,3,1856,"Type I: Defense Pact",15,3,1855,30,3,1856,0,0,1,0,0,1,4.1
28,640,"Turkey",12,3,1854,30,3,1856,"Type I: Defense Pact",12,3,1854,30,3,1856,0,0,0,0,0,1,4.1
29,200,"United Kingdom",10,4,1854,30,3,1856,"Type I: Defense Pact",10,4,1854,30,3,1856,0,0,1,0,0,0,4.1
29,220,"France",10,4,1854,30,3,1856,"Type I: Defense Pact",10,4,1854,30,3,1856,0,0,1,0,0,0,4.1
29,325,"Italy",10,4,1854,30,3,1856,"Type I: Defense Pact",26,1,1855,30,3,1856,0,0,1,0,0,0,4.1
30,255,"Germany",20,4,1854,30,3,1856,"Type I: Defense Pact",20,4,1854,30,3,1856,0,0,1,0,0,0,4.1
30,300,"Austria-Hungary",20,4,1854,30,3,1856,"Type I: Defense Pact",20,4,1854,30,3,1856,0,0,1,0,0,0,4.1
31,300,"Austria-Hungary",14,6,1854,30,3,1856,"Type I: Defense Pact",14,6,1854,30,3,1856,0,0,1,0,0,0,4.1
31,640,"Turkey",14,6,1854,30,3,1856,"Type I: Defense Pact",14,6,1854,30,3,1856,0,0,0,0,0,0,4.1
32,200,"United Kingdom",2,12,1854,30,3,1856,"Type I: Defense Pact",2,12,1854,30,3,1856,0,0,1,0,0,0,4.1
32,220,"France",2,12,1854,30,3,1856,"Type I: Defense Pact",2,12,1854,30,3,1856,0,0,1,0,0,0,4.1
32,300,"Austria-Hungary",2,12,1854,30,3,1856,"Type I: Defense Pact",2,12,1854,30,3,1856,0,0,1,0,0,0,4.1
33,220,"France",22,12,1854,30,3,1856,"Type III: Entente",22,12,1854,30,3,1856,0,0,0,0,0,1,4.1
33,300,"Austria-Hungary",22,12,1854,30,3,1856,"Type III: Entente",22,12,1854,30,3,1856,0,0,0,0,0,1,4.1
34,200,"United Kingdom",21,11,1855,30,3,1856,"Type I: Defense Pact",21,11,1855,30,3,1856,0,0,1,0,0,1,4.1
34,220,"France",21,11,1855,30,3,1856,"Type I: Defense Pact",21,11,1855,30,3,1856,0,0,1,0,0,1,4.1
34,380,"Sweden",21,11,1855,30,3,1856,"Type I: Defense Pact",21,11,1855,30,3,1856,0,0,0,0,0,1,4.1
35,200,"United Kingdom",15,4,1856,15,1,1877,"Type I: Defense Pact",15,4,1856,15,1,1877,0,0,1,0,0,0,4.1
35,220,"France",15,4,1856,15,1,1877,"Type I: Defense Pact",15,4,1856,15,1,1877,0,0,1,0,0,0,4.1
35,300,"Austria-Hungary",15,4,1856,15,1,1877,"Type I: Defense Pact",15,4,1856,15,1,1877,0,0,1,0,0,0,4.1
36,150,"Paraguay",29,7,1856,29,7,1862,"Type IIa: Non-Aggression Pact",29,7,1856,29,7,1862,0,0,0,1,0,0,4.1
36,160,"Argentina",29,7,1856,29,7,1862,"Type IIa: Non-Aggression Pact",29,7,1856,29,7,1862,0,0,0,1,0,0,4.1
37,140,"Brazil",2,1,1859,14,9,1864,"Type I: Defense Pact",2,1,1859,14,9,1864,0,0,1,1,0,0,4.1
37,160,"Argentina",2,1,1859,14,9,1864,"Type I: Defense Pact",2,1,1859,14,9,1864,0,0,1,1,0,0,4.1
38,220,"France",24,1,1859,11,7,1859,"Type I: Defense Pact",19,1,1859,11,7,1859,0,0,1,0,0,0,4.1
38,325,"Italy",24,1,1859,11,7,1859,"Type I: Defense Pact",19,1,1859,11,7,1859,0,0,0,0,0,0,4.1
39,220,"France",3,3,1859,10,11,1859,"Type IIa: Non-Aggression Pact",3,3,1859,10,11,1859,0,0,0,0,0,1,4.1
39,365,"Russia",3,3,1859,10,11,1859,"Type IIa: Non-Aggression Pact",3,3,1859,10,11,1859,0,0,0,1,0,1,4.1
40,130,"Ecuador",26,1,1860,15,4,1860,"Type I: Defense Pact",26,1,1860,15,4,1860,0,0,1,1,0,0,4.1
40,135,"Peru",26,1,1860,15,4,1860,"Type I: Defense Pact",26,1,1860,15,4,1860,0,0,1,1,0,0,4.1
41,200,"United Kingdom",31,10,1861,8,4,1862,"Type III: Entente",31,10,1861,8,4,1862,0,0,0,0,0,1,4.1
41,220,"France",31,10,1861,8,4,1862,"Type III: Entente",31,10,1861,8,4,1862,0,0,0,0,0,1,4.1
41,230,"Spain",31,10,1861,8,4,1862,"Type III: Entente",31,10,1861,8,4,1862,0,0,0,0,0,1,4.1
42,240,"Hanover",29,1,1862,26,1,1866,"Type II: Neutrality",2,2,1862,26,1,1866,0,0,0,1,0,0,4.1
42,245,"Bavaria",29,1,1862,26,1,1866,"Type II: Neutrality",2,2,1862,26,1,1866,0,0,0,1,0,0,4.1
42,269,"Saxony",29,1,1862,26,1,1866,"Type II: Neutrality",2,2,1862,26,1,1866,0,0,0,1,0,0,4.1
42,271,"Wuerttemburg",29,1,1862,26,1,1866,"Type II: Neutrality",29,1,1862,26,1,1866,0,0,0,1,0,0,4.1
42,275,"Hesse Grand Ducal",29,1,1862,26,1,1866,"Type II: Neutrality",2,2,1862,26,1,1866,0,0,0,1,0,0,4.1
42,300,"Austria-Hungary",29,1,1862,26,1,1866,"Type II: Neutrality",29,1,1862,26,1,1866,0,0,0,0,0,0,4.1
43,255,"Germany",8,2,1863,28,2,1863,"Type I: Defense Pact",8,2,1863,28,2,1863,0,0,1,0,0,0,4.1
43,365,"Russia",8,2,1863,28,2,1863,"Type I: Defense Pact",8,2,1863,28,2,1863,0,0,1,0,0,0,4.1
44,135,"Peru",5,11,1863,6,2,1873,"Type I: Defense Pact",5,11,1863,6,2,1873,0,0,1,0,1,0,4.1
44,145,"Bolivia",5,11,1863,6,2,1873,"Type I: Defense Pact",5,11,1863,6,2,1873,0,0,1,0,1,0,4.1
45,100,"Colombia",1,1,1864,30,1,1866,"Type I: Defense Pact",1,1,1864,30,1,1866,0,0,1,0,1,0,4.1
45,130,"Ecuador",1,1,1864,30,1,1866,"Type I: Defense Pact",1,1,1864,30,1,1866,0,0,1,0,1,0,4.1
46,255,"Germany",16,1,1864,6,6,1866,"Type I: Defense Pact",16,1,1864,6,6,1866,0,0,1,0,0,1,4.1
46,300,"Austria-Hungary",16,1,1864,6,6,1866,"Type I: Defense Pact",16,1,1864,6,6,1866,0,0,1,0,0,1,4.1
47,220,"France",15,9,1864,10,9,1870,"Type IIb: Non-Aggression Pact",15,9,1864,10,9,1870,0,0,0,0,1,0,4.1
47,325,"Italy",15,9,1864,10,9,1870,"Type IIb: Non-Aggression Pact",15,9,1864,10,9,1870,0,0,0,0,1,0,4.1
48,140,"Brazil",1,5,1865,30,7,1882,"Type I: Defense Pact",1,5,1865,30,7,1882,0,0,1,0,0,0,4.1
48,160,"Argentina",1,5,1865,30,7,1882,"Type I: Defense Pact",1,5,1865,30,7,1882,0,0,1,0,0,0,4.1
48,165,"Uruguay",1,5,1865,30,7,1882,"Type I: Defense Pact",1,1,1882,30,7,1882,0,0,1,0,0,0,4.1
49,130,"Ecuador",5,12,1865,11,4,1871,"Type I: Defense Pact",30,1,1866,11,4,1871,0,0,1,0,0,0,4.1
49,135,"Peru",5,12,1865,11,4,1871,"Type I: Defense Pact",5,12,1865,11,4,1871,0,0,1,0,0,0,4.1
49,145,"Bolivia",5,12,1865,11,4,1871,"Type I: Defense Pact",11,4,1866,11,4,1871,0,0,1,0,0,0,4.1
49,155,"Chile",5,12,1865,11,4,1871,"Type I: Defense Pact",5,12,1865,11,4,1871,0,0,1,0,0,0,4.1
50,255,"Germany",8,4,1866,26,7,1866,"Type I: Defense Pact",8,4,1866,26,7,1866,0,0,1,0,0,0,4.1
50,325,"Italy",8,4,1866,26,7,1866,"Type I: Defense Pact",8,4,1866,26,7,1866,0,0,1,0,0,0,4.1
51,220,"France",12,6,1866,23,8,1866,"Type IIa: Non-Aggression Pact",12,6,1866,23,8,1866,0,0,0,1,0,1,4.1
51,300,"Austria-Hungary",12,6,1866,23,8,1866,"Type IIa: Non-Aggression Pact",12,6,1866,23,8,1866,0,0,0,0,0,1,4.1
52,255,"Germany",13,8,1866,25,11,1870,"Type I: Defense Pact",13,8,1866,25,11,1870,0,0,1,0,0,0,4.1
52,271,"Wuerttemburg",13,8,1866,25,11,1870,"Type I: Defense Pact",13,8,1866,25,11,1870,0,0,1,0,0,0,4.1
53,255,"Germany",17,8,1866,3,1,1870,"Type I: Defense Pact",17,8,1866,3,1,1870,0,0,1,0,0,0,4.1
53,267,"Baden",17,8,1866,3,1,1870,"Type I: Defense Pact",17,8,1866,3,1,1870,0,0,1,0,0,0,4.1
54,255,"Germany",21,8,1866,17,4,1867,"Type I: Defense Pact",21,8,1866,17,4,1867,0,0,1,0,0,0,4.1
54,280,"Mecklenburg Schwerin",21,8,1866,17,4,1867,"Type I: Defense Pact",21,8,1866,17,4,1867,0,0,1,0,0,0,4.1
55,245,"Bavaria",22,8,1866,23,11,1870,"Type I: Defense Pact",22,8,1866,23,11,1870,0,0,1,0,0,0,4.1
55,255,"Germany",22,8,1866,23,11,1870,"Type I: Defense Pact",22,8,1866,23,11,1870,0,0,1,0,0,0,4.1
56,255,"Germany",11,4,1867,17,1,1871,"Type I: Defense Pact",11,4,1867,17,1,1871,0,0,1,0,0,0,4.1
56,275,"Hesse Grand Ducal",11,4,1867,17,1,1871,"Type I: Defense Pact",11,4,1867,17,1,1871,0,0,0,0,0,0,4.1
57,200,"United Kingdom",9,8,1870,23,5,1872,"Type I: Defense Pact",9,8,1870,23,5,1872,0,0,0,1,0,0,4.1
57,255,"Germany",9,8,1870,23,5,1872,"Type I: Defense Pact",9,8,1870,23,5,1872,0,0,0,1,0,0,4.1
58,200,"United Kingdom",11,8,1870,23,5,1872,"Type I: Defense Pact",11,8,1870,23,5,1872,0,0,0,1,0,0,4.1
58,220,"France",11,8,1870,23,5,1872,"Type I: Defense Pact",11,8,1870,23,5,1872,0,0,0,1,0,0,4.1
59,135,"Peru",6,2,1873,20,10,1883,"Type I: Defense Pact",6,2,1873,20,10,1883,0,0,1,0,0,0,4.1
59,145,"Bolivia",6,2,1873,20,10,1883,"Type I: Defense Pact",6,2,1873,20,10,1883,0,0,1,0,0,0,4.1
60,255,"Germany",6,5,1873,13,7,1878,"Type I: Defense Pact",6,5,1873,13,7,1878,0,0,1,0,0,0,4.1
60,365,"Russia",6,5,1873,13,7,1878,"Type I: Defense Pact",6,5,1873,13,7,1878,0,0,1,0,0,0,4.1
61,255,"Germany",25,5,1873,13,7,1878,"Type III: Entente",22,10,1873,13,7,1878,0,0,0,0,0,1,4.1
61,300,"Austria-Hungary",25,5,1873,13,7,1878,"Type III: Entente",25,5,1873,13,7,1878,0,0,0,0,0,1,4.1
61,365,"Russia",25,5,1873,13,7,1878,"Type III: Entente",25,5,1873,13,7,1878,0,0,0,0,0,1,4.1
62,300,"Austria-Hungary",15,1,1877,3,3,1878,"Type IIa: Non-Aggression Pact",15,1,1877,3,3,1878,0,0,0,1,0,0,4.1
62,365,"Russia",15,1,1877,3,3,1878,"Type IIa: Non-Aggression Pact",15,1,1877,3,3,1878,0,0,0,0,0,0,4.1
63,200,"United Kingdom",4,6,1878,25,11,1880,"Type I: Defense Pact",4,6,1878,25,11,1880,0,0,1,0,0,0,4.1
63,640,"Turkey",4,6,1878,25,11,1880,"Type I: Defense Pact",4,6,1878,25,11,1880,0,0,0,0,0,0,4.1
64,255,"Germany",7,10,1879,3,11,1918,"Type I: Defense Pact",7,10,1879,3,11,1918,0,0,1,1,0,0,4.1
64,300,"Austria-Hungary",7,10,1879,3,11,1918,"Type I: Defense Pact",7,10,1879,3,11,1918,0,0,1,1,0,0,4.1
65,300,"Austria-Hungary",16,6,1881,1,1,1895,"Type IIa: Non-Aggression Pact",16,6,1881,1,1,1895,0,0,0,0,0,1,4.1
65,345,"Yugoslavia",16,6,1881,1,1,1895,"Type IIa: Non-Aggression Pact",16,6,1881,1,1,1895,0,0,0,1,0,1,4.1
66,255,"Germany",18,6,1881,18,6,1887,"Type IIa: Non-Aggression Pact",18,6,1881,18,6,1887,0,0,0,1,0,1,4.1
66,300,"Austria-Hungary",18,6,1881,18,6,1887,"Type IIa: Non-Aggression Pact",18,6,1881,18,6,1887,0,0,0,1,0,1,4.1
66,365,"Russia",18,6,1881,18,6,1887,"Type IIa: Non-Aggression Pact",18,6,1881,18,6,1887,0,0,0,1,0,1,4.1
67,255,"Germany",20,5,1882,3,11,1918,"Type I: Defense Pact",20,5,1882,3,11,1918,0,0,1,0,0,0,4.1
67,300,"Austria-Hungary",20,5,1882,3,11,1918,"Type I: Defense Pact",20,5,1882,3,11,1918,0,0,1,0,0,0,4.1
67,325,"Italy",20,5,1882,3,11,1918,"Type I: Defense Pact",20,5,1882,3,5,1915,0,0,1,0,0,0,4.1
68,255,"Germany",30,10,1883,3,11,1918,"Type I: Defense Pact",30,10,1883,3,11,1918,0,0,1,0,0,1,4.1
68,300,"Austria-Hungary",30,10,1883,3,11,1918,"Type I: Defense Pact",30,10,1883,3,11,1918,0,0,1,0,0,1,4.1
68,325,"Italy",30,10,1883,3,11,1918,"Type I: Defense Pact",15,5,1888,23,5,1915,0,0,0,0,0,1,4.1
68,360,"Romania",30,10,1883,3,11,1918,"Type I: Defense Pact",30,10,1883,16,8,1916,0,0,1,0,0,1,4.1
69,200,"United Kingdom",12,2,1887,20,1,1897,"Type III: Entente",12,2,1887,20,1,1897,0,0,0,0,0,1,4.1
69,300,"Austria-Hungary",12,2,1887,20,1,1897,"Type III: Entente",24,3,1887,20,1,1897,0,0,0,0,0,1,4.1
69,325,"Italy",12,2,1887,20,1,1897,"Type III: Entente",12,2,1887,20,1,1897,0,0,0,0,0,1,4.1
70,230,"Spain",4,5,1887,4,5,1895,"Type IIb: Non-Aggression Pact",4,5,1887,4,5,1895,0,0,0,0,1,0,4.1
70,255,"Germany",4,5,1887,4,5,1895,"Type IIb: Non-Aggression Pact",21,5,1887,4,5,1895,0,0,0,0,1,0,4.1
70,300,"Austria-Hungary",4,5,1887,4,5,1895,"Type IIb: Non-Aggression Pact",21,5,1887,4,5,1895,0,0,0,0,1,0,4.1
70,325,"Italy",4,5,1887,4,5,1895,"Type IIb: Non-Aggression Pact",4,5,1887,4,5,1895,0,0,0,0,1,0,4.1
71,255,"Germany",18,6,1887,18,6,1890,"Type IIa: Non-Aggression Pact",18,6,1887,18,6,1890,0,0,0,0,0,1,4.1
71,365,"Russia",18,6,1887,18,6,1890,"Type IIa: Non-Aggression Pact",18,6,1887,18,6,1890,0,0,0,1,0,1,4.1
72,200,"United Kingdom",12,12,1887,20,1,1897,"Type III: Entente",16,12,1887,20,1,1897,0,0,0,0,0,1,4.1
72,300,"Austria-Hungary",12,12,1887,20,1,1897,"Type III: Entente",16,12,1887,20,1,1897,0,0,0,0,0,1,4.1
72,325,"Italy",12,12,1887,20,1,1897,"Type III: Entente",16,12,1887,20,1,1897,0,0,0,0,0,1,4.1
73,220,"France",27,8,1891,27,12,1893,"Type III: Entente",27,8,1891,27,12,1893,0,0,0,0,0,1,4.1
73,365,"Russia",27,8,1891,27,12,1893,"Type III: Entente",27,8,1891,27,12,1893,0,0,0,0,0,1,4.1
74,220,"France",27,12,1893,8,11,1917,"Type I: Defense Pact",27,12,1893,8,11,1917,0,0,1,0,0,0,4.1
74,365,"Russia",27,12,1893,8,11,1917,"Type I: Defense Pact",27,12,1893,8,11,1917,0,0,1,0,0,0,4.1
75,730,"Korea",26,8,1894,17,4,1895,"Type I: Defense Pact",26,8,1894,17,4,1895,0,0,0,0,0,0,4.1
