550,"Russia vs. Poles of 1863",5,1863,1,22,1864,4,19,-999,-999,-999,-999,-999,-999,"Poles",1,0,454,454,5000,30000,1,1,0,1,0,0,0,0,3.00
551,"Argentina vs. Montoneros",4,1863,4,2,1863,11,12,-999,-999,-999,-999,-999,-999,"Montoneros",1,0,225,225,1000,-999,0,0,1,0,0,0,0,0,3.00
552,"China vs. Muslims of 1863",5,1863,-999,-999,1877,5,16,-999,-999,-999,-999,-999,-999,"Muslims",1,0,4886,5250,300000,-999,0,0,0,0,0,0,1,0,3.00
553,"Argentina vs. Federalists",4,1866,12,15,1867,10,15,-999,-999,-999,-999,-999,-999,"Federalists",1,0,305,305,1000,-999,0,0,1,0,0,0,0,0,3.00
554,"Ottoman Empire vs. Cretans of 1866",5,1866,5,29,1867,2,22,-999,-999,-999,-999,-999,-999,"Cretans",1,0,270,270,1000,10000,1,0,0,1,0,0,0,0,3.00
555,"Venezuela vs. Conservatives",4,1868,1,11,1868,8,14,1869,8,14,1871,1,7,"Conservatives",2,0,729,729,3000,-999,0,0,1,0,0,0,0,0,3.00
557,"Spain vs. Liberals",4,1868,9,19,1868,9,29,-999,-999,-999,-999,-999,-999,"Liberals",2,0,11,11,1600,-999,1,0,0,1,0,0,0,0,3.00
558,"Argentina vs. Entre Rios Province",5,1870,5,20,1871,3,13,-999,-999,-999,-999,-999,-999,"Entre Rios Province",1,0,298,298,1500,-999,0,0,1,0,0,0,0,0,3.00
560,"France vs. Communards",4,1871,4,2,1871,5,29,-999,-999,-999,-999,-999,-999,"Communards",1,0,58,58,879,25000,1,1,0,1,0,0,0,0,3.00
561,"Spain vs. Carlists of 1872",4,1872,4,20,1876,2,20,-999,-999,-999,-999,-999,-999,"Carlists",1,0,1402,1402,7000,50000,1,0,0,1,0,0,0,0,3.00
562,"Argentina vs. Mitre led Rebels",4,1874,9,-999,1874,11,6,-999,-999,-999,-999,-999,-999,"Mitre Led Rebels",1,0,38,67,1000,-999,0,0,1,0,0,0,0,0,3.00
563,"Ottoman Empire vs. Christian Bosnians",5,1875,7,3,1877,4,12,-999,-999,-999,-999,-999,-999,"Christian Bosnians",2,0,650,650,10000,40000,1,0,0,1,0,0,0,0,3.00
564,"United States of America vs. Sioux Indians",5,1876,2,1,1876,10,31,-999,-999,-999,-999,-999,-999,"Sioux Indians",1,0,274,274,1000,-999,0,0,1,0,0,0,0,0,3.00
565,"Mexico vs. Rebels",4,1876,3,-999,1876,11,23,-999,-999,-999,-999,-999,-999,"Rebels",2,0,238,268,1900,-999,0,0,1,0,0,0,0,0,3.00
567,"Colombia vs. Liberals of 1876",4,1876,11,15,1877,7,1,-999,-999,-999,-999,-999,-999,"Liberals",1,0,229,229,1000,-999,0,0,1,0,0,0,0,0,3.00
568,"Japan vs. Satsumas",5,1877,1,29,1877,9,24,-999,-999,-999,-999,-999,-999,"Satsumas",1,0,239,239,14000,-999,0,0,0,0,0,0,1,0,3.00
569,"Argentina vs. Buenos Aires of 1880",5,1880,6,15,1880,7,21,-999,-999,-999,-999,-999,-999,"Buenos Aires",1,0,37,37,1000,-999,0,0,1,0,0,0,0,0,3.00
570,"Colombia vs. Liberals of 1884",4,1884,11,15,1885,8,15,-999,-999,-999,-999,-999,-999,"Liberals",1,0,274,274,1000,-999,0,0,1,0,0,0,0,0,3.00
572,"Ottoman Empire vs. Cretans of 1888",5,1888,-999,-999,1889,-999,-999,-999,-999,-999,-999,-999,-999,"Cretans",1,0,2,731,1000,3000,1,0,0,1,0,0,0,0,3.00
573,"Chile vs. Congressists",4,1891,1,7,1891,8,29,-999,-999,-999,-999,-999,-999,"Congressists",2,0,235,235,5000,-999,0,0,1,0,0,0,0,0,3.00
574,"Brazil vs. Rio Grande do Sul",5,1893,2,2,1894,8,31,-999,-999,-999,-999,-999,-999,"Rio Grande do Sul",1,0,576,576,1500,-999,0,0,1,0,0,0,0,0,3.00
575,"Brazil vs. Naval Royalists",4,1893,9,6,1894,3,11,-999,-999,-999,-999,-999,-999,"Naval Royalists",1,0,187,187,1000,-999,0,0,1,0,0,0,0,0,3.00
577,"Peru vs. Liberals of 1894",4,1894,10,15,1895,3,19,-999,-999,-999,-999,-999,-999,"Liberals",2,0,156,156,4000,-999,0,0,1,0,0,0,0,0,3.00
578,"Brazil vs. Canudos",5,1896,10,1,1897,10,5,-999,-999,-999,-999,-999,-999,"Canudos",1,0,370,370,5000,-999,0,0,1,0,0,0,0,0,3.00
579,"Ottoman Empire vs. Cretans of 1896",5,1896,2,-999,1897,2,15,-999,-999,-999,-999,-999,-999,"Cretans",1,0,354,381,1000,-999,1,0,0,1,0,0,0,0,3.00
580,"Ottoman Empire vs. Druze",5,1896,-999,-999,1896,-999,-999,-999,-999,-999,-999,-999,-999,"Druze",1,0,1,366,1000,-999,0,0,0,0,0,1,0,0,3.00
582,"Colombia vs. Liberals of 1899",4,1899,9,1,1903,6,15,-999,-999,-999,-999,-999,-999,"Liberals",1,0,1383,1383,100000,-999,0,0,1,0,0,0,0,0,3.00
583,"Venezuela vs. Castro Led Rebels",4,1899,5,24,1899,10,22,-999,-999,-999,-999,-999,-999,"Castro Led Rebels",2,0,152,152,2000,-999,0,0,1,0,0,0,0,0,3.00
584,"Venezuela vs. Matos Led Rebels",4,1901,12,-999,1903,7,-999,-999,-999,-999,-999,-999,-999,"Matos Led Rebels",1,0,548,608,1050,-999,0,0,1,0,0,0,0,0,3.00
585,"Ottoman Empire vs. VMRO Rebels",5,1903,8,2,1903,11,2,-999,-999,-999,-999,-999,-999,"VMRO Rebels",1,0,93,93,2000,4000,1,0,0,1,0,0,0,,3.00
587,"Uruguay vs. Blancos",4,1904,1,1,1904,9,1,-999,-999,-999,-999,-999,-999,"Blancos",1,0,245,245,1000,-999,0,0,1,0,0,0,0,0,3.00
588,"Russia vs. Workers/Peasants",4,1905,1,22,1906,1,1,-999,-999,-999,-999,-999,-999,"Workers/Peasants",1,0,345,345,1000,-999,1,1,0,1,0,0,0,0,3.00
589,"Rumania vs. Peasants",4,1907,3,15,1907,4,30,-999,-999,-999,-999,-999,-999,"Peasants",1,0,47,47,2000,-999,1,0,0,1,0,0,0,0,3.00
590,"Morocco vs. Fez Caids of 1907",4,1907,8,1,1908,8,19,-999,-999,-999,-999,-999,-999,"Fez Caids",1,1,385,385,1200,-999,0,0,0,0,0,1,0,0,3.00
591,"Iran vs. Constitutionalists",4,1908,6,23,1909,7,17,-999,-999,-999,-999,-999,-999,"Constitutionalists",2,1,390,390,1100,-999,0,0,0,0,0,1,0,0,3.00
592,"Mexico vs. Liberals & Radicals",4,1910,11,20,1914,7,15,1914,12,1,1920,5,21,"Liberals & Radicals",2,0,3333,3333,250000,-999,0,0,1,0,0,0,0,0,3.00
593,"Morocco vs. Fez Caids of 1911",4,1911,1,15,1911,6,10,-999,-999,-999,-999,-999,-999,"Fez Caids",1,1,147,147,1650,-999,0,0,0,0,0,1,0,0,3.00
594,"Paraguay vs. Liberals",4,1911,7,15,1912,5,11,-999,-999,-999,-999,-999,-999,"Liberals",2,0,302,302,2000,-999,0,0,1,0,0,0,0,0,3.00
595,"China vs. Republicans of 1911",4,1911,10,11,1911,12,31,-999,-999,-999,-999,-999,-999,"Republicans",2,0,82,82,1000,-999,1,0,0,0,0,0,1,0,3.00
597,"China vs. Republicans of 1913",4,1913,7,12,1913,9,1,-999,-999,-999,-999,-999,-999,"Republicans",1,0,52,52,5000,-999,1,0,0,0,0,0,1,0,3.00
598,"China vs. Pai-Lings",5,1914,3,15,1914,9,15,-999,-999,-999,-999,-999,-999,"Pai-Lings",1,0,185,185,5000,-999,1,0,0,0,0,0,1,0,3.00
599,"Russia vs. Kirghiz & Kazables",5,1916,7,4,1917,2,27,-999,-999,-999,-999,-999,-999,"Kirghiz & Kazables",1,0,239,239,3000,103000,1,1,0,1,0,0,0,0,3.00
600,"Russia vs. Anti-Bolsheviks",4,1917,12,9,1921,3,18,-999,-999,-999,-999,-999,-999,"Anti-Bolsheviks",1,1,1196,1196,52225,800000,1,1,0,1,0,0,0,0,3.00
602,"China vs. Yunnan Rebels",5,1917,-999,-999,1918,-999,-999,-999,-999,-999,-999,-999,-999,"Yunnan Rebels",1,0,2,730,1000,-999,1,0,0,0,0,0,1,0,3.00
603,"Finland vs. Communists",4,1918,1,28,1918,4,30,-999,-999,-999,-999,-999,-999,"Communists",1,0,93,93,20000,-999,0,0,0,1,0,0,0,0,3.00
604,"Hungary vs. Anti-Communists",4,1919,3,25,1920,2,15,-999,-999,-999,-999,-999,-999,"Anti-Communists",2,0,328,328,4000,-999,1,0,0,1,0,0,0,0,3.00
605,"USSR vs. Peasants in Ta",5,1920,8,-999,1921,8,-999,-999,-999,-999,-999,-999,-999,"Peasants in Ta",1,0,336,396,6700,-999,0,0,0,1,0,0,0,0,3.00
607,"Mexico vs. Huerta Led Rebels",4,1923,12,4,1924,2,-999,-999,-999,-999,-999,-999,-999,"Huerta Led Rebels",1,0,60,87,7000,-999,0,0,1,0,0,0,0,0,3.00
608,"Bulgaria vs. Agrarian League",4,1923,9,23,1923,9,28,-999,-999,-999,-999,-999,-999,"Agrarian League",1,0,6,6,3000,-999,0,0,0,1,0,0,0,0,3.00
609,"Honduras vs. Conservatives",4,1924,2,9,1924,3,31,-999,-999,-999,-999,-999,-999,"Conservatives",2,0,52,52,1000,-999,0,0,1,0,0,0,0,0,3.00
610,"Afghanistan vs. Anti-Reformists of 1924",4,1924,3,15,1925,1,15,-999,-999,-999,-999,-999,-999,"Anti-Reformists",1,0,307,307,1500,-999,0,0,0,0,0,0,1,0,3.00
612,"China vs. Kuomintang",4,1926,7,1,1928,6,30,-999,-999,-999,-999,-999,-999,"Kuomintang",2,1,731,731,10500,-999,0,0,0,0,0,0,1,0,3.00
613,"Mexico vs. Cristeros",4,1926,8,31,1930,6,15,-999,-999,-999,-999,-999,-999,"Cristeros",1,0,1385,1385,10000,-999,0,0,1,0,0,0,0,0,3.00
614,"Afghanistan vs. Anti-Reformists of 1928",4,1928,11,10,1929,10,15,-999,-999,-999,-999,-999,-999,"Anti-Reformists",2,0,340,340,7500,-999,0,0,0,0,0,0,1,0,3.00
615,"China vs. Muslims of 1928",5,1928,-999,-999,1928,-999,-999,-999,-999,-999,-999,-999,-999,"Muslims",1,0,1,366,200000,-999,0,0,0,0,0,0,1,0,3.00
617,"Mexico vs. Escoban Led Rebels",4,1929,3,3,1929,5,4,-999,-999,-999,-999,-999,-999,"Escoban Led Rebels",1,0,63,63,2000,-999,0,0,1,0,0,0,0,0,3.00
618,"Saudi Arabia vs. Ikhwan",4,1929,3,30,1930,1,10,-999,-999,-999,-999,-999,-999,"Ikhwan",1,0,287,287,1000,-999,0,0,0,0,0,1,0,0,3.00
619,"China vs. War Lords",4,1929,3,1,1930,10,13,-999,-999,-999,-999,-999,-999,"War Lords",1,0,592,592,75000,-999,0,0,0,0,0,0,1,0,3.00
620,"China vs. Communists of 1930",4,1930,11,15,1935,10,15,-999,-999,-999,-999,-999,-999,"Communists",1,0,1796,1796,200000,-999,0,0,0,0,0,0,1,0,3.00
622,"Russia vs. Central Asian Rebels",5,1931,-999,-999,1934,-999,-999,-999,-999,-999,-999,-999,-999,"Central Asian Rebels",1,0,733,1461,1000,20000,0,1,0,0,0,0,1,0,3.00
623,"El Salvador vs. Leftists",4,1932,1,22,1932,1,25,-999,-999,-999,-999,-999,-999,"Leftists",1,0,4,4,8000,32000,0,0,1,0,0,0,0,0,3.00
624,"Peru vs. Aprista Rebels",4,1932,7,7,1932,7,17,-999,-999,-999,-999,-999,-999,"Aprista Rebels",1,0,11,11,2000,-999,0,0,1,0,0,0,0,0,3.00
625,"Brazil vs. Paolistas",5,1932,6,9,1932,8,31,-999,-999,-999,-999,-999,-999,"Paolistas",1,0,84,84,1000,-999,0,0,1,0,0,0,0,0,3.00
627,"Austria vs. Socialists",4,1934,2,12,1934,7,30,-999,-999,-999,-999,-999,-999,"Socialists",1,0,169,169,1000,2000,0,0,0,1,0,0,0,0,3.00
628,"Spain vs. Asturian Miners",4,1934,10,4,1934,10,8,-999,-999,-999,-999,-999,-999,"Asturian Miners",1,0,5,5,1300,-999,0,0,0,1,0,0,0,0,3.00
629,"Spain vs. Fascists",4,1936,7,18,1939,3,29,-999,-999,-999,-999,-999,-999,"Fascists",2,1,985,985,656300,-999,0,0,0,1,0,0,0,0,3.00
630,"Greece vs. Communists",4,1944,12,3,1945,2,12,1946,11,15,1949,10,16,"Communists",1,1,1139,1139,160135,-999,0,0,0,1,0,0,0,0,3.00
632,"China vs. Communists of 1946",4,1946,3,15,1950,4,21,-999,-999,-999,-999,-999,-999,"Communists",2,0,1499,1499,1000000,-999,0,0,0,0,0,0,1,0,3.00
633,"Paraguay vs. Leftists",4,1947,3,7,1947,8,20,-999,-999,-999,-999,-999,-999,"Leftists",1,0,167,167,1000,-999,0,0,1,0,0,0,0,0,3.00
634,"China vs. Taiwanese",5,1947,2,28,1947,3,21,-999,-999,-999,-999,-999,-999,"Taiwanese",1,0,22,22,1000,-999,0,0,0,0,0,0,1,0,3.00
635,"Yemen Arab Republic vs. Yahya Family",4,1948,2,17,1948,3,20,-999,-999,-999,-999,-999,-999,"Yahya Family",2,0,33,33,4000,-999,0,0,0,0,0,1,0,0,3.00
637,"Costa Rica vs. National Union Party",4,1948,3,12,1948,4,17,-999,-999,-999,-999,-999,-999,"National Union Party",2,0,37,37,2000,-999,0,0,1,0,0,0,0,0,3.00
638,"Colombia vs. Conservatives",4,1948,4,9,1949,4,12,-999,-999,-999,-999,-999,-999,"Conservatives",1,0,369,369,1400,-999,0,0,1,0,0,0,0,0,3.00
639,"Burma vs. Karens",5,1948,9,15,1951,7,31,-999,-999,-999,-999,-999,-999,"Karens",1,0,1050,1050,8000,-999,0,0,0,0,0,0,1,0,3.00
640,"Colombia vs. Liberals of 1949",4,1949,9,15,1962,12,31,-999,-999,-999,-999,-999,-999,"Liberals",1,0,4856,4856,300000,-999,0,0,1,0,0,0,0,0,3.00
641,"Indonesia vs. Moluccans",5,1950,5,31,1950,11,3,-999,-999,-999,-999,-999,-999,"Moluccans",1,0,157,157,5000,-999,0,0,0,0,0,0,1,0,3.00
642,"Philippines vs. Huks",4,1950,9,1,1952,7,1,-999,-999,-999,-999,-999,-999,"Huks",1,0,670,670,9000,-999,0,0,0,0,0,0,1,0,3.00
643,"Bolivia vs. Leftists",4,1952,4,9,1952,4,11,-999,-999,-999,-999,-999,-999,"Leftists",2,0,3,3,1500,-999,0,0,0,0,0,0,0,0,3.00
644,"Indonesia vs. Darul Islam",4,1953,9,20,1953,11,23,-999,-999,-999,-999,-999,-999,"Darul Islam",1,0,65,65,1000,-999,0,0,0,0,0,0,1,0,3.00
645,"Guatemala vs. Conservatives",4,1954,6,8,1954,6,30,-999,-999,-999,-999,-999,-999,"Conservatives",2,0,23,23,1000,-999,0,0,1,0,0,0,0,0,3.00
647,"Argentina vs. Army",4,1955,6,15,1955,9,19,-999,-999,-999,-999,-999,-999,"Army",2,0,97,97,3000,-999,0,0,1,0,0,0,0,0,3.00
648,"China vs. Tibetans",5,1956,3,1,1959,3,22,-999,-999,-999,-999,-999,-999,"Tibetans",1,0,1117,1117,40000,100000,0,0,0,0,0,0,1,0,3.00
649,"Indonesia vs. Leftists",4,1956,12,15,1960,12,31,-999,-999,-999,-999,-999,-999,"Leftists",1,0,1478,1478,30000,-999,0,0,0,0,0,0,1,0,3.00
650,"Lebanon vs. Leftists of 1958",4,1958,5,9,1958,9,15,-999,-999,-999,-999,-999,-999,"Leftists",1,1,130,130,1400,-999,0,0,0,0,0,1,0,0,3.00
652,"Cuba vs. Castroites",4,1958,6,15,1959,1,2,-999,-999,-999,-999,-999,-999,"Castroites",2,0,202,202,5000,-999,0,0,1,0,0,0,0,0,3.00
653,"Iraq vs. Shammar Tribe & Pro-Western Officers",4,1959,3,6,1959,3,10,-999,-999,-999,-999,-999,-999,"Shammar Tribe & Pro-Western Officers",1,0,5,5,2000,-999,0,0,0,0,0,1,0,0,3.00
654,"Republic of Vietnam vs. NLF",4,1960,1,1,1965,2,6,-999,-999,-999,-999,-999,-999,"NLF",4,1,1864,1864,302000,-999,0,0,0,0,0,0,1,0,3.00
655,"Zaire vs. Katanga & Leftists",5,1960,7,4,1965,9,1,-999,-999,-999,-999,-999,-999,"Katanga & Leftists",1,1,1886,1886,100050,-999,0,0,0,0,1,0,0,0,3.00
657,"Laos vs. Pathet Lao of  1960",4,1960,10,15,1962,7,15,-999,-999,-999,-999,-999,-999,"Pathet Lao",1,0,639,639,5000,-999,0,0,0,0,0,0,1,0,3.00
658,"Iraq vs. Kurds of 1961",5,1961,9,16,1963,11,22,-999,-999,-999,-999,-999,-999,"Kurds",1,0,798,798,500,3000,0,0,0,0,0,1,0,0,3.00
659,"Algeria vs. Former Rebel Leaders",4,1962,7,28,1963,1,15,-999,-999,-999,-999,-999,-999,"Former Rebel Leaders",1,0,172,172,1500,-999,0,0,0,0,0,1,0,0,3.00
660,"Yemen Arab Republic vs. Royalists",4,1962,11,15,1969,9,3,-999,-999,-999,-999,-999,-999,"Royalists",1,1,2485,2485,101000,-999,0,0,0,0,0,1,0,0,3.00
662,"Laos vs. Pathet Lao of 1963",4,1963,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,"Pathet Lao",2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3.00
663,"Sudan vs. Anya Nya",5,1963,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,"Anya Nya",1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3.00
664,"Rwanda vs. Watusi",4,1963,11,15,1964,2,6,-999,-999,-999,-999,-999,-999,"Watusi",1,0,84,84,2500,-999,0,0,0,0,1,0,0,0,3.00
665,"Dominican Republic vs. Leftists",4,1965,4,25,1965,9,1,-999,-999,-999,-999,-999,-999,"Leftists",1,1,130,130,2526,-999,0,0,1,0,0,0,0,0,3.00
667,"Uganda vs. Buganda Tribe",5,1966,5,23,1966,6,1,-999,-999,-999,-999,-999,-999,"Buganda Tribe",1,0,10,10,2000,-999,0,0,0,0,1,0,0,0,3.00
668,"Guatemala vs. Indians",4,1966,10,-999,1972,7,12,-999,-999,-999,-999,-999,-999,"Indians",1,0,2082,2112,58000,138000,0,0,1,0,0,0,0,0,3.00
669,"Chad vs. Frolinat of 1966",5,1966,11,-999,1971,6,16,-999,-999,-999,-999,-999,-999,"Frolinat",1,1,1660,1689,281,3037,0,0,0,0,1,0,0,0,3.00
670,"China vs. Red Guard",4,1967,1,15,1968,9,1,-999,-999,-999,-999,-999,-999,"Red Guard",1,0,596,596,50000,-999,0,1,0,0,0,0,1,0,3.00
672,"Nigeria vs. Biafrans",5,1967,7,6,1970,1,12,-999,-999,-999,-999,-999,-999,"Biafrans",1,0,922,922,100000,1000000,0,0,0,0,1,0,0,0,3.00
673,"Burma vs. Ethnic Rebels",5,1968,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,"Ethnic Rebels",1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3.00
674,"Thailand vs. Communists",4,1970,1,-999,1973,10,-999,-999,-999,-999,-999,-999,-999,"Communists",1,0,1340,1400,1650,4000,0,0,0,0,0,0,1,0,3.00
675,"Cambodia vs. Khmer Rouge of 1970",4,1970,3,20,1975,3,15,-999,-999,-999,-999,-999,-999,"Khmer Rouge",2,1,1822,1822,56000,185000,0,0,0,0,0,0,1,0,3.00
677,"Jordan vs. Palestinians",4,1970,9,17,1970,9,24,-999,-999,-999,-999,-999,-999,"Palestinians",1,1,8,8,2100,-999,0,0,0,0,0,1,0,0,3.00
678,"Guatemala vs. Leftists of 1970",4,1970,11,15,1971,9,15,-999,-999,-999,-999,-999,-999,"Leftists",1,0,305,305,1000,-999,0,0,1,0,0,0,0,0,3.00
