      355         87   2.626799         50         37         18          1          0          1          0          1          0          0          0   12.40385   153.8554   5.083333   25.84028          .          .          .          .          .          .          .          0  
      388         87   1.379162         35         36         10          0          1          0          0          1          1          1          1   15.58974   243.0401   2.083333   4.340278          .          .          .          .          .          .          .          0  
      154         87   1.889145         40         38         12          0          1          0          0          1          0          0          0   12.05769    145.388          0          0          .          .          .          .          .          .          .          0  
      318         87   1.931231         40         34         13          0          0          1          0          0          0          1          0   13.38461   179.1479   12.83333   164.6944          .          .          .          .          .          .          .          0  
      242         87    2.21527         40         35         12          0          1          0          0          0          0          0          0       14.5     210.25   14.41667   207.8403          .          .          .          .          .          .          .          0  
      118         87   2.166662         33         42         16          1          0          0          0          1          0          0          1   20.41667   416.8402   20.41667   416.8402          .          .          .          .          .          .          .          0  
      512         87   1.640716         35         34         11          0          1          0          1          0          0          0          1   20.51923   421.0388   .4166667   .1736111          .          .          .          .          .          .          .          0  
      663         87   2.189389         45         37         18          1          1          0          0          0          1          0          0       16.5     272.25       16.5     272.25          .          .          .          .          .          .          .          0  
      549         87   2.380567         15         40         12          0          1          0          1          0          0          0          0   12.08333   146.0069      10.25   105.0625          .          .          .          .          .          .          .          0  
      348         87   2.346746         20         42         16          1          1          0          0          0          1          0          0   17.98077    323.308         13        169          .          .          .          .          .          .          .          0  
      587         87   2.541654         38         33         12          0          1          0          0          0          0          0          0   15.42308   237.8713   1.916667   3.673611          .          .          .          .          .          .          .          0  
      276         87   2.248471         40         40         14          0          1          0          0          0          0          0          0   16.07692   258.4675   13.33333   177.7778          .          .          .          .          .          .          .          0  
      517         87   2.179037         40         37          8          0          0          0          1          0          0          0          1   10.85897   117.9173   3.583333   12.84028          .          .          .          .          .          .          .          0  
      160         87   2.179982         40         40         15          0          1          0          0          0          1          1          0   18.17308   330.2607       7.75    60.0625          .          .          .          .          .          .          .          0  
       48         87   2.346746         40         33         16          1          1          0          0          1          0          1          1   12.48077   155.7696   10.16667   103.3611          .          .          .          .          .          .          .          0  
      465         87   1.664737         42         42         12          0          1          0          1          0          1          0          0   15.98077    255.385       15.5     240.25          .          .          .          .          .          .          .          0  
      677         87   1.452216         44         34          9          0          1          0          1          0          1          1          0   13.46154    181.213   2.666667   7.111112          .          .          .          .          .          .          .          0  
      533         87    2.91206         20         36         12          0          1          0          0          0          0          0          1    14.3141   204.8935      14.25   203.0625          .          .          .          .          .          .          .          0  
      148         87   2.917951         40         40         15          0          0          1          0          0          0          0          0   18.58333   345.3403   18.58333   345.3403          .          .          .          .          .          .          .          0  
      672         87   1.156018         25         40         12          0          1          0          1          0          1          1          0   14.41667   207.8403   14.41667   207.8403          .          .          .          .          .          .          .          0  
      352         87   2.175246         38         33         12          0          0          1          0          0          1          1          1   11.76923   138.5148   1.333333   1.777778          .          .          .          .          .          .          .          0  
       89         87   1.653599         40         38          8          0          0          0          0          0          1          0          0   13.65385   186.4275   8.083333   65.34027          .          .          .          .          .          .          .          0  
      436         87   2.045641         40         42          9          0          1          0          0          0          1          0          1   17.41667   303.3402   17.41667   303.3402          .          .          .          .          .          .          .          0  
      652         87   1.653599         40         37         12          0          1          0          0          1          0          1          1   14.00641   196.1795   7.916667   62.67361          .          .          .          .          .          .          .          0  
      364         87   1.885345         40         42         12          0          1          0          1          0          1          0          0   17.21154   296.2371       9.75    95.0625          .          .          .          .          .          .          .          0  
      287         87   1.589166         32         34         12          0          1          0          1          0          0          0          0   11.38461   129.6095          5         25          .          .          .          .          .          .          .          0  
      344         87   2.384427         40         37         17          1          1          0          0          1          1          1          1         15        225          7         49          .          .          .          .          .          .          .          0  
      177         87   1.961084         40         35         12          0          1          0          0          0          0          0          0   15.84615   251.1006   12.33333   152.1111          .          .          .          .          .          .          .          0  
      330         87   2.202414         40         36         12          0          1          0          0          1          1          1          1   14.91667    222.507   14.91667    222.507          .          .          .          .          .          .          .          0  
      222         87   1.256101         15         43         12          0          1          0          1          0          0          0          0      12.25   150.0625   4.416667   19.50694          .          .          .          .          .          .          .          0  
      191         87   1.950438         29         41         16          1          1          0          0          1          0          0          0   13.75641   189.2388      12.25   150.0625          .          .          .          .          .          .          .          0  
       85         87   2.375139         35         40         12          0          0          0          0          1          0          0          1   13.27564   176.2427       2.25     5.0625          .          .          .          .          .          .          .          0  
      370         87   1.549126         40         34         12          0          0          1          0          1          1          1          1    14.4359   208.3951          0          0          .          .          .          .          .          .          .          0  
      180         87   1.859636         40         40         12          0          0          0          0          0          0          0          0   9.576923   91.71746          8         64          .          .          .          .          .          .          .          0  
      417         87   1.029977         37         37         11          0          1          0          0          0          1          1          1   10.46154   109.4438        8.5      72.25          .          .          .          .          .          .          .          0  
      129         87   1.207312         20         44         12          0          1          0          0          0          0          0          0   14.53846   211.3669       13.5     182.25          .          .          .          .          .          .          .          0  
      661         87   1.559727         40         38         12          0          1          0          1          0          1          0          0   12.46154   155.2899   1.083333   1.173611          .          .          .          .          .          .          .          0  
      669         87   1.364315         37         34         12          0          1          0          0          1          0          1          0   8.673077   75.22226       8.25    68.0625          .          .          .          .          .          .          .          0  
      697         87   2.187821         40         39         12          0          0          0          1          0          0          0          0   15.08974   227.7003       1.75     3.0625          .          .          .          .          .          .          .          0  
      477         87    1.69128         40         40         12          0          1          0          0          1          1          0          0   8.461538   71.59763   1.166667   1.361111          .          .          .          .          .          .          .          0  
       71         87   1.972779         38         35         12          0          1          0          1          0          0          0          1   13.01923   169.5004   5.833333   34.02778          .          .          .          .          .          .          .          0  
      328         87    1.69282         40         34         11          0          0          1          0          1          1          1          0   14.66667   215.1111   14.66667   215.1111          .          .          .          .          .          .          .          0  
      380         87   2.680357         15         42         16          1          1          0          0          0          1          0          0   13.65385   186.4275          0          0          .          .          .          .          .          .          .          0  
      680         87   1.115744         40         38         11          0          0          0          1          0          1          1          0   18.28205   334.2333      13.25   175.5625          .          .          .          .          .          .          .          0  
      646         87   2.902468         45         41         18          1          0          1          0          1          1          0          0   13.80769   190.6523   8.083333   65.34027          .          .          .          .          .          .          .          0  
      601         87    1.16909         40         40         12          0          1          0          1          0          1          1          0   14.83974    220.218          2          4          .          .          .          .          .          .          .          0  
      613         87   1.921486         40         37         12          0          1          0          1          0          1          0          0   12.86538   165.5181   8.333333   69.44444          .          .          .          .          .          .          .          0  
       51         87   2.480577         35         35         14          0          1          0          0          0          0          0          0      15.75   248.0625   15.66667   245.4445          .          .          .          .          .          .          .          0  
      676         87   1.029977         40         37         12          0          1          0          1          0          1          1          0   14.04487   197.2584        3.5      12.25          .          .          .          .          .          .          .          0  
      102         87   2.030389         38         42         11          0          1          0          0          0          0          1          1   13.95513   194.7456   5.583333   31.17361          .          .          .          .          .          .          .          0  
      394         87   1.599354         40         39         13          0          0          0          1          0          0          0          1   9.576923   91.71746       7.75    60.0625          .          .          .          .          .          .          .          0  
      429         87   1.381265         40         33         11          0          1          0          1          0          1          1          0   8.820513   77.80145       7.25    52.5625          .          .          .          .          .          .          .          0  
      218         87   2.554085         50         38         14          0          1          0          0          0          0          0          0   16.86539   284.4412       14.5     210.25          .          .          .          .          .          .          .          0  
       17         87   2.568788         40         37         11          0          0          0          1          0          0          1          1   13.30769   177.0947   9.333333   87.11111          .          .          .          .          .          .          .          0  
      583         87   1.746724         40         36         12          0          1          0          1          0          1          0          0   11.33974   128.5898        8.5      72.25          .          .          .          .          .          .          .          0  
      640         87   2.629817         40         33         17          1          0          1          0          1          1          0          0   10.66667   113.7778        1.5       2.25          .          .          .          .          .          .          .          0  
      315         87   1.653599         40         37         11          0          1          0          0          0          1          0          0   9.692307   93.94083   9.583333   91.84027          .          .          .          .          .          .          .          0  
      227         87   1.860938         55         34         17          1          0          1          1          0          0          0          1       12.5     156.25       12.5     156.25          .          .          .          .          .          .          .          0  
      609         87   2.405015         45         44         18          1          0          0          0          1          1          1          0   15.17949   230.4168   14.41667   207.8403          .          .          .          .          .          .          .          0  
      401         87   2.424447         38         44         12          0          1          0          0          0          1          0          0   13.30769   177.0947   9.166667   84.02779          .          .          .          .          .          .          .          0  
      665         87    1.22466         28         33         12          0          0          1          0          0          1          1          0   12.04487   145.0789          5         25          .          .          .          .          .          .          .          0  
      623         87   1.430455         40         43          7          0          1          0          1          0          1          1          0   16.58974   275.2196       14.5     210.25          .          .          .          .          .          .          .          0  
      618         87   1.291193         40         38         15          0          1          0          1          0          1          0          0   13.90385    193.317   7.833333   61.36111          .          .          .          .          .          .          .          0  
      241         87   2.402748         40         35         16          1          1          0          0          0          0          0          0   10.59615   112.2785        7.5      56.25          .          .          .          .          .          .          .          0  
      212         87   1.286584         40         39         12          0          0          1          0          1          0          0          1   18.27564    333.999      18.25   333.0625          .          .          .          .          .          .          .          0  
      310         87   1.217261         40         41         12          0          1          0          1          0          0          0          0   12.86539   165.5181       2.75     7.5625          .          .          .          .          .          .          .          0  
      608         87   2.230661         38         34         12          0          1          0          0          0          0          1          0   12.78846   163.5448   9.916667   98.34029          .          .          .          .          .          .          .          0  
      569         87   1.781112         32         43         13          0          1          0          1          0          0          0          0   6.198718   38.42411   5.666667   32.11111          .          .          .          .          .          .          .          0  
      312         87   2.489633         40         42         12          0          1          0          0          1          0          0          0      14.75   217.5625       3.75    14.0625          .          .          .          .          .          .          .          0  
      124         87   2.224352         40         35         16          1          1          0          0          0          0          0          0   12.74359   162.3991   6.333333   40.11111          .          .          .          .          .          .          .          0  
      627         87   3.095895         40         41         15          0          0          0          0          1          0          0          0   20.42949    417.364   20.41667   416.8402          .          .          .          .          .          .          .          0  
       99         87   2.481976         35         33         12          0          1          0          0          0          0          0          1   15.60256     243.44          2          4          .          .          .          .          .          .          .          0  
      172         87   2.340325         48         38         12          0          0          1          0          0          0          0          0         19        361         19        361          .          .          .          .          .          .          .          0  
        7         87    2.64418         40         38         15          0          1          0          0          0          0          0          0   15.09615   227.8939       12.5     156.25          .          .          .          .          .          .          .          0  
      290         87   1.718637         42         41         14          0          1          0          1          0          0          0          0   8.833334   78.02779       8.75    76.5625          .          .          .          .          .          .          .          0  
       92         87   2.522378         40         43         17          1          1          0          0          0          0          0          0   9.185898   84.38072       5.25    27.5625          .          .          .          .          .          .          .          0  
      644         87   2.469317         43         38         12          0          1          0          1          0          1          0          1   10.46154   109.4438       8.75    76.5625          .          .          .          .          .          .          .          0  
      579         87   2.123602         40         37         13          0          1          0          0          1          0          0          0   15.34615   235.5045   6.916667   47.84027          .          .          .          .          .          .          .          0  
      263         87   2.489633         40         36         16          1          0          1          0          1          0          0          0   15.84615   251.1006   7.916667   62.67361          .          .          .          .          .          .          .          0  
      418         87   2.305924         32         38         16          1          1          0          0          1          1          0          0   13.48077   181.7311   1.666667   2.777778          .          .          .          .          .          .          .          0  
      711         87   1.430455         40         35         12          0          0          0          1          0          1          1          0       9.75    95.0625   9.666667   93.44445          .          .          .          .          .          .          .          0  
       62         87   2.057462         38         42         14          0          0          0          1          0          0          0          0   10.76282   115.8383          1          1          .          .          .          .          .          .          .          0  
      610         87   2.232456         50         33         16          1          1          0          0          1          1          0          0   12.15385    147.716       11.5     132.25          .          .          .          .          .          .          .          0  
       96         87   2.142424         53         36         12          0          0          1          0          0          0          0          0   17.58333   309.1736          0          0          .          .          .          .          .          .          .          0  
      545         87   1.905446         45         33         12          0          1          0          1          0          0          0          0   13.86538   192.2489   1.916667   3.673611          .          .          .          .          .          .          .          0  
      211         87   2.715823         40         38         13          0          1          0          0          0          0          0          1   18.16667   330.0278   18.08333    327.007          .          .          .          .          .          .          .          0  
      244         87   2.139475         45         35         11          0          1          0          0          1          1          0          0   7.583333   57.50695   7.583333   57.50695          .          .          .          .          .          .          .          0  
      237         87   2.346746         24         35         15          1          1          0          1          0          0          0          0   13.58333   184.5069   13.58333   184.5069          .          .          .          .          .          .          .          0  
      206         87   1.325095         25         40         13          0          1          0          1          0          0          0          0   6.647436   44.18841   2.916667   8.506945          .          .          .          .          .          .          .          0  
      145         87   1.901707         60         36         18          1          1          0          0          1          0          1          1   14.83333   220.0278   14.83333   220.0278          .          .          .          .          .          .          .          0  
      681         87   1.291193         40         41         11          0          0          1          1          0          1          1          1   12.15385    147.716          2          4          .          .          .          .          .          .          .          0  
       24         87   1.612777         40         39         12          0          0          0          0          1          0          0          0   10.99359    120.859   .0833333   .0069444          .          .          .          .          .          .          .          0  
      197         87   1.838583         40         33         12          0          1          0          0          0          0          0          0   16.10256   259.2925   8.166667   66.69445          .          .          .          .          .          .          .          0  
      164         87   1.286584         18         43         12          0          1          0          0          0          0          0          0    9.95513   99.10461   3.583333   12.84028          .          .          .          .          .          .          .          0  
      531         87   2.761765         40         38         12          0          0          1          0          1          0          0          1      20.25   410.0625      20.25   410.0625          .          .          .          .          .          .          .          0  
      635         87   1.752538         40         43         11          0          1          0          0          0          1          1          0   13.26923   176.0725   4.583333   21.00695          .          .          .          .          .          .          .          0  
      158         87   2.495166         40         39         14          0          1          0          0          0          0          0          0         18        324         18        324          .          .          .          .          .          .          .          0  
      488         87   2.267702         40         34         16          1          1          0          0          0          1          1          0   15.41667   237.6736   6.916667   47.84027          .          .          .          .          .          .          .          0  
      502         87   1.766927         40         42          9          0          0          0          1          0          1          0          0   11.88462   141.2441        3.5      12.25          .          .          .          .          .          .          .          0  
      716         87   1.494368         30         41         12          0          1          0          1          0          1          0          0    17.4359   304.0105   8.166667   66.69445          .          .          .          .          .          .          .          0  
      516         87   2.342738         40         39         12          0          1          0          0          1          0          0          1   9.903846   98.08616       1.75     3.0625          .          .          .          .          .          .          .          0  
      104         87   2.505457         40         39         18          1          1          0          0          0          0          0          1   17.33333   300.4445   17.33333   300.4445          .          .          .          .          .          .          .          0  
        8         87   2.284871         40         38         15          0          0          0          0          0          0          0          0   12.82692     164.53   4.166667   17.36111          .          .          .          .          .          .          .          0  
      187         87   1.430455         48         39         12          0          1          0          0          0          1          0          0   16.03205   257.0267         .5        .25          .          .          .          .          .          .          .          0  
      476         87   1.990071         40         39         12          0          1          0          0          0          1          0          0   16.44231   270.3495   4.166667   17.36111          .          .          .          .          .          .          .          0  
      715         87   1.653599         40         34         13          0          1          0          1          0          1          0          0   13.13461   172.5181        5.5      30.25          .          .          .          .          .          .          .          0  
      386         87   2.280606         40         43         18          1          1          0          0          1          1          1          1   16.65385   277.3506   14.41667   207.8403          .          .          .          .          .          .          .          0  
      590         87   1.469675         40         40         12          0          1          0          1          0          0          0          1   14.30769   204.7101   9.333333   87.11111          .          .          .          .          .          .          .          0  
      441         87   1.549126         32         35         12          0          0          1          0          1          1          1          0   13.41667    180.007   13.33333   177.7778          .          .          .          .          .          .          .          0  
       80         87    1.69282         40         39         14          0          1          0          0          1          0          0          0   8.211538   67.42936        5.5      30.25          .          .          .          .          .          .          .          0  
       81         87   1.488724         25         37         12          0          1          0          0          1          0          0          1   20.36539   414.7489   2.333333   5.444444          .          .          .          .          .          .          .          0  
       52         87   2.116577         40         38         14          0          1          0          0          0          0          1          0   15.15385    229.639          1          1          .          .          .          .          .          .          .          0  
      201         87   1.653599         40         38         17          1          1          0          0          1          0          1          0   15.17308   230.2223   8.416667   70.84029          .          .          .          .          .          .          .          0  
      234         87   1.469675         40         37         11          0          0          1          1          0          0          1          0   14.35897   206.1801   6.333333   40.11111          .          .          .          .          .          .          .          0  
      247         87   1.916578         40         38         12          0          0          0          0          0          0          0          0   14.28846   204.1601   9.083333   82.50694          .          .          .          .          .          .          .          0  
