    .2944      .0945      .0167      .0755      .1769      .3421        100        170         31          2  
    .4522      .0981       .144          0      .0418      .2638         70         80         53          2  
    .2772      .1126      .2382      .0639      .0237      .2843         50        160         27          1  
    .3962      .1057      .0126      .2099      .0424      .2332         70        170         33          2  
     .261      .1012      .1297      .0923      .0906      .3252        130        130         49          1  
    .2807      .0614      .3082      .0148      .1399       .195         90        190         33          2  
    .4399      .1655          0      .0868      .1068      .2011         70        240         38          1  
    .1945      .0893      .0452      .1071      .1136      .4504        100        200         41          1  
    .5701      .1619      .0004      .0023      .1338      .1315         60        130         34          2  
    .4398       .074      .0134          0      .1349      .3379         80        140         36          2  
     .359      .0369      .1747      .0771      .1848      .1674        230        230         47          1  
    .3636      .0437      .0319      .1559      .1618      .2431         90        130         25          2  
    .5982      .1397      .1465      .0365      .0235      .0556         60        120         35          2  
    .1851      .0695      .0317      .0678      .1135      .5324         90        110         41          1  
     .323      .0847       .011      .1004      .2948      .1861         80        140         26          1  
    .5488      .1076          0          0      .0885      .2551         60         80         32          2  
     .328      .1249      .0981      .1659      .0565      .2265         70        150         38          2  
    .2709      .0845      .0872      .2678      .0726      .2169         70        120         34          1  
    .2599      .0995       .131          0      .1395      .3701        130        260         48          2  
    .3497      .0754      .1583      .0541      .1518      .2106         60         80         24          1  
    .3484      .0965      .0371      .1964      .0173      .3043        110        280         32          2  
    .3238      .0873      .1875       .059      .0994       .243        120        120         36          2  
    .4954      .1153      .0645      .1871      .0431      .0947        120        100         40          2  
    .4322      .1055      .1037      .0757      .1934      .0895         80        120         31          2  
    .2263      .0817      .0639      .1365      .3032      .1884        150        160         33          2  
    .3794      .1053      .1647      .0809      .0996      .1702        130        170         33          1  
    .4905      .1009      .0952      .0076      .0457      .2602         70        100         40          2  
    .4193       .077      .1739      .0269      .1293      .1736         90        160         37          2  
    .3539      .1611      .0714      .0013       .162      .2503        100        150         48          2  
    .2525      .0876      .0717      .0951      .1921      .3009         80        120         41          1  
    .3542       .026      .2046      .0106      .0219      .3827        100         80         55          2  
    .4954      .0395      .0499      .0472      .1516      .2164        170        290         31          2  
    .2534      .1677       .026      .1609       .056      .3359        100        230         37          2  
    .4168      .1281       .097       .012      .0061        .34         80        110         37          2  
    .2711      .0531      .0599       .244      .1121      .2598         80         90         24          1  
    .3652      .1704      .0806          0      .1362      .2476         80        130         34          2  
    .2524      .3335      .0861      .0097      .1072      .2112        180        280         40          2  
    .3118      .0469      .1077      .0068      .3952      .1315        220        220         33          1  
    .5008      .0804      .1823      .0896      .0545      .0925         80        120         47          2  
    .3932      .1361      .1086      .0973      .0628      .2019        110        190         43          2  
    .4222      .1058      .0883          0      .1992      .1845         90        140         26          2  
    .2935      .0498       .051      .0261      .3964      .1832        110        120         36          2  
    .2829      .0586      .1519      .1148      .1058      .2859        120        120         35          2  
    .3064      .2128      .0398      .1372      .1754      .1283        170        170         35          1  
    .3179      .1526      .1463          0      .0218      .3613         60         80         37          2  
    .3115      .3907          0      .0315          0      .2663         50        220         34          1  
     .349       .134      .0155      .0544      .2982      .1489         60        110         26          1  
    .2732       .123       .078      .0261       .351      .1487        130        150         34          2  
    .2379      .1176      .1368      .0753      .1529      .2795         90        130         30          2  
    .2649      .0982      .2587      .0318      .0656      .2808        140        100         37          2  
    .4293       .092       .003      .1244      .1577      .1935         70        120         28          2  
    .6198      .0679      .1253          0          0       .187         90         80         31          2  
    .2304      .0315      .3148      .1431      .1051      .1751        190        160         52          1  
    .3047      .0666      .0033      .0528      .1569      .4157         50        110         33          2  
    .3369      .0847      .0252          0      .0103      .5429         80        120         36          2  
    .4712      .1725      .0509      .0661      .0801      .1591         70        130         33          2  
    .3133      .1498      .0621      .1012        .14      .2336         90        120         33          2  
    .4675      .0961      .0109      .0878      .0158      .3218         80        110         40          2  
    .4443      .0907      .0205       .131      .0736      .2399         80        140         30          1  
    .2289      .1062      .0932      .1035      .2401      .2281         80        140         33          2  
    .5017      .0843      .0738      .1323      .1256      .0823         70        110         25          2  
    .2027      .0526      .1237      .0259      .1495      .4455        190        200         41          1  
    .3768      .1477          0      .0062      .1526      .3167         50        120         33          1  
    .3379      .0611      .0245      .0336      .1568       .386         60        100         28          1  
    .3324      .0479      .0136      .1424      .1215      .3422        110        160         35          2  
    .1835      .0849      .0517      .0297      .0785      .5717        150        140         35          2  
    .2276      .0868      .0173      .0806      .4713      .1163         90        110         26          1  
    .2553      .1555      .2086      .0928      .0692      .2186        100        220         37          2  
    .4138      .1335      .0991      .0302      .0126      .3107         60         80         31          2  
     .328      .0726      .0264      .0316      .0765      .4648        110        120         37          2  
    .2864      .1532      .1863      .0425      .1564      .1752         80        120         37          2  
    .3427      .0732      .0129      .2666      .0003      .3043        140        120         41          2  
    .2955      .0898      .0247      .1761      .1408      .2729        100        100         30          1  
     .338      .0772      .0751       .159      .0848      .2659        120        130         34          2  
    .4854      .1069      .1545       .047      .0147      .1915         70         80         30          2  
    .1651      .0658      .0447      .0367      .6134      .0744        120        120         33          1  
    .4313      .1545       .057          0      .0579      .2993         50         90         28          1  
    .5303      .1495      .0233      .0241      .0402      .2326         60        280         33          2  
    .3351      .0649      .2344      .0113      .1192      .2351         90        120         30          2  
    .4342         .1      .2543      .0072      .0646      .1397        100        180         48          2  
    .4325      .1712      .0054      .0615          0      .3293         60        190         29          1  
    .1622      .0909       .259      .0157      .3182       .154        110        120         32          2  
    .3918      .0872      .0888      .0416      .2383      .1523         70        110         27          1  
    .2994      .2069      .0076      .0405      .1488      .2969         60        150         24          1  
    .3198      .0459          0      .1318      .1477      .3547        120        140         30          1  
    .2924      .0871      .1498      .0343      .2473      .1891        160        160         41          2  
    .3762      .0819      .1533      .0179      .0665      .3043         70        120         48          2  
    .3412      .1531      .0369      .0167      .2184      .2337         60        100         31          1  
     .481      .0789      .1174      .0129      .0914      .2184        100        160         55          1  
    .5358      .0531      .0935      .0361          0      .2815         60        160         30          2  
    .3227      .1036      .0128      .1774      .2076       .176         90         80         27          2  
    .4738      .1659          0          0       .254      .1063         40         90         43          1  
    .3529      .0671      .1243      .0461          0      .4096         60         90         35          2  
    .4066      .1631      .0673      .0034      .1327      .2268         70        150         37          2  
    .1704      .0329      .2385      .2147      .1154      .2282        190        130         25          2  
    .5611      .1583          0      .0997      .0131      .1677         40         80         50          1  
    .4024      .0943       .009      .1366      .1719      .1857         70        100         39          1  
    .3764      .0503      .0612      .1369      .1459      .2292        100         90         44          2  
    .2423      .0644      .0395       .013      .4396      .2012        110        110         41          2  
    .4081      .0536      .1426      .1239      .0668      .2049        130        180         30          2  
     .388      .1112      .1055      .1044      .1177      .1731         70        120         34          2  
    .3655      .1129      .1012          0      .2681      .1523        110        190         33          1  
    .3862       .065      .2756      .0164      .1139      .1429        110        100         39          1  
    .2942      .0688       .055      .1632      .2485      .1703         80        150         43          1  
    .4118      .1429      .0542      .0814      .1215      .1882         60         80         43          1  
    .1976      .1641      .1584      .0289      .3735      .0774         80        110         34          1  
    .2167      .1373      .1196      .0142      .2133       .299        100        140         38          1  
    .1803      .0719      .1759      .0147       .039      .5182        150        140         43          2  
    .6184      .1244          0      .1029      .0063       .148         70         90         29          1  
    .2957       .101      .0483      .0202      .2939       .241        150        140         32          2  
    .3868      .0503      .1092      .2126       .094       .147         90        180         44          1  
    .3422      .1082      .0317          0      .3031      .2149         70        140         31          2  
    .4151      .0506      .0253      .0657      .1454      .2979         90        100         37          2  
    .2723      .0925        .12      .1573      .1401      .2178        100        150         35          2  
    .2055      .0973      .0497      .0684      .4239      .1552        160        180         30          1  
    .1528      .4347       .003      .0264      .0471       .336        150        260         27          2  
    .2608      .0395      .2278      .0095      .0611      .4013        100        100         24          2  
    .3067      .0856      .1715      .0347      .0817      .3197        120        160         31          2  
    .2899      .2136      .0787      .0213      .1054       .291         60        100         24          1  
    .5925      .1267          0      .1024          0      .1784         40         60         49          2  
    .3692      .0782      .0805      .0602      .1312      .2807         80        160         28          1  
     .246      .0834      .1438      .0663        .16      .3005        100        140         37          1  
    .3976      .1932      .0992          0      .1134      .1966         80        100         40          2  
    .3399      .0954      .1458      .0907      .0979      .2302         90        160         25          2  
    .2668      .1005      .0451      .0461      .2821      .2594        110        130         43          1  
    .5079      .1006      .0791      .0581      .1504       .104         70        110         31          2  
    .3389      .1148      .0769       .136      .1368      .1967         90        100         36          2  
    .3986      .2007          0          0      .2188      .1818         50        100         22          2  
    .3601      .0597      .0861      .0078      .0866      .3997        120        180         37          1  
    .4083      .0972      .0032      .0742      .1195      .2977         80        180         42          1  
    .3177      .1257      .1735          0      .2212      .1619         70        100         37          2  
    .2243      .0904      .0907      .0333        .13      .4314        150        170         51          2  
     .589      .0813        .04      .0079      .0992      .1824        100        170         39          2  
    .3631      .1877      .1325      .0622      .1362      .1184         70        130         38          2  
    .3653      .1436      .0332       .142      .1209       .195         60        120         36          1  
     .266      .0889      .0839      .0067      .0493      .5052        130        140         34          2  
    .2549      .0877      .1406      .2351      .0533      .2285        190        290         38          2  
    .4558      .0537      .2199       .016      .0716      .1832         90        120         44          2  
    .2926      .0668      .1409      .1132      .1111      .2754        100        150         29          1  
    .3027       .109      .0365      .0363      .2497      .2658         90        120         41          2  
    .3956      .1256      .0499          0      .2474      .1816         70         90         41          1  
      .43      .1299       .254      .0025      .0054      .1782         70         90         32          2  
    .3398      .1439      .0054        .02      .2983      .1927         60        100         29          1  
     .323      .0907      .0459      .0782      .3213      .1409         60        100         30          1  
    .3591      .0752      .2309       .092      .1467       .096        110        170         35          2  
    .5934      .0855      .0039      .0251      .1019      .1902         70         90         54          1  
    .3603      .1902      .0558          0      .1802      .2135         60        110         25          1  
    .3594      .0701      .0306      .1736      .1378      .2285        120        190         43          1  
    .3454      .1214      .0241          0      .1167      .3924         90         30         37          2  
    .3599      .0929      .0074      .1086      .0813        .35         70         90         40          1  
    .4153      .1522      .0247          0      .1406      .2672         80        120         30          2  
    .3472      .1304      .0255          0      .0615      .4354         70        100         35          1  
    .4277       .108      .0739          0      .1432      .2471         50         90         25          2  
    .5257      .0678      .0278      .0587      .2009      .1192         80        140         57          2  
    .3569      .0837      .1066      .1212      .0913      .2402         90         80         32          2  
     .579      .0357      .0036      .2092      .0686      .1039         80         70         53          1  
    .3392      .0442      .2119      .1259      .0937       .185        100        120         27          2  
    .2691       .138      .1293      .0304      .0839      .3493         90        100         31          2  
    .4022      .0866      .1089      .0884      .1749      .1389        100        110         40          1  
    .4398      .0835      .0316          0      .0408      .4043        100        110         55          1  
    .3427      .0962      .0332      .1488       .087      .2922        100        140         36          2  
    .3085      .1018      .0735      .0282      .1982      .2899         80        130         32          1  
    .3808      .1821       .171      .0775      .0115      .1772         60         70         33          2  
    .1811      .1137      .0957      .0231      .5096      .0768        110        130         38          1  
    .1105      .1295      .2256      .0696      .1763      .2885         70        130         31          1  
    .2841      .0699      .1929      .0206      .1363      .2962        130        160         35          1  
    .2443      .1289       .031      .0603       .308      .2274         50         60         32          1  
    .3611      .1299      .0058      .0275      .2563      .2194        100        180         42          2  
    .1965       .192       .099      .1915      .1103      .2109         90         30         34          1  
    .4904      .0504      .0215      .0266      .2576      .1534         60        130         36          2  
    .0652      .0225       .067      .0456      .1165      .6833        290        170         32          1  
    .2948       .249      .0185          0      .2608      .1769         50        100         28          1  
     .332       .039       .008      .1475      .1339      .3397        190        510         35          1  
     .443      .1747      .1803      .0133      .0482      .1407         60        130         44          2  
    .4557      .2511       .089      .0352      .0453      .1238         50         70         28          1  
    .4041      .0816      .0624      .1057      .1684      .1777         50         90         38          2  
    .3828       .112      .0039      .0945      .0697      .3371         60         80         32          2  
    .4461      .1041      .0931          0      .0092      .3475        110        100         32          2  
    .3396      .0547      .2183      .0483      .1624      .1767         80         90         27          2  
    .3824      .0927      .0143      .1223       .201      .1873         70         80         35          2  
    .3482      .1161      .0345      .0412      .3479      .1121        140        150         32          2  
    .4756      .1928      .0671      .0575          0      .2069         50        120         29          1  
    .3522      .0436      .3472      .0364      .0634      .1573        120        130         50          2  
    .3152      .1649      .1578      .0873       .082      .1928         50         60         37          1  
    .3531        .04      .2345      .1798      .0209      .1717         80         90         34          2  
    .3299      .1241      .1626      .0475      .1339      .2021         90        130         27          1  
    .3935      .1028      .0958      .0373      .2484      .1222         90        110         45          1  
    .2736      .0835      .2317      .0648      .1329      .2135         60         60         28          1  
    .3898       .152      .0051      .0248      .2103      .2179         60        110         30          2  
    .3488      .0859      .0097      .1823       .157      .2163         90        190         55          1  
    .5098       .163       .105          0      .0354      .1868         50        100         26          2  
     .594      .1085      .0076      .0759      .0582      .1559         90        120         45          2  
    .4356      .1564          0          0      .0771      .3308         40         90         30          2  
    .4385      .1181      .0503      .0521      .1039      .2371         50         70         24          2  
    .2708      .1246      .1922      .0716      .1028      .2379         70        100         30          2  
    .3593      .1177      .1527       .063      .1721      .1351        100        170         41          2  
    .3326      .2484      .0946          0      .0103       .314         50        140         26          2  
    .3677      .0398      .3358      .0996      .0231       .134         90        130         38          1  
    .4268      .0808       .041      .0249      .1603      .2662         70         70         30          2  
    .3489      .1054      .0501       .023       .145      .3276        110        190         54          2  
    .2919      .1137      .3022          0      .1367      .1554        120        310         39          2  
    .3352      .1359      .2068      .0529      .1094      .1598         70        120         31          1  
    .2928      .0792      .2739      .0856      .1455       .123         80        100         25          1  
    .3324      .0764      .1492      .0592      .1056      .2773        110        110         57          1  
     .423      .1269       .127      .0652      .0005      .2574         70         60         25          1  
    .4254       .069      .1206      .1247       .007      .2533        110        340         39          2  
    .3877      .1186      .0407          0      .1945      .2585         70        110         41          1  
     .329      .1175      .0987          0          0      .4548         60         80         26          2  
     .482      .0718       .098      .0222      .1714      .1547         80        150         49          2  
    .1496      .2601      .2278      .0187      .0717       .272         60        120         36          2  
    .2524       .063      .4057          0      .1166      .1623        160        150         54          2  
    .4303      .1031      .0283      .0586       .141      .2387         70        110         33          1  
    .3269      .0562      .2279      .1548      .0978      .1364         90        130         33          1  
    .2305      .0348      .0022      .1654      .1002      .4668        110        160         56          1  
    .5143      .0459      .0021      .0472      .0113      .3792         50         80         30          2  
     .485      .0551      .1774      .0857      .0552      .1416         90        100         22          1  
    .4371      .0262      .0897      .1718      .0369      .2383         70        140         20          1  
    .2861      .2675      .1733          0       .127      .1461         70         70         57          1  
    .4239        .04      .0281          0      .1684      .3396         70        100         25          1  
    .1944      .0878      .0785      .0176      .4701      .1516        110        120         36          2  
    .3101      .1136      .0264      .1229      .0498      .3772         80        100         40          2  
     .491      .1059      .0816      .0491      .0497      .2226         80        100         29          1  
    .2305      .1478      .1732          0        .09      .3584         80        120         34          2  
    .5644      .0645      .2212          0      .0038      .1462         80         60         22          1  
    .2951      .1391      .1285      .0312      .1319      .2741        100        160         44          1  
    .5477      .1168          0      .0718      .1289      .1348         50        140         60          1  
    .2691       .067      .1788          0      .2111      .2741         50         90         35          1  
    .2352      .0429       .334      .0074      .2293      .1512        120        180         36          1  
    .5765      .1224      .0401      .0773      .0512      .1325         70        320         40          2  
    .1386      .0498      .0196      .0348      .5481       .209        190        160         32          1  
    .4069      .0752      .1217      .0449      .1411      .2101        100        130         38          2  
    .5294      .0657      .1516      .0349      .1656      .0528        100         90         33          2  
    .4601      .1195      .0105      .1466      .0653      .1981         70        100         45          1  
     .554      .1042      .0556       .027      .1085      .1507         40        120         25          1  
    .2694      .0569      .1451      .1778      .0745      .2763        150        130         34          2  
    .5394      .1077      .0482      .0038      .0738      .2271         60        100         40          2  
    .5044      .1047      .0395      .0928      .0442      .2143         50         90         36          1  
    .4057      .1036      .0693      .1173      .1715      .1326         60         80         22          1  
    .1686       .042      .0069      .0191      .6373       .126         80        100         35          1  
    .3623       .103      .0856      .1369      .1345      .1778         90        150         25          1  
     .353      .0745      .1761      .0209      .1199      .2555        100        130         34          2  
    .2026      .0401      .1004      .0152      .5392      .1024        250        150         35          2  
    .3108      .0732      .2709      .0606      .1354      .1491        100        180         42          2  
    .3707      .1461      .1397      .0111      .1303      .2021         70        250         34          1  
    .1683      .1548      .0804          0      .2175       .379         70        200         41          2  
    .2466       .094      .1061      .0656      .2011      .2867         70        110         38          2  
    .1925       .082      .2733      .0285      .1814      .2422        150        180         35          2  
    .3583      .1455      .2905      .0099      .0027      .1929         80        160         39          1  
    .3359      .0597      .2035      .1983          0      .2026         80        100         35          2  
    .4535      .0245      .1251      .0469      .0519       .298         90         80         40          2  
    .4845      .0587      .1241      .0202      .0822      .2304        110        170         42          2  
    .4577      .0791      .0981          0      .1133      .2518         50         30         53          1  
    .4242      .1019      .0085      .0652       .056      .3441         50        100         24          1  
    .2974      .1075      .1777      .0656      .1171      .2347         90        100         30          2  
    .2908      .0543       .164      .0477      .1871      .2561        110        110         27          1  
    .4308       .118          0      .0067      .1853      .2591         50         90         54          2  
    .2635      .0748      .1037      .1538      .1111       .293         90        130         40          2  
    .2914      .0648      .0275      .0737      .1276       .415        130        150         36          2  
    .3219      .1062      .0308       .019      .2595      .2627         80        120         35          2  
    .3179      .0718      .0495      .0212      .0916       .448        110        170         44          2  
    .3658      .0803      .0879      .1178      .1667      .1815         60        140         60          1  
    .4193      .1095      .0436        .04      .0548      .3327         90        140         28          2  
    .3322      .1124      .2345      .0305      .1068      .1836        110        130         39          2  
    .2755      .1272      .2118          0      .2717      .1137         70        110         48          1  
    .3995      .0717      .1671      .1148       .044      .2029        100        100         38          2  
    .4412      .0919       .043       .039      .1124      .2725         80        120         38          2  
    .2167      .1859          0      .0537      .0163      .5274         90        210         42          2  
     .468      .1191      .0094      .0244      .0838      .2953        100         90         44          2  
    .4914       .057      .0899      .0586       .106      .1971         80         90         53          2  
    .3053      .0784      .1994        .02      .2844      .1125         70         60         30          2  
     .323      .0891      .0878      .1258      .0912      .2831        100        120         30          2  
    .4124      .1031        .01      .0154      .0302      .4288         70        110         34          2  
    .4983      .1102      .0035       .068      .1687      .1513         60         80         57          1  
     .486      .0638       .032          0      .0832      .3351         70         90         59          2  
    .2906      .0495      .1326      .0848      .2262      .2163         80        150         36          1  
    .3834      .0873      .0131      .1287      .0993      .2882         80        130         42          1  
    .4949       .244      .0744          0      .0375      .1493         60         90         32          1  
    .3092      .1219      .0705          0      .1003      .3982         50        110         36          1  
    .3324      .0561      .1424      .0686      .0786       .322        100        130         20          2  
    .2919      .0604      .2661      .1162      .0487      .2168        120        160         38          1  
     .395      .0382      .1269      .0719      .2244      .1437        120        160         34          2  
