Date  Hour Minute Second Price Volume 
20100608 9 31 18 10.5999 250
20100608 9 31 19 10.5995 100
20100608 9 31 19 10.59 425
20100608 9 31 21 10.6 100
20100608 9 31 21 10.6 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.6 100
20100608 9 31 21 10.6 100
20100608 9 31 21 10.6 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 100
20100608 9 31 21 10.59 300
20100608 9 31 21 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 200
20100608 9 31 22 10.59 200
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 200
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 200
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 100
20100608 9 31 22 10.59 500
20100608 9 31 25 10.6 1000
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 300
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 300
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 600
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 1400
20100608 9 31 25 10.59 400
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 200
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 1500
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 900
20100608 9 31 25 10.59 200
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 900
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 25 10.59 100
20100608 9 31 27 10.58 100
20100608 9 31 27 10.59 100
20100608 9 31 27 10.59 100
20100608 9 31 27 10.59 700
20100608 9 31 27 10.59 300
20100608 9 31 27 10.59 100
20100608 9 31 27 10.59 100
20100608 9 31 27 10.59 100
20100608 9 31 27 10.59 100
20100608 9 31 27 10.59 100
20100608 9 31 27 10.59 100
20100608 9 31 27 10.59 200
20100608 9 31 27 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 200
20100608 9 31 28 10.59 400
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 200
20100608 9 31 28 10.59 400
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 500
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 28 10.59 100
20100608 9 31 29 10.59 100
20100608 9 31 29 10.59 100
20100608 9 31 29 10.59 100
20100608 9 31 29 10.59 100
20100608 9 31 29 10.59 100
20100608 9 31 29 10.59 100
20100608 9 31 29 10.59 100
20100608 9 31 34 10.5884 500
20100608 9 31 34 10.58 100
20100608 9 31 37 10.59 100
20100608 9 31 37 10.59 200
20100608 9 31 37 10.59 200
20100608 9 31 37 10.59 100
20100608 9 31 37 10.59 100
20100608 9 31 37 10.59 100
20100608 9 31 37 10.59 100
20100608 9 31 37 10.6 1000
20100608 9 31 37 10.6 100
20100608 9 31 37 10.5999 613
20100608 9 31 37 10.6 200
20100608 9 31 38 10.6 100
20100608 9 31 38 10.59 100
20100608 9 31 38 10.59 100
20100608 9 31 38 10.59 100
20100608 9 31 38 10.59 100
20100608 9 31 38 10.59 100
20100608 9 31 38 10.59 100
20100608 9 31 38 10.59 100
20100608 9 31 38 10.59 100
20100608 9 31 38 10.59 200
20100608 9 31 38 10.59 100
20100608 9 31 38 10.59 100
20100608 9 31 38 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 200
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 200
20100608 9 31 40 10.59 200
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 40 10.59 100
20100608 9 31 43 10.6 300
20100608 9 31 45 10.5923 1055
20100608 9 31 46 10.5902 2000
20100608 9 31 46 10.6 200
20100608 9 31 46 10.6 200
20100608 9 31 46 10.6 200
20100608 9 31 46 10.6 800
20100608 9 31 46 10.59 100
20100608 9 31 46 10.59 100
20100608 9 31 46 10.59 100
20100608 9 31 46 10.59 100
20100608 9 31 46 10.59 100
20100608 9 31 46 10.59 100
20100608 9 31 46 10.59 200
20100608 9 31 46 10.59 100
20100608 9 31 46 10.59 100
20100608 9 31 47 10.59 2000
20100608 9 31 49 10.6 200
20100608 9 31 49 10.6 1560
20100608 9 31 49 10.5999 440
20100608 9 31 51 10.6 100
20100608 9 31 53 10.59 501
20100608 9 31 53 10.5901 501
20100608 9 31 53 10.5999 1000
20100608 9 31 55 10.6 100
20100608 9 31 55 10.6 100
20100608 9 31 55 10.59 100
20100608 9 31 55 10.6 100
20100608 9 31 55 10.6 100
20100608 9 31 55 10.6 100
20100608 9 31 55 10.6 100
20100608 9 31 55 10.6 100
20100608 9 31 55 10.6 100
20100608 9 31 55 10.6 200
20100608 9 31 55 10.6 200
20100608 9 31 55 10.6 100
20100608 9 31 55 10.6 400
20100608 9 31 55 10.6 200
20100608 9 31 55 10.6 100
20100608 9 31 55 10.6 600
20100608 9 31 55 10.59 100
20100608 9 32 0 10.6 100
20100608 9 32 0 10.6 100
20100608 9 32 0 10.59 100
20100608 9 32 1 10.5998 3000
20100608 9 32 1 10.59 100
20100608 9 32 1 10.59 100
20100608 9 32 2 10.6 2200
20100608 9 32 2 10.59 100
20100608 9 32 3 10.59 100
20100608 9 32 3 10.6 100
20100608 9 32 3 10.59 100
20100608 9 32 4 10.5999 700
20100608 9 32 4 10.6 100
20100608 9 32 4 10.6 100
20100608 9 32 4 10.6 200
20100608 9 32 4 10.6 400
20100608 9 32 4 10.598 500
20100608 9 32 4 10.59 100
20100608 9 32 5 10.59 100
20100608 9 32 6 10.59 500
20100608 9 32 6 10.6 100
20100608 9 32 6 10.59 100
20100608 9 32 7 10.59 100
20100608 9 32 7 10.59 100
20100608 9 32 7 10.59 100
20100608 9 32 7 10.59 100
20100608 9 32 7 10.59 3900
20100608 9 32 7 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 1100
20100608 9 32 9 10.59 400
20100608 9 32 9 10.59 2100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 300
20100608 9 32 9 10.59 100
20100608 9 32 9 10.595 200
20100608 9 32 9 10.595 600
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 200
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 800
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 131
20100608 9 32 9 10.59 200
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 500
20100608 9 32 9 10.59 200
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 300
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 200
20100608 9 32 9 10.59 200
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 100
20100608 9 32 9 10.59 200
20100608 9 32 9 10.58 100
20100608 9 32 10 10.59 100
20100608 9 32 11 10.59 100
20100608 9 32 12 10.592 2000
20100608 9 32 12 10.59 100
20100608 9 32 13 10.59 100
20100608 9 32 13 10.59 100
20100608 9 32 13 10.59 100
20100608 9 32 13 10.59 100
20100608 9 32 14 10.59 198
20100608 9 32 14 10.59 102
20100608 9 32 14 10.59 100
20100608 9 32 14 10.59 100
20100608 9 32 14 10.6 100
20100608 9 32 14 10.59 200
20100608 9 32 14 10.59 100
20100608 9 32 14 10.59 300
20100608 9 32 14 10.59 100
20100608 9 32 14 10.59 100
20100608 9 32 14 10.59 100
20100608 9 32 16 10.58 100
20100608 9 32 16 10.585 100
20100608 9 32 16 10.58 900
20100608 9 32 17 10.58 100
20100608 9 32 17 10.58 100
20100608 9 32 17 10.58 200
20100608 9 32 17 10.59 100
20100608 9 32 17 10.58 200
20100608 9 32 18 10.57 100
20100608 9 32 18 10.57 200
20100608 9 32 18 10.57 200
20100608 9 32 18 10.57 200
20100608 9 32 18 10.5799 1000
20100608 9 32 18 10.575 200
20100608 9 32 18 10.57 100
20100608 9 32 18 10.58 100
20100608 9 32 18 10.57 100
20100608 9 32 18 10.57 100
20100608 9 32 18 10.57 1000
20100608 9 32 18 10.57 100
20100608 9 32 18 10.56 100
20100608 9 32 18 10.56 100
20100608 9 32 18 10.56 100
20100608 9 32 18 10.56 200
20100608 9 32 21 10.57 100
20100608 9 32 21 10.57 100
20100608 9 32 21 10.57 100
20100608 9 32 21 10.57 100
20100608 9 32 21 10.57 100
20100608 9 32 21 10.57 200
20100608 9 32 21 10.57 100
20100608 9 32 21 10.57 100
20100608 9 32 21 10.57 200
20100608 9 32 21 10.57 300
20100608 9 32 22 10.57 100
20100608 9 32 22 10.58 200
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 200
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 300
20100608 9 32 22 10.58 300
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 200
20100608 9 32 22 10.58 200
20100608 9 32 22 10.58 200
20100608 9 32 22 10.58 200
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 900
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 200
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 200
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 200
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 3000
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 100
20100608 9 32 22 10.58 2400
20100608 9 32 23 10.58 400
20100608 9 32 25 10.58 400
20100608 9 32 26 10.59 4700
20100608 9 32 27 10.59 100
20100608 9 32 28 10.58 200
20100608 9 32 28 10.585 1000
20100608 9 32 28 10.5899 1200
20100608 9 32 28 10.59 100
20100608 9 32 28 10.59 100
20100608 9 32 28 10.59 100
20100608 9 32 28 10.59 100
20100608 9 32 28 10.59 100
20100608 9 32 28 10.59 100
20100608 9 32 28 10.59 600
20100608 9 32 28 10.59 100
20100608 9 32 28 10.59 100
20100608 9 32 28 10.59 100
20100608 9 32 29 10.59 100
20100608 9 32 29 10.59 100
20100608 9 32 29 10.59 500
20100608 9 32 29 10.59 200
20100608 9 32 29 10.59 100
20100608 9 32 29 10.59 200
20100608 9 32 29 10.59 200
20100608 9 32 30 10.5901 1900
20100608 9 32 32 10.6 100
20100608 9 32 33 10.59 100
20100608 9 32 38 10.6 100
20100608 9 32 44 10.6 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 3200
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.595 552
20100608 9 32 44 10.59 600
20100608 9 32 44 10.59 300
20100608 9 32 44 10.595 200
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 400
20100608 9 32 44 10.59 100
20100608 9 32 44 10.59 100
20100608 9 32 44 10.595 200
20100608 9 32 45 10.59 100
20100608 9 32 48 10.5965 2000
20100608 9 32 50 10.595 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 1800
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.595 400
20100608 9 32 53 10.59 1400
20100608 9 32 53 10.59 300
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.595 200
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 53 10.59 100
20100608 9 32 54 10.59 100
20100608 9 32 54 10.59 400
20100608 9 32 54 10.59 600
20100608 9 32 54 10.59 100
20100608 9 32 54 10.59 100
20100608 9 32 54 10.59 100
20100608 9 32 54 10.59 500
20100608 9 32 54 10.595 300
20100608 9 32 54 10.59 300
20100608 9 32 54 10.59 100
20100608 9 32 54 10.59 100
20100608 9 32 55 10.59 1700
20100608 9 32 55 10.59 100
20100608 9 32 56 10.5895 300
20100608 9 32 57 10.588 100
20100608 9 32 58 10.5816 1000
