date            abt          sprtn
20010918      -0.002375     -0.005805
20010919      -0.016068     -0.016112
20010920      -0.022379     -0.031060
20010921      -0.029697     -0.019034
20010924       0.004251      0.038983
20010925       0.025397      0.008790
20010926       0.029928     -0.005167
20010927       0.021844      0.011489
20010928       0.016866      0.021922
20011001       0.018129     -0.002296
20011002       0.011555      0.012306
20011003      -0.036517      0.019927
20011004       0.004082     -0.002471
20011005       0.006194      0.001636
20011008      -0.004040     -0.008344
20011009      -0.014294     -0.005356
20011010       0.031746      0.022938
20011011      -0.026971      0.015208
20011012       0.017444     -0.005267
20011015       0.020998     -0.001530
20011016       0.009057      0.006936
20011017      -0.004862     -0.018633
20011018      -0.012401     -0.007873
20011019       0.009323      0.004557
20011022       0.028841      0.015296
20011023      -0.013192     -0.004698
20011024       0.007055      0.000387
20011025       0.005715      0.013721
20011026      -0.004583      0.004109
20011029      -0.004972     -0.023818
20011030      -0.004627     -0.017166
20011031      -0.014875     -0.000009
20011101       0.017743      0.022948
20011102       0.009829      0.002860
20011105      -0.011938      0.014386
20011106       0.008364      0.014526
20011107      -0.009770     -0.002735
20011108      -0.003537      0.002456
20011109      -0.006165      0.001582
20011112       0.007707     -0.001767
20011113      -0.009140      0.018563
20011114      -0.017696      0.001861
20011115       0.013798      0.000903
20011116      -0.016446     -0.003143
20011119       0.001922      0.010899
20011120       0.015538     -0.007298
20011121       0.015300     -0.004927
20011123       0.003721      0.011706
20011126       0.001854      0.006155
20011127      -0.004995     -0.006843
20011128       0.005764     -0.018251
20011129       0.008504      0.010350
20011130       0.008249     -0.000658
20011203       0.008364     -0.008381
20011204      -0.006671      0.013187
20011205       0.001271      0.022318
20011206      -0.004351     -0.002777
20011207       0.004006     -0.007531
20011210       0.006529     -0.015868
20011211      -0.024505     -0.002781
20011212      -0.020318      0.000273
20011213       0.002828     -0.015558
20011214       0.022749      0.003314
20011217      -0.007353      0.010035
20011218      -0.002778      0.007546
20011219       0.018013      0.005810
20011220       0.014228     -0.008377
20011221       0.017806      0.004351
20011224      -0.002297     -0.000210
20011226       0.005491      0.004124
20011227      -0.004756      0.006752
20011228      -0.000354      0.003362
20011231      -0.012925     -0.011145
20020102       0.001614      0.005740
20020103       0.000895      0.009180
20020104      -0.001789      0.006213
20020107      -0.006990     -0.006499
20020108      -0.006498     -0.003588
20020109      -0.005451     -0.004799
20020110       0.009134      0.001221
20020111       0.015387     -0.009468
20020114       0.000179     -0.006276
20020115      -0.002147      0.006834
20020116       0.013089     -0.016245
20020117       0.015929      0.010030
20020118       0.000174     -0.009922
20020122       0.001219     -0.007334
20020123      -0.001566      0.007925
20020124      -0.000871      0.003519
20020125      -0.001744      0.000998
20020128      -0.006813     -0.000194
20020129      -0.011082     -0.028613
20020130       0.004625      0.011748
20020131       0.021601      0.014934
20020201      -0.004506     -0.007078
20020204      -0.014450     -0.024737
20020205       0.006889     -0.004039
20020206      -0.018947     -0.005972
20020207      -0.006080     -0.003083
20020208      -0.005218      0.014859
20020211       0.007054      0.014340
20020212       0.008082     -0.003993
20020213      -0.002851      0.009941
20020214       0.005360     -0.001815
20020215       0.019015     -0.011017
20020219      -0.013080     -0.018874
20020220       0.017494      0.013514
20020221      -0.007468     -0.015510
20020222       0.008049      0.008224
20020225      -0.014581      0.017975
20020226      -0.004932     -0.000045
20020227      -0.001770      0.000460
20020228       0.002837     -0.002847
20020301       0.016623      0.022634
20020304      -0.002087      0.019491
20020305      -0.040962     -0.006673
20020306       0.018175      0.014510
20020307      -0.029811     -0.004498
20020308      -0.004784      0.005849
20020311       0.010723      0.003393
20020312       0.009512     -0.002294
20020313       0.005617     -0.009858
20020314      -0.011892     -0.000910
20020315      -0.015135      0.011379
20020318      -0.009258     -0.000523
20020319      -0.002429      0.004067
20020320      -0.029599     -0.015757
20020321       0.010811      0.001511
20020322       0.025592     -0.004239
20020325      -0.024022     -0.014651
20020326       0.008205      0.005849
20020327      -0.017600      0.005349
20020328       0.013292      0.002455
20020401       0.012167     -0.000741
20020402       0.004508     -0.008530
20020403      -0.009910     -0.009993
20020404      -0.002833      0.000835
20020405      -0.016856     -0.003205
20020408       0.000771      0.002280
20020409       0.013667     -0.006656
20020410       0.036460      0.011335
20020411      -0.009619     -0.023689
20020412      -0.002415      0.006632
20020415       0.001118     -0.007615
20020416       0.010791      0.023418
20020417       0.003129     -0.002038
20020418       0.003119     -0.001421
20020419       0.001463      0.000623
20020422      -0.006575     -0.015411
20020423       0.003493     -0.006201
20020424      -0.016856     -0.007103
20020425      -0.005032     -0.001519
20020426       0.013673     -0.013889
20020429      -0.018108     -0.010099
20020430       0.015243      0.010765
20020501       0.019462      0.008859
20020502      -0.018182     -0.001749
20020503      -0.010556     -0.010262
20020506      -0.023395     -0.019340
20020507      -0.009582     -0.003021
20020508       0.013932      0.037504
20020509      -0.004771     -0.014547
20020510      -0.017258     -0.016794
20020513      -0.004488      0.018550
20020514       0.014112      0.021144
20020515      -0.093545     -0.005659
20020516      -0.024520      0.006562
20020517       0.040437      0.007612
20020520      -0.012395     -0.013293
20020521      -0.008083     -0.010990
20020522       0.020802      0.005686
20020523       0.003151      0.010184
20020524      -0.017801     -0.012087
20020528      -0.002772     -0.008553
20020529       0.007056     -0.006412
20020530      -0.007643     -0.002810
20020531       0.016260      0.002329
20020603      -0.043790     -0.024795
20020604      -0.016513      0.000010
20020605       0.008507      0.008850
20020606      -0.006659     -0.019764
20020607       0.013631     -0.001574
20020610       0.006834      0.003124
20020611      -0.161375     -0.016629
20020612      -0.033420      0.006571
20020613      -0.028903     -0.010488
20020614       0.022253     -0.002268
20020617       0.027755      0.028691
20020618       0.025947      0.000936
20020619      -0.028387     -0.016536
20020620       0.000531     -0.013432
20020621      -0.040881     -0.017043
20020624       0.030169      0.003619
20020625       0.023912     -0.016702
20020626      -0.004198     -0.002674
20020627       0.031621      0.017575
20020628      -0.038314     -0.000838
20020701      -0.009296     -0.021378
20020702      -0.013941     -0.021225
20020703       0.008700      0.006223
20020705       0.009973      0.036730
20020708      -0.012543     -0.012184
20020709      -0.042973     -0.024719
20020710      -0.042643     -0.033962
20020711      -0.059440      0.007496
20020712       0.047393     -0.006448
20020715       0.040724     -0.003755
20020716      -0.026087     -0.018389
20020717       0.029762      0.005538
20020718      -0.044220     -0.027019
20020719      -0.028122     -0.038341
20020722      -0.004356     -0.032922
20020723      -0.031250     -0.027017
20020724       0.079032      0.057315
20020725       0.124664     -0.005620
20020726       0.027379      0.016884
20020729       0.025873      0.054078
20020730       0.018916      0.004249
20020731       0.025000      0.009792
20020801      -0.036223     -0.029574
20020802       0.005262     -0.023082
20020805      -0.056580     -0.034296
20020806       0.005812      0.029919
20020807       0.047019      0.020010
20020808       0.022328      0.032722
20020809      -0.010307      0.003512
20020812       0.010166     -0.005327
20020813      -0.029946     -0.021675
20020814       0.012399      0.040047
20020815       0.007248      0.011559
20020816      -0.008685     -0.001591
20020819       0.001252      0.023633
20020820      -0.022500     -0.013979
20020821       0.034271      0.012726
20020822       0.032146      0.014052
20020823      -0.028989     -0.022686
20020826       0.016038      0.007536
20020827      -0.010199     -0.013851
20020828      -0.022571     -0.018132
20020829       0.015813     -0.000076
20020830      -0.010872     -0.001885
20020903      -0.043717     -0.041536
20020904       0.013584      0.017517
20020905      -0.025773     -0.015950
20020906      -0.007936      0.016800
20020909       0.011467      0.010113
20020910       0.005800      0.007331
20020911       0.012058     -0.000143
20020912      -0.010101     -0.024784
20020913      -0.015699      0.003270
20020916       0.018341      0.001450
20020917       0.007309     -0.019728
20020918       0.047422     -0.004648
20020919      -0.007917     -0.030065
20020920       0.042394      0.002455
20020923      -0.002392     -0.013828
20020924       0.009592     -0.017284
20020925       0.040380      0.024863
20020926      -0.043379      0.018210
20020927      -0.036993     -0.032259
20020930       0.001239     -0.014600
20021001       0.039604      0.040010
20021002      -0.008333     -0.023587
20021003       0.017767     -0.010822
20021004      -0.035386     -0.022431
20021007      -0.032771     -0.019111
20021008      -0.002023      0.016898
20021009       0.021029     -0.027287
20021010       0.006079      0.034966
20021011       0.029273      0.039059
20021014       0.043143      0.007327
20021015       0.019640      0.047336
20021016      -0.014276     -0.024113
20021017       0.016092      0.022302
20021018      -0.004525      0.005903
20021021      -0.007955      0.017334
20021022      -0.019473     -0.010626
20021023       0.008411      0.006718
20021024      -0.016450     -0.015221
20021025       0.014841      0.017167
20021028      -0.011606     -0.008266
20021029      -0.016675     -0.009076
20021030       0.005732      0.009704
20021031      -0.005699     -0.005557
20021101      -0.003344      0.017160
20021104       0.008148      0.008191
20021105       0.032802      0.007761
20021106       0.048331      0.009144
20021107       0.002195     -0.022852
20021108       0.005257     -0.008763
20021111      -0.039224     -0.020732
20021112      -0.014743      0.007715
20021113      -0.010589     -0.000476
20021114       0.022801      0.024634
20021115       0.022521      0.006149
20021118      -0.009121     -0.010409
20021119      -0.002245     -0.004021
20021120       0.017102      0.019415
20021121      -0.001991      0.021452
20021122      -0.029040     -0.003438
20021125      -0.000457      0.002504
20021126      -0.009593     -0.020978
20021127       0.005535      0.027986
20021129       0.004128     -0.002727
20021202      -0.039516     -0.001901
20021203       0.003092     -0.014745
20021204       0.001660     -0.003454
20021205      -0.017751     -0.012010
20021206       0.034699      0.006266
20021209      -0.030042     -0.022176
20021210      -0.025690      0.013957
20021211       0.011089      0.000564
20021212      -0.004387     -0.003724
20021213      -0.009058     -0.013432
20021216       0.011858      0.023519
20021217       0.001221     -0.008139
20021218      -0.005852     -0.013145
20021219      -0.009321     -0.007709
20021220      -0.041842      0.013005
20021223      -0.014729      0.001820
20021224      -0.011277     -0.005471
20021226      -0.027851     -0.003149
20021227       0.003547     -0.016029
20021230       0.008700      0.004558
20021231       0.078167      0.000489
20030102       0.001250      0.033200
20030103       0.009738     -0.000484
20030106       0.006429      0.022474
20030107      -0.044963     -0.006545
20030108       0.025212     -0.014086
20030109       0.003262      0.019397
20030110      -0.005003     -0.000011
20030113      -0.002891     -0.001412
20030114      -0.009384      0.005830
20030115      -0.028418     -0.014426
20030116       0.032938     -0.003942
20030117      -0.030612     -0.014017
20030121       0.010789     -0.015702
20030122      -0.004686     -0.010432
20030123       0.001308      0.010224
20030124      -0.024295     -0.029233
20030127      -0.010442     -0.016160
20030128       0.020022      0.013050
20030129       0.012732      0.006779
20030130      -0.005500     -0.022849
20030131       0.003950      0.013130
20030203      -0.005771      0.005399
20030204      -0.018470     -0.014088
20030205      -0.008602     -0.005435
20030206       0.000542     -0.006449
20030207       0.012195     -0.010094
20030210      -0.010977      0.007569
20030211      -0.020845     -0.008098
20030212      -0.021012     -0.012687
20030213      -0.014967     -0.001600
20030214       0.026663      0.021435
20030218       0.022061      0.019500
20030219      -0.021858     -0.007096
20030220      -0.016760     -0.009501
20030221      -0.003409      0.013224
20030224      -0.019954     -0.018381
20030225       0.009308      0.007195
20030226       0.000000     -0.013141
20030227       0.023919      0.011758
20030228       0.002533      0.004622
20030303      -0.016564     -0.007537
20030304       0.012275     -0.015357
20030305       0.013536      0.009562
20030306      -0.020033     -0.009339
20030307       0.006530      0.008259
20030310      -0.026516     -0.025830
20030311       0.007534     -0.008359
20030312       0.005177      0.004321
20030313       0.026609      0.034457
20030314      -0.019231      0.001647
20030317       0.038647      0.035427
20030318       0.022982      0.004242
20030319       0.019524      0.008737
20030320      -0.010231      0.001888
20030321       0.041346      0.022977
20030324      -0.023925     -0.035231
20030325       0.016428      0.012161
20030326      -0.003335     -0.005476
20030327      -0.008494     -0.001644
20030328      -0.008048     -0.005780
20030331      -0.015703     -0.017742
20030401       0.034565      0.012144
20030402       0.037008      0.026116
20030403      -0.024040     -0.005052
20030404       0.020315      0.002738
20030407      -0.000249      0.001229
20030408      -0.005975     -0.001864
20030409       0.007012     -0.014004
20030410      -0.002487      0.006455
20030411      -0.018574     -0.003763
20030414       0.026074      0.019498
20030415      -0.014449      0.006303
20030416      -0.022245     -0.012236
20030417       0.024819      0.015536
20030421      -0.017407     -0.001757
20030422       0.019255      0.021704
20030423       0.005038      0.008394
20030424       0.000501     -0.008259
20030425      -0.010771     -0.013846
20030428       0.017219      0.017835
20030429       0.011202      0.003279
20030430       0.000246     -0.001002
20030501       0.014521     -0.000676
20030502       0.026443      0.015039
20030505      -0.018672     -0.003795
20030506       0.021195      0.008461
20030507       0.007075     -0.005105
20030508       0.003513     -0.010058
20030509       0.012369      0.014278
20030512      -0.003688      0.012535
20030513       0.005784     -0.002973
20030514      -0.008512     -0.003205
20030515       0.019026      0.007868
20030516      -0.019809     -0.002504
20030519      -0.042044     -0.024918
20030520      -0.005820     -0.001129
20030521       0.009756      0.004012
20030522       0.013285      0.009151
20030523       0.003099      0.001449
20030527       0.020437      0.019567
20030528       0.014206      0.001829
20030529       0.006200     -0.003756
20030530       0.016659      0.014690
20030602      -0.013917      0.003539
20030603       0.002732      0.004716
20030604       0.013848      0.015110
20030605       0.012987      0.003954
20030606      -0.000663     -0.002404
20030609      -0.007078     -0.011977
20030610       0.017599      0.009130
20030611      -0.001751      0.012835
20030612       0.002851      0.001033
20030613      -0.002843     -0.009915
20030616       0.013597      0.022385
20030617       0.006058      0.000910
20030618      -0.010753     -0.001552
20030619      -0.008696     -0.015236
20030620       0.000219      0.000995
20030623      -0.027626     -0.014111
20030624       0.001804      0.001834
20030625      -0.001576     -0.008267
20030626       0.010370      0.010776
20030627      -0.027220     -0.009738
20030630       0.003670     -0.001762
20030701      -0.004799      0.008025
20030702       0.014466      0.011646
20030703       0.000905     -0.008111
20030707       0.017187      0.018992
20030708      -0.010671      0.003405
20030709      -0.018427     -0.005586
20030710      -0.002976     -0.013480
20030711       0.016418      0.009548
20030714       0.000454      0.005731
20030715      -0.020209     -0.003427
20030716      -0.017381     -0.006417
20030717      -0.008255     -0.012344
20030718      -0.015458      0.011806
20030721      -0.002416     -0.014618
20030722       0.003390      0.009512
20030723      -0.015444      0.000506
20030724      -0.019363     -0.007091
20030725       0.005499      0.017400
20030728      -0.021874     -0.002163
20030729      -0.011182     -0.007265
20030730       0.009509     -0.001809
20030731      -0.000764      0.002856
20030801      -0.018089     -0.010259
20030804      -0.001038      0.002724
20030805      -0.016883     -0.017663
20030806       0.019815      0.001678
20030807       0.033938      0.007280
20030808      -0.000251      0.003562
20030811      -0.007519      0.003069
20030812      -0.000758      0.009953
20030813      -0.003791     -0.006382
20030814       0.004566      0.006585
20030815       0.002020      0.000162
20030818       0.002772      0.009155
20030819      -0.006534      0.002611
20030820      -0.013408     -0.002045
20030821      -0.010256      0.002969
20030822       0.009845     -0.010177
20030825       0.015649      0.000655
20030826       0.009093      0.003039
20030827      -0.006258      0.000060
20030828       0.003023      0.006069
20030829       0.012054      0.005155
20030902       0.021092      0.013869
20030903       0.014581      0.004188
20030904      -0.013174      0.001656
20030905       0.019417     -0.006401
20030908       0.019048      0.010035
20030909      -0.011215     -0.008210
20030910       0.022684     -0.011973
20030911       0.006701      0.005441
20030912       0.011246      0.002174
20030915      -0.007263     -0.003750
20030916       0.004344      0.014298
20030917       0.002732     -0.003255
20030918       0.001362      0.013266
20030919      -0.014736     -0.003155
20030922      -0.017257     -0.013008
20030923       0.007492      0.006071
20030924      -0.021613     -0.019096
20030925       0.000000     -0.006053
20030926       0.005226     -0.006399
20030929       0.005435      0.009761
20030930       0.000000     -0.010541
20031001       0.005405      0.022340
20031002       0.008649      0.001984
20031003      -0.012051      0.009419
20031006       0.002580      0.004370
20031007      -0.012635      0.004737
20031008      -0.005924     -0.005263
20031009       0.005959      0.004788
20031010      -0.003910     -0.000645
20031013       0.005264      0.007023
20031014       0.002142      0.003951
20031015      -0.004038     -0.002592
20031016       0.007632      0.003162
20031017      -0.011124     -0.010237
20031020       0.011249      0.005157
20031021       0.005917      0.001292
20031022      -0.034824     -0.014980
20031023       0.014627      0.003310
20031024       0.003364     -0.004701
20031027      -0.007902      0.002158
20031028       0.024620      0.015187
20031029       0.010365      0.001261
20031030       0.001166     -0.001116
20031031      -0.007452      0.003601
20031103       0.004223      0.007909
20031104      -0.022663     -0.005448
20031105       0.011475     -0.001367
20031106      -0.001418      0.005933
20031107      -0.017515     -0.004574
20031110      -0.003373     -0.005792
20031111       0.007252     -0.000516
20031112       0.003840      0.011456
20031113       0.048530     -0.000142
20031114       0.007752     -0.007615
20031117      -0.000905     -0.006398
20031118      -0.001812     -0.009084
20031119       0.006352      0.008016
20031120      -0.018485     -0.008432
20031121       0.002986      0.001577
20031124       0.020838      0.016227
20031125      -0.002692      0.001720
20031126       0.003149      0.004327
20031128      -0.008969     -0.000236
20031201       0.017873      0.011264
20031202       0.006001     -0.003271
20031203       0.000442     -0.001772
20031204       0.001546      0.004687
20031205      -0.008600     -0.007684
20031208       0.007785      0.007348
20031209       0.005518     -0.008529
20031210      -0.004390     -0.001066
20031211       0.008818      0.011482
20031212       0.001530      0.002735
20031215      -0.003928     -0.005679
20031216       0.005476      0.006638
20031217      -0.006536      0.001256
20031218       0.021272      0.011798
20031219      -0.003650     -0.000468
20031222      -0.002155      0.003922
20031223       0.004536      0.002818
20031224       0.007525     -0.001807
20031226      -0.000427      0.001691
20031229       0.006618      0.012401
20031230      -0.012301      0.000144
20031231       0.000644      0.002055
20040102       0.003219     -0.003094
20040105       0.000000      0.012395
20040106      -0.007273      0.001292
20040107       0.010558      0.002367
20040108      -0.029424      0.004963
20040109      -0.012961     -0.008888
20040112      -0.010906      0.004787
20040113       0.005288     -0.005332
20040114       0.001576      0.008295
20040115       0.010112      0.001353
20040116      -0.037820      0.006872
20040120       0.000694     -0.000930
20040121       0.009704      0.007772
20040122      -0.014188     -0.003207
20040123      -0.002553     -0.002089
20040126       0.021178      0.012106
20040127      -0.011167     -0.009798
20040128       0.009449     -0.013610
20040129      -0.001142      0.004989
20040130      -0.015314     -0.002628
20040202       0.009285      0.003651
20040203       0.017709      0.000678
20040204       0.000226     -0.008371
20040205       0.007004      0.001838
20040206      -0.004487      0.012555
20040209      -0.000225     -0.002581
20040210      -0.005861      0.005027
20040211       0.011338      0.010667
20040212      -0.018610     -0.004880
20040213       0.012337     -0.005468
20040217       0.015572      0.009757
20040218      -0.009111     -0.004468
20040219      -0.028033     -0.004133
20040220       0.000923     -0.002572
20040223       0.007838     -0.002727
20040224      -0.003888     -0.001665
20040225      -0.001148      0.004021
20040226      -0.010345      0.001084
20040227      -0.005807      0.000026
20040301       0.014019      0.009625
20040302       0.004839     -0.005934
20040303       0.007338      0.001688
20040304      -0.006829      0.003336
20040305      -0.001146      0.001723
20040308      -0.009867     -0.008350
20040309      -0.017381     -0.005779
20040310      -0.022406     -0.014633
20040311       0.001689     -0.015224
20040312      -0.001927      0.012460
20040315      -0.017857     -0.014350
20040316       0.021130      0.005623
20040317      -0.022377      0.011749
20040318      -0.013291     -0.001273
20040319       0.002993     -0.011173
20040322      -0.014922     -0.012958
20040323       0.010856     -0.001324
20040324      -0.017233     -0.002395
20040325       0.011690      0.016365
20040326       0.008289     -0.001019
20040329       0.010713      0.013005
20040330       0.009613      0.004036
20040331       0.003418     -0.000701
20040401       0.018248      0.005292
20040402       0.012425      0.008515
20040405       0.012273      0.007672
20040406       0.006995     -0.002095
20040407      -0.010188     -0.006645
20040408      -0.010058     -0.001061
20040412      -0.026465      0.005161
20040413      -0.016748     -0.013762
20040414       0.042484     -0.001124
20040415       0.047903      0.000594
20040416       0.003639      0.005111
20040419       0.001586      0.001066
20040420      -0.021946     -0.015557
20040421      -0.002545      0.005312
20040422       0.026206      0.014091
20040423      -0.007910      0.000588
20040426       0.002278     -0.004445
20040427       0.009545      0.002272
20040428      -0.006078     -0.013795
20040429       0.005663     -0.007591
20040430      -0.008559     -0.005916
20040503       0.022808      0.009203
20040504      -0.012760      0.001843
20040505       0.004548      0.001769
20040506       0.000477     -0.006723
20040507      -0.011669     -0.013725
20040510      -0.017108     -0.010540
20040511       0.003432      0.007662
20040512       0.007085      0.001671
20040513      -0.005337     -0.000766
20040514       0.003659     -0.000675
20040517      -0.001701     -0.010587
20040518      -0.002191      0.006817
20040519      -0.003903     -0.002574
20040520      -0.013960      0.000468
20040521      -0.007700      0.004012
20040524      -0.010013      0.001692
20040525       0.027054      0.016104
20040526       0.010340      0.001698
20040527       0.012427      0.005686
20040528      -0.008183     -0.000535
20040601      -0.004853      0.000464
20040602       0.004633      0.003380
20040603      -0.001214     -0.007422
20040604       0.014338      0.005248
20040607       0.013656      0.015964
20040608       0.009218      0.001543
20040609      -0.003045     -0.009499
20040610       0.003054      0.004543
20040614      -0.002576     -0.009837
20040615       0.009627      0.005972
20040616      -0.003721      0.001369
20040617       0.007937     -0.001332
20040618      -0.004169      0.002624
20040621      -0.010233     -0.004159
20040622      -0.012688      0.003636
20040623      -0.001666      0.008507
20040624      -0.000954     -0.002981
20040625      -0.032212     -0.005453
20040628       0.005424     -0.000952
20040629       0.012751      0.002515
20040630      -0.013075      0.004084
20040701      -0.000981     -0.010431
20040702      -0.003193     -0.003153
20040706      -0.019709     -0.008148
20040707      -0.005278      0.001899
20040708       0.017686     -0.008244
20040709      -0.009434      0.003336
20040712       0.012531      0.001384
20040713       0.003465      0.000709
20040714      -0.012661     -0.003291
20040715       0.000000     -0.004301
20040716      -0.016847     -0.004789
20040719       0.000767     -0.000445
20040720       0.006133      0.007058
20040721      -0.015494     -0.013340
20040722       0.013158      0.002706
20040723      -0.016297     -0.009701
20040726      -0.003106     -0.001970
20040727       0.017658      0.009935
20040728      -0.003572      0.000539
20040729       0.002561      0.004574
20040730       0.005108      0.001172
20040802      -0.002287      0.004448
20040803      -0.002292     -0.006262
20040804      -0.001021     -0.000964
20040805      -0.010734     -0.016320
20040806      -0.000517     -0.015481
20040809      -0.008529      0.001175
20040810       0.017987      0.012974
20040811       0.018694     -0.003012
20040812      -0.003771     -0.011675
20040813      -0.001009      0.001477
20040816       0.010356      0.013655
20040817       0.000000      0.002196
20040818       0.014750      0.012443
20040819       0.002956     -0.003598
20040820       0.007369      0.006525
20040823      -0.003170     -0.002431
20040824       0.002935      0.000465
20040825       0.010976      0.008000
20040826      -0.005549      0.000118
20040827       0.007035      0.002425
20040830      -0.006986     -0.007781
20040831       0.011402      0.004631
20040901       0.008875      0.001512
20040902       0.012601      0.011212
20040903       0.001878     -0.004185
20040907      -0.013827      0.006887
20040908       0.002139     -0.004486
20040909      -0.004031      0.001890
20040910       0.007381      0.004954
20040913       0.015126      0.001691
20040914      -0.000233      0.002229
20040915      -0.010014     -0.007055
20040916       0.004234      0.002794
20040917       0.005388      0.004495
20040920      -0.007689     -0.005627
20040921       0.010566      0.006327
