date           rtn
20030103      -0.010933
20030106       0.011399
20030107      -0.015369
20030108      -0.014915
20030109       0.006808
20030110       0.004080
20030113       0.000697
20030114       0.001972
20030115      -0.005327
20030116       0.011292
20030117       0.001957
20030121      -0.011834
20030122      -0.005465
20030123       0.003524
20030124      -0.014164
20030127      -0.013892
20030128       0.023480
20030129       0.000824
20030130      -0.006700
20030131       0.012663
20030203       0.001753
20030204       0.002217
20030205      -0.007100
20030206      -0.005276
20030207      -0.010253
20030210       0.010598
20030211      -0.019795
20030212       0.001563
20030213      -0.007441
20030214       0.012092
20030218       0.010872
20030219      -0.007210
20030220      -0.006548
20030221       0.009467
20030224      -0.016026
20030225       0.002292
20030226      -0.006379
20030227       0.000606
20030228      -0.008959
20030303      -0.012705
20030304      -0.011507
20030305       0.013769
20030306      -0.010372
20030307       0.010106
20030310      -0.014452
20030311       0.011405
20030312       0.015489
20030313       0.018670
20030314      -0.000958
20030317       0.025180
20030318       0.013099
20030319       0.015008
20030320       0.000910
20030321       0.010227
20030324      -0.015073
20030325       0.005254
20030326       0.003522
20030327       0.005094
20030328      -0.001577
20030331       0.004625
20030401       0.005278
20030402       0.006702
20030403      -0.007545
20030404       0.007938
20030407      -0.008209
20030408       0.005480
20030409      -0.006785
20030410      -0.005824
20030411       0.004844
20030414       0.008408
20030415       0.003780
20030416      -0.008678
20030417       0.001796
20030421       0.001905
20030422       0.019009
20030423      -0.006364
20030424      -0.007510
20030425      -0.008123
20030428       0.017388
20030429       0.001764
20030430      -0.011007
20030501       0.000223
20030502       0.003116
20030505      -0.000111
20030506      -0.004881
20030507       0.001672
20030508      -0.008125
20030509       0.004264
20030512      -0.006927
20030513      -0.012039
20030514       0.008997
20030515       0.014673
20030516       0.004672
20030519      -0.003211
20030520      -0.007553
20030521       0.000895
20030522       0.001677
20030523       0.002456
20030527       0.014588
20030528       0.007354
20030529      -0.007082
20030530       0.007572
20030602      -0.005445
20030603       0.007994
20030604       0.003476
20030605      -0.010718
20030606      -0.006347
20030609      -0.002533
20030610       0.000331
20030611      -0.001104
20030612       0.003536
20030613       0.003854
20030616       0.013491
20030617      -0.005520
20030618      -0.003809
20030619      -0.012344
20030620       0.009070
20030623       0.002960
20030624       0.009617
20030625      -0.018294
20030626      -0.004521
20030627      -0.012295
20030630       0.000112
20030701       0.008746
20030702       0.001667
20030703      -0.001665
20030707       0.009226
20030708      -0.007600
20030709      -0.017758
20030710      -0.001695
20030711       0.002377
20030714      -0.002484
20030715       0.004641
20030716       0.003211
20030717      -0.004967
20030718       0.018834
20030721      -0.007127
20030722       0.003813
20030723      -0.006704
20030724      -0.007537
20030725       0.014961
20030728      -0.013847
20030729      -0.013702
20030730       0.007463
20030731       0.001368
20030801      -0.013315
20030804       0.013149
20030805      -0.003529
20030806       0.014509
20030807      -0.006757
20030808       0.009977
20030811       0.000449
20030812       0.003254
20030813      -0.003355
20030814      -0.001571
20030815       0.001686
20030818      -0.008079
20030819      -0.006787
20030820      -0.004784
20030821      -0.007782
20030822       0.000115
20030825       0.005420
20030826       0.005621
20030827      -0.004791
20030828       0.001719
20030829      -0.001259
20030902       0.009050
20030903       0.008174
20030904       0.029617
20030905      -0.004922
20030908       0.007035
20030909      -0.005130
20030910      -0.002085
20030911       0.006486
20030912       0.003932
20030915      -0.001850
20030916       0.009265
20030917      -0.000972
20030918       0.008108
20030919      -0.006220
20030922      -0.005180
20030923       0.001302
20030924       0.000650
20030925      -0.002273
20030926      -0.004774
20030929       0.012865
20030930      -0.000861
20031001       0.012497
20031002       0.005320
20031003       0.004445
20031006      -0.009378
20031007       0.011594
20031008      -0.001262
20031009       0.000105
20031010       0.006316
20031013      -0.000941
20031014       0.005131
20031015      -0.003750
20031016       0.006902
20031017      -0.000935
20031020      -0.002287
20031021      -0.002709
20031022      -0.000052
20031023      -0.001155
20031024       0.009564
20031027       0.007704
20031028       0.007231
20031029      -0.002462
20031030       0.006889
20031031       0.003676
20031103      -0.008037
20031104      -0.001538
20031105      -0.000411
20031106       0.002569
20031107      -0.007688
20031110      -0.008367
20031111      -0.000729
20031112       0.011154
20031113      -0.006701
20031114      -0.006642
20031117       0.003448
20031118      -0.003957
20031119       0.004391
20031120      -0.006973
20031121       0.003668
20031124       0.008981
20031125       0.002587
20031126      -0.010220
20031128       0.003755
20031201       0.008313
20031202      -0.001134
20031203      -0.001238
20031204      -0.000207
20031205      -0.002893
20031208       0.003523
20031209      -0.002891
20031210       0.003210
20031211      -0.009083
20031212       0.008542
20031215       0.010328
20031216       0.008485
20031217      -0.002737
20031218       0.009453
20031219      -0.018024
20031222       0.006460
20031223       0.003362
20031224      -0.001422
20031226      -0.001017
20031229       0.009772
20031230       0.004738
20031231       0.002107
20040102      -0.008911
20040105       0.004950
20040106      -0.005026
20040107      -0.008891
20040108       0.010499
20040109       0.005145
20040112       0.006122
20040113      -0.005486
20040114       0.003310
20040115      -0.005198
20040116      -0.005125
20040120      -0.003333
20040121       0.009476
20040122       0.000807
20040123      -0.008768
20040126       0.014945
20040127      -0.006511
20040128      -0.005646
20040129       0.024133
20040130       0.000792
20040202       0.005936
20040203       0.003344
20040204       0.011566
20040205      -0.004942
20040206      -0.003214
20040209       0.001856
20040210      -0.001950
20040211       0.008305
20040212      -0.007849
20040213      -0.003321
20040217       0.010485
20040218      -0.001649
20040219      -0.005051
20040220       0.000683
20040223       0.010439
20040224      -0.017283
20040225       0.008941
20040226       0.003700
20040227      -0.005433
20040301       0.013169
20040302      -0.016753
20040303       0.003329
20040304      -0.003514
20040305      -0.003330
20040308       0.006977
20040309       0.000195
20040310       0.029661
20040311      -0.014972
20040312       0.001635
20040315      -0.015367
20040316       0.005267
20040317       0.011256
20040318       0.002015
20040319      -0.003830
20040322      -0.000577
20040323      -0.005867
20040324      -0.003290
20040325       0.014754
20040326      -0.005644
20040329       0.008947
20040330       0.010488
20040331      -0.010379
20040401       0.010488
20040402       0.001227
20040405       0.002262
20040406       0.006112
20040407      -0.005140
20040408      -0.000470
20040412       0.006767
20040413      -0.011109
20040414      -0.001133
20040415       0.002930
20040416      -0.001414
20040419       0.000472
20040420      -0.013299
20040421      -0.005449
20040422       0.010527
20040423       0.003441
20040426       0.002381
20040427       0.003706
20040428      -0.013822
20040429       0.017279
20040430      -0.002076
20040503       0.009835
20040504      -0.004588
20040505       0.004798
20040506       0.009082
20040507      -0.009835
20040510      -0.009839
20040511       0.003880
20040512       0.000566
20040513      -0.007820
20040514       0.010445
20040517      -0.001222
20040518      -0.002070
20040519      -0.005469
20040520       0.011471
20040521       0.002062
20040524      -0.006922
20040525       0.014976
20040526      -0.001485
20040527       0.009108
20040528      -0.006999
20040601       0.007234
20040602       0.001934
20040603      -0.007904
20040604      -0.000741
20040607       0.015111
20040608       0.007215
20040609       0.004262
20040610      -0.002167
20040614       0.000181
20040615       0.004523
20040616       0.001261
20040617      -0.007285
20040618      -0.001631
20040621       0.007351
20040622       0.006847
20040623       0.001432
20040624      -0.011973
20040625      -0.009767
20040628      -0.002740
20040629       0.004579
20040630      -0.007475
20040701      -0.003490
20040702       0.001475
20040706      -0.003313
20040707       0.004986
20040708       0.002389
20040709       0.003116
20040712       0.002924
20040713       0.000364
20040714       0.003279
20040715      -0.001271
20040716       0.001636
20040719      -0.007622
20040720      -0.003292
20040721      -0.018532
20040722       0.002630
20040723      -0.016673
20040726       0.012002
20040727       0.014495
20040728      -0.008350
20040729      -0.009731
20040730      -0.014550
20040802       0.022819
20040803       0.005999
20040804       0.007454
20040805      -0.016833
20040806      -0.003010
20040809       0.001887
20040810       0.020908
20040811       0.008672
20040812      -0.006951
20040813       0.003131
20040816       0.009365
20040817      -0.002365
20040818       0.006565
20040819      -0.013044
20040820       0.006791
20040823      -0.001823
20040824       0.003653
20040825       0.006369
20040826       0.007233
20040827       0.005027
20040830      -0.008396
20040831       0.008287
20040901       0.004109
20040902       0.005160
20040903       0.001062
20040907       0.001768
20040908       0.001412
20040909      -0.011281
20040910       0.001605
20040913       0.001602
20040914       0.006753
20040915      -0.006178
20040916      -0.006927
20040917       0.006260
20040920      -0.033416
20040921       0.009195
20040922      -0.010569
20040923      -0.000368
20040924      -0.003685
20040927      -0.008321
20040928       0.002610
20040929       0.012832
20040930      -0.006243
20041001       0.009978
20041004      -0.005671
20041005      -0.001656
20041006       0.000737
20041007      -0.012155
20041008      -0.003542
20041011       0.004116
20041012      -0.002609
20041013      -0.009527
20041014      -0.000943
20041015       0.013593
20041018      -0.000559
20041019      -0.012300
20041020       0.015283
20041021       0.001120
20041022      -0.010630
20041025      -0.013572
20041026       0.016816
20041027      -0.026875
20041028      -0.009077
20041029      -0.002534
20041101      -0.003517
20041102      -0.000588
20041103       0.017461
20041104       0.025646
20041105       0.006204
20041108      -0.004297
20041109      -0.009758
20041110       0.004359
20041111       0.018868
20041112       0.011111
20041115      -0.002198
20041116      -0.002386
20041117       0.002576
20041118       0.005139
20041119      -0.008216
20041122       0.002577
20041123      -0.007345
20041124      -0.002220
20041126      -0.005562
20041129       0.008576
20041130      -0.011460
20041201       0.022064
20041202       0.021222
20041203      -0.007703
20041206      -0.019679
20041207      -0.004788
20041208       0.018320
20041209       0.024532
20041210       0.001064
20041213       0.000886
20041214       0.000000
20041215      -0.006550
20041216      -0.000356
20041217      -0.011765
20041220       0.002706
20041221       0.008635
20041222      -0.002675
20041223      -0.005901
20041227      -0.003418
20041228       0.000722
20041229      -0.003607
20041230       0.003802
20041231      -0.006673
20050103       0.001997
20050104      -0.012502
20050105       0.010459
20050106       0.004903
20050107       0.010481
20050110       0.007868
20050111      -0.001065
20050112       0.003730
20050113      -0.017342
20050114       0.006303
20050118       0.001969
20050119       0.016789
20050120       0.000353
20050121      -0.018519
20050124      -0.007907
20050125       0.009419
20050126      -0.005204
20050127      -0.002164
20050128      -0.021150
20050131      -0.016990
20050201      -0.006763
20050202       0.010025
20050203      -0.002996
20050204      -0.011645
20050207      -0.001710
20050208      -0.010470
20050209      -0.009042
20050210       0.002136
20050211       0.010267
20050214       0.010546
20050215       0.014801
20050216      -0.003179
20050217       0.000375
20050218       0.003188
20050222      -0.023364
20050223       0.023732
20050224       0.006356
20050225       0.006688
20050228      -0.020299
20050301       0.007911
20050302       0.001495
20050303      -0.002053
20050304       0.006918
20050307      -0.002785
20050308      -0.006518
20050309      -0.006560
20050310       0.005094
20050311      -0.014267
20050314       0.014093
20050315      -0.006197
20050316      -0.002079
20050317      -0.001136
20050318       0.012322
20050321      -0.012360
20050322      -0.013083
20050323       0.014986
20050324      -0.004354
20050328      -0.001711
20050329      -0.012379
20050330       0.028924
20050331      -0.006747
20050401      -0.007358
20050404       0.024520
20050405       0.001855
20050406      -0.000741
20050407       0.020571
20050408      -0.010350
20050411       0.015413
20050412       0.003253
20050413      -0.005584
20050414      -0.003804
20050415      -0.003636
20050418      -0.003650
20050419      -0.004945
20050420      -0.012148
20050421       0.014984
20050422      -0.005536
20050425      -0.001113
20050426      -0.008545
20050427       0.002998
20050428       0.008593
20050429       0.002964
20050502       0.012004
20050503       0.001825
20050504       0.004372
20050505      -0.006529
20050506      -0.000548
20050509       0.004201
20050510      -0.001819
20050511       0.010933
20050512      -0.000721
20050513      -0.012446
20050516       0.007123
20050517       0.008887
20050518       0.013841
20050519       0.003901
20050520      -0.002473
20050523       0.000000
20050524      -0.008499
20050525      -0.004821
20050526       0.001436
20050527      -0.000896
20050531      -0.010940
20050601       0.017588
20050602      -0.002673
20050603      -0.012507
20050606       0.000724
20050607       0.002531
20050608      -0.002525
20050609      -0.001989
20050610      -0.008152
20050613      -0.008037
20050614       0.001473
20050615       0.000184
20050616      -0.002757
20050617       0.003134
20050620      -0.003124
20050621       0.001475
20050622       0.002025
20050623      -0.014328
20050624      -0.015654
20050627      -0.002840
20050628       0.012531
20050629       0.002625
20050630      -0.013466
20050701       0.002844
20050705      -0.002836
20050706      -0.004739
20050707      -0.006476
20050708       0.015337
20050711       0.017749
20050712       0.000742
20050713       0.011865
20050714       0.003115
20050715      -0.004566
20050718       0.002202
20050719       0.004760
20050720       0.007653
20050721       0.001999
20050722      -0.002539
20050725      -0.000909
20050726       0.003094
20050727       0.004718
20050728       0.008127
20050729      -0.003404
20050801      -0.005573
20050802       0.000723
20050803      -0.006503
20050804      -0.015091
20050805      -0.001292
20050808       0.002773
20050809      -0.005714
20050810      -0.004264
20050811      -0.000931
20050812      -0.002050
20050815       0.011765
20050816      -0.011074
20050817      -0.002986
20050818       0.014227
20050819       0.006645
20050822       0.011368
20050823       0.004351
20050824      -0.014079
20050825       0.006957
20050826      -0.000727
20050829       0.012373
20050830      -0.004313
20050831       0.001444
20050901       0.005047
20050902       0.004125
20050906       0.010359
20050907      -0.005480
20050908      -0.001955
20050909       0.013357
20050912      -0.005975
20050913      -0.018034
20050914      -0.009363
20050915       0.008724
20050916       0.008108
20050919      -0.006970
20050920       0.008639
20050921      -0.002498
20050922       0.014132
20050923       0.000882
20050926      -0.002644
20050927       0.009012
20050928       0.005954
20050929       0.012187
20050930       0.022704
20051003      -0.002523
20051004      -0.020738
20051005      -0.016701
20051006      -0.015584
20051007      -0.003202
20051010      -0.003569
20051011       0.003044
20051012       0.000357
20051013       0.003034
20051014      -0.001601
20051017      -0.005881
20051018      -0.007709
20051019       0.010840
20051020      -0.008981
20051021      -0.006525
20051024       0.005291
20051025       0.008893
20051026      -0.010793
20051027       0.000546
20051028       0.016358
20051031       0.001252
20051101      -0.013217
20051102       0.007240
20051103       0.005570
20051104      -0.000715
20051107      -0.006080
20051108       0.002339
20051109       0.005206
20051110       0.006607
20051111       0.000000
20051114      -0.007983
20051115       0.001431
20051116       0.010714
20051117       0.009717
20051118       0.005249
20051121       0.003307
20051122      -0.008675
20051123      -0.002275
20051125       0.004736
20051128      -0.002968
20051129       0.009981
20051130      -0.008495
20051201       0.007869
20051202      -0.004858
20051205       0.001220
20051206      -0.000348
20051207      -0.006445
20051208      -0.000526
20051209       0.005613
20051212      -0.007326
20051213       0.028115
20051214       0.018971
20051215      -0.010567
20051216      -0.014918
20051219       0.007572
20051220      -0.005807
20051221       0.005326
20051222       0.004443
20051223       0.001701
20051227      -0.004755
20051228      -0.001024
20051229      -0.002050
20051230      -0.009243
20060103       0.015549
20060104       0.001871
20060105      -0.003226
20060106      -0.001022
20060109       0.007503
20060110      -0.003893
20060111       0.003568
20060112      -0.011006
20060113       0.008389
20060117      -0.004244
20060118       0.005115
20060119      -0.002727
20060120      -0.011451
20060123      -0.003458
20060124       0.003990
20060125       0.010368
20060126       0.005986
20060127       0.015641
20060130      -0.010044
20060131       0.001522
20060201       0.009961
20060202      -0.002842
20060203       0.000503
20060206       0.001843
20060207      -0.007861
20060208       0.002529
20060209       0.002522
20060210       0.001342
20060213      -0.004355
20060214       0.006730
20060215       0.004512
20060216       0.010314
20060217       0.004446
20060221      -0.001967
20060222       0.017411
20060223      -0.007427
20060224       0.000325
20060227      -0.002439
20060228      -0.023146
20060301       0.003004
20060302      -0.009316
20060303       0.002015
20060306       0.000000
20060307       0.010558
20060308       0.012769
20060309       0.005404
20060310       0.013844
20060313      -0.004337
20060314      -0.031784
20060315      -0.001833
20060316      -0.008514
20060317      -0.004883
20060320       0.001354
20060321      -0.002535
20060322       0.007793
20060323      -0.014120
20060324       0.001535
20060327      -0.007661
20060328      -0.013038
20060329       0.003650
20060330      -0.001905
20060331       0.000000
20060403       0.004338
20060404       0.002073
20060405      -0.006552
20060406      -0.002083
20060407      -0.003826
20060410      -0.002270
20060411      -0.011549
20060412      -0.001239
20060413       0.003190
20060417      -0.010071
20060418       0.002320
20060419       0.003917
20060420       0.003389
20060421       0.001422
20060424       0.004615
20060425       0.011837
20060426       0.012921
20060427       0.006378
20060428      -0.002912
20060501      -0.005669
20060502       0.003974
20060503      -0.032525
20060504      -0.006403
20060505      -0.002327
20060508       0.010946
20060509       0.002840
20060510      -0.002832
20060511      -0.012247
20060512      -0.011501
20060515       0.010180
20060516       0.008458
20060517      -0.012670
20060518      -0.007952
20060519      -0.013481
20060522       0.002401
20060523       0.003869
20060524       0.006056
20060525       0.008026
20060526      -0.002352
20060530      -0.013604
20060531      -0.002391
20060601       0.004240
20060602      -0.009728
20060605      -0.014272
20060606       0.003573
20060607      -0.002436
20060608       0.028174
20060609      -0.005298
20060612      -0.002571
20060613      -0.003314
20060614       0.012932
20060615       0.000912
20060616       0.002551
20060619      -0.002726
20060620       0.012940
20060621       0.004318
20060622       0.000537
20060623      -0.002149
20060626       0.004665
20060627      -0.004287
20060628       0.000359
20060629       0.021876
20060630      -0.024390
20060703       0.012590
20060705      -0.006572
20060706       0.009297
20060707       0.000886
20060710       0.008496
20060711       0.004739
20060712      -0.011179
20060713      -0.001237
20060714      -0.015564
20060717       0.002875
20060718      -0.000179
20060719       0.020426
20060720      -0.000530
20060721      -0.009539
20060724       0.014803
20060725      -0.000352
20060726      -0.003692
20060727      -0.004059
20060728       0.006556
20060731      -0.010738
20060801      -0.004804
20060802       0.042196
20060803       0.019900
20060804       0.000000
20060807      -0.000841
20060808       0.005387
20060809      -0.003014
20060810       0.012093
20060811       0.000000
20060814      -0.008297
20060815       0.011379
20060816      -0.000331
20060817      -0.001324
20060818       0.000829
20060821       0.006458
20060822       0.004442
20060823      -0.002129
20060824       0.002134
20060825      -0.002948
20060828       0.001807
20060829       0.003608
20060830       0.008987
20060831       0.002429
20060901       0.000162
20060905      -0.005653
20060906      -0.001949
20060907       0.001465
20060908      -0.006338
20060911       0.012758
20060912      -0.001130
20060913      -0.020857
20060914       0.003468
20060915       0.002139
20060918      -0.006568
20060919       0.006777
20060920       0.011821
20060921       0.001785
20060922       0.001134
20060925       0.007766
20060926       0.003050
20060927       0.004001
20060928      -0.007492
20060929      -0.004497
20061002       0.000968
20061003       0.004191
20061004       0.016693
20061005       0.002842
20061006      -0.006770
20061009      -0.003804
20061010      -0.002068
20061011      -0.003827
20061012      -0.001120
20061013      -0.004486
20061016      -0.001288
20061017       0.003223
20061018       0.010442
20061019      -0.001438
20061020       0.002880
20061023       0.009572
20061024      -0.006321
20061025       0.003976
20061026       0.005861
20061027       0.000945
20061030       0.003933
20061031      -0.006582
20061101      -0.005521
20061102       0.003648
20061103       0.002055
20061106       0.002524
20061107       0.008653
20061108      -0.001092
20061109      -0.003748
20061110      -0.001567
20061113      -0.007064
20061114      -0.000791
20061115      -0.001266
20061116       0.006337
20061117       0.005353
20061120      -0.002662
20061121      -0.006751
20061122       0.006007
20061124      -0.001728
20061127      -0.010861
20061128       0.003660
20061129       0.002220
20061130      -0.006644
20061201      -0.001593
20061204       0.011645
20061205       0.001419
20061206       0.004566
20061207       0.000000
20061208       0.001411
20061211      -0.000313
20061212      -0.002662
20061213      -0.004710
20061214      -0.000789
20061215       0.011997
20061218       0.000780
20061219       0.003585
20061220       0.001242
20061221      -0.006515
20061222      -0.003903
20061226       0.006113
20061227       0.003583
20061228       0.000931
20061229      -0.003257
20070103       0.004201
20070104      -0.007592
20070105      -0.008587
20070108       0.002205
20070109      -0.002514
20070110       0.011972
20070111       0.006227
20070112       0.005569
20070116       0.000000
20070117       0.010308
20070118       0.002754
20070119       0.008392
20070122      -0.005598
20070123      -0.001217
20070124      -0.001980
20070125      -0.009006
20070126      -0.000924
20070129       0.000308
20070130      -0.004470
20070131       0.004335
20070201       0.007245
20070202       0.000000
20070205      -0.002908
20070206      -0.008596
20070207      -0.001703
20070208       0.001706
20070209      -0.002477
20070212      -0.004191
20070213       0.008572
20070214       0.002627
20070215       0.001695
20070216       0.001231
20070220      -0.002920
20070221      -0.002928
20070222       0.000309
20070223       0.001700
20070226      -0.005862
20070227      -0.049503
20070228       0.036571
20070301       0.002993
20070302      -0.008166
20070305      -0.005858
20070306       0.002389
20070307      -0.013664
20070308       0.003705
20070309      -0.002407
20070312      -0.001126
20070313      -0.014817
20070314       0.003106
20070315       0.008963
20070316      -0.004846
20070319       0.006006
20070320       0.004840
20070321       0.010918
20070322       0.014136
20070323      -0.000783
20070326       0.001567
20070327      -0.009859
20070328      -0.004109
20070329       0.003968
20070330      -0.001581
20070402      -0.002217
20070403      -0.001904
20070404       0.002385
20070405      -0.000793
20070409       0.004127
20070410      -0.000790
20070411      -0.002689
20070412       0.007614
20070413      -0.002204
20070416       0.005522
20070417       0.002668
20070418      -0.002191
20070419      -0.002196
20070420       0.002829
20070423      -0.002665
20070424       0.001572
20070425       0.002354
20070426      -0.008500
20070427      -0.000159
20070430       0.022547
20070501      -0.022360
20070502      -0.009371
20070503      -0.005932
20070504       0.006613
20070507      -0.003685
20070508      -0.006915
20070509       0.004210
20070510      -0.008386
20070511       0.002602
20070514       0.001135
20070515       0.005671
20070516       0.020139
20070517       0.000790
20070518       0.001736
20070521      -0.003308
20070522      -0.004267
20070523       0.001587
20070524      -0.003645
20070525       0.001432
20070529       0.010959
20070530       0.003142
20070531      -0.004699
20070601      -0.001101
20070604      -0.004568
20070605       0.004273
20070606      -0.004255
20070607      -0.013768
20070608       0.012035
20070611      -0.000317
20070612      -0.014116
20070613       0.003378
20070614       0.000802
20070615       0.002403
20070618      -0.012786
20070619       0.000809
20070620       0.001941
20070621      -0.000969
20070622      -0.013736
20070625       0.000819
20070626       0.001801
20070627       0.003922
20070628      -0.001140
20070629      -0.002771
20070702       0.008988
20070703       0.000810
20070705      -0.001942
20070706      -0.003081
20070709       0.000651
20070710      -0.007965
20070711       0.008684
20070712       0.022255
20070713      -0.004290
20070716       0.007820
20070717      -0.007443
20070718       0.004148
20070719       0.003195
