"","x"
"203",1.041
"204",1.108
"205",1.114
"206",1.082
"207",0.851
"208",1.085
"209",1.39
"210",1.406
"211",1.163
"212",1.387
"213",1.357
"214",0.463
"215",0.547
"216",1.277
"217",1.108
"218",0.996
"219",1.085
"220",1.391
"221",1.075
"222",0.913
"223",1.299
"224",1.259
"225",1.32
"226",1.122
"227",1.491
"228",1.298
"229",1.112
"230",1.305
"231",1.133
"232",1.18
"233",1.284
"234",1.276
"235",1.099
"236",0.881
"237",1
"238",1.173
"239",1.13
"240",1.084
"241",0.999
"242",1.235
"243",1.119
"244",1.049
"245",1.089
"246",1.233
"247",1.304
"248",1.28
"249",1.208
"250",0.874
"251",0.962
"252",1.372
"253",1.224
"254",1.117
"255",1.121
"256",1.48
"257",1.675
"258",1.298
"259",0.996
"260",1.306
"261",1.027
"262",0.823
"263",1.424
"264",1.041
"265",0.463
"266",1.13
"267",0.909
"268",1.369
"269",0.982
"270",1.08
"271",1.419
"272",1.286
"273",1.581
"274",0.875
"275",0.359
"276",0.319
"277",0.874
"278",1.145
"279",0.807
"280",0.964
"281",0.892
"282",0.442
"283",0.948
"284",1.013
"285",0.897
"286",1.153
"287",1.145
"288",0.628
"289",0.325
"290",1.325
"291",1.047
"292",0.911
"293",1.376
"294",0.975
"295",1.099
"296",0.632
"297",0.934
"298",1.175
"299",0.81
"300",0.855
"301",1.407
"302",1.126
"303",1.148
"304",0.787
"305",0.835
"306",1.101
"307",0.761
"308",0.907
"309",1.149
"310",0.865
"311",0.785
"312",1.25
"313",0.646
"314",0.937
"315",0.925
"316",0.792
"317",1.212
"318",0.987
"319",0.409
"320",1.062
"321",0.634
"322",1.006
"323",1.21
"324",1.315
"325",0.96
"326",0.47
"327",1.01
"328",0.729
"329",1.212
"330",0.851
"331",1.114
"332",1.016
"333",0.954
"334",0.38
"335",1.178
"336",1.251
"337",1.194
"338",1.103
"339",1.258
"340",0.836
"341",1.136
"342",0.884
"343",0.498
"344",0.084
"345",1.286
"346",0.49
"347",1.037
"348",0.986
"349",1.073
"350",0.381
"351",1.001
"352",0.878
"353",1.136
"354",0.783
"355",0.917
"356",0.802
"357",0.866
"358",0.728
"359",1.264
"360",1.203
"361",1.402
"362",1.347
"363",1.234
"364",1.069
"365",1.356
"366",1.526
"367",1.345
"368",0.79
"369",1.5
"370",0.752
"371",0.94
"372",1.121
"373",1.186
"374",1.065
"375",1.164
"376",1.469
"377",0.817
"378",0.185
"379",1.433
"380",1.555
"381",1.201
"382",1.317
"383",0.955
"384",1.005
"385",0.901
"386",0.821
"387",0.479
"388",0.75
"389",0.182
"390",0.936
"391",1.058
"392",1.074
"393",0.934
"394",0.903
"395",0.309
"396",0.786
"397",0.585
"398",0.811
"399",0.969
"400",1.089
"401",0.581
"402",0.99
"403",0.9
"404",0.8
"405",0.771
"406",0.919
"407",0.8
"408",0.658
"409",0.328
"410",0.698
"411",0.929
"412",0.677
"413",0.401
"414",1.109
"415",0.274
"416",0.668
"417",0.96
"418",0.221
"419",1.025
"420",1.083
"421",0.593
"422",0.994
"423",0.861
"424",0.588
"425",0.923
"426",1.107
"427",0.693
"428",0.882
"429",0.591
"430",0.66
"431",1.075
"432",1.146
"433",0.965
"434",0.795
"435",1.061
"436",0.946
"437",0.705
"438",0.744
"439",1.063
"440",1.182
"441",1.136
"442",1.229
"443",0.653
"444",0.892
"445",0.696
"446",0.465
"447",0.962
"448",1.17
"449",0.911
"450",1.293
"451",1.088
"452",0.853
"453",1.146
"454",0.578
"455",0.9
"456",0.975
"457",1.191
"458",0.481
"459",0.155
"460",1.455
"461",1.233
"462",0.93
"463",1.131
"464",1.304
"465",1.393
"466",1.128
"467",0.801
"468",1.619
"469",1.423
"470",1.606
"471",1.395
"472",1.291
"473",1.456
"474",1.674
"475",1.256
"476",1.135
"477",1.19
"478",1.167
"479",1.065
"480",1.292
"481",0.575
"482",1.505
"483",1.239
"484",0.993
"485",0.925
"486",0.988
"487",1.171
"488",1.133
"489",1.412
"490",1.07
"491",1.272
"492",0.79
"493",1.082
"494",1.179
"495",1.109
"496",1.588
"497",1.053
"498",1.123
"499",1.246
"500",1.361
"501",0.86
"502",0.146
"503",1.252
"504",1.35
"505",0.907
"506",1.464
"507",1.067
"508",0.827
"509",0.769
"510",0.875
"511",0.668
"512",0.999
"513",1.252
"514",1.439
"515",1.206
"516",0.797
"517",0.724
"518",0.867
"519",1.333
"520",1.306
"521",1.058
"522",1.44
"523",1.239
"524",1.611
"525",1.403
"526",0.754
"527",0.129
"528",1.075
"529",0.841
"530",0.752
"531",1.446
"532",1.01
"533",1.034
"534",1.016
"535",0.396
"536",1.101
"537",0.645
"538",1.342
"539",1.146
"540",0.943
"541",0.755
"542",1.406
"543",0.86
"544",0.89
"545",1.01
"546",0.85
"547",0.444
"548",0.573
"549",0.19
"550",0.985
"551",0.873
"552",1.209
"553",0.689
"554",0.604
"555",1.035
"556",1.12
"557",1.138
"558",0.935
"559",0.268
"560",1.051
"561",0.935
"562",0.679
"563",0.909
"564",0.819
"565",1.106
"566",1.024
"567",1.352
"568",0.796
"569",1.122
"570",1.472
"571",1.342
"572",1.404
"573",0.978
"574",0.612
"575",1.077
"576",1.02
"577",1.311
"578",1.279
"579",0.648
"580",1.193
"581",0.761
"582",1.07
"583",0.716
"584",0.804
"585",1.326
"586",1.551
"587",0.858
"588",0.406
"589",0.851
"590",1.007
"591",0.955
"592",0.612
"593",1.029
"594",0.619
"595",1.024
"596",1.256
"597",1.022
"598",1.063
"599",0.631
"600",0.788
"601",1.154
"602",1.336
"603",1.206
"604",0.955
"605",0.992
"606",0.68
"607",1.042
"608",1.225
"609",1.762
"610",1.018
"611",0.684
"612",0.097
"613",1.079
"614",0.888
"615",1.08
"616",1.205
"617",0.927
"618",0.926
"619",1.32
"620",1.407
"621",1.014
"622",0.812
"623",1.152
"624",1.351
"625",1.013
"626",0.183
"627",0.362
"628",1.059
"629",1.28
"630",0.002
"631",0.938
"632",1.009
"633",0.83
"634",1.3
"635",1.058
"636",0.691
"637",0.809
"638",0.217
"639",0.157
"640",0.588
"641",0.748
"642",1.109
"643",1.096
"644",0.626
"645",0.907
"646",0.767
"647",1.178
"648",0.887
"649",0.599
"650",0.93
"651",1.149
"652",1.052
"653",1.187
"654",1.309
"655",0.973
"656",0.908
"657",1.33
"658",0.624
"659",1.66
"660",0.967
"661",1.397
"662",1.289
"663",1.587
"664",1.517
"665",1.254
"666",1.077
"667",1.147
"668",1.234
"669",1.646
"670",1.657
"671",1.844
"672",1.288
"673",0.875
"674",1.053
"675",1.229
"676",1.051
"677",1.665
"678",0.298
"679",1.272
"680",1.277
"681",1.458
"682",1.139
"683",0.613
"684",0.091
"685",0.803
"686",0.251
"687",0.877
"688",0.875
"689",0.909
"690",0.371
"691",1.433
"692",1.517
"693",1.119
"694",1.316
"695",1.265
"696",1.187
"697",1.225
"698",1.064
"699",0.793
"700",1.148
"701",0.761
"702",1.264
"703",0.681
"704",1.103
"705",0.339
"706",0.93
"707",1.182
"708",1.54
"709",1.397
"710",1.429
"711",0.573
"712",1.658
"713",1.243
"714",1.339
"715",1.433
"716",1.484
"717",0.652
"718",1.185
"719",1.416
"720",1.365
"721",0.959
"722",1.065
"723",1.047
"724",1.396
"725",0.215
"726",1.383
"727",0.943
"728",1.474
"729",1.136
"730",1.134
"731",1.339
"732",1.633
"733",0.853
"734",1.684
"735",1.172
"736",1.73
"737",1.85
"738",1.555
"739",1.422
"740",0.894
"741",0.578
"742",1.081
"743",0.738
"744",1.175
"745",1.247
"746",0.306
"747",1.275
"748",0.752
"749",1.071
"750",0.632
"751",0.702
"752",1.505
"753",0.729
"754",0.918
"755",0.41
"756",0.373
"757",0.601
"758",1.158
"759",0.571
"760",1.324
"761",0.267
"762",1.039
"763",0.803
"764",0.886
"765",0.511
"766",0.723
"767",1.045
"768",1.121
"769",0.959
"770",1.006
"771",0.829
"772",0.97
"773",1.36
"774",1.048
"775",1.179
"776",0.542
"777",1.229
"778",0.63
"779",0.36
"780",0.79
"781",1.051
"782",0.66
"783",1.181
"784",1.512
"785",1.302
"786",1.403
"787",1.289
"788",0.914
"789",1.02
"790",0.916
"791",0.026
"792",0.749
"793",0.837
"794",0.357
"795",0.591
"796",0.555
"797",0.56
"798",0.791
"799",0.691
"800",0.585
"801",0.741
"802",0.967
"803",0.906
"804",0.865
"805",1.161
"806",0.563
"807",1.045
"808",0.691
"809",0.957
"810",1.117
"811",1.269
"812",0.638
"813",1.119
"814",0.81
"815",1.272
"816",0.007
"817",0.801
"818",1.149
"819",0.423
"820",1.4
"821",0.954
"822",0.905
"823",1.349
"824",1.342
"825",0.496
"826",0.615
"827",0.463
"828",0.857
"829",1.263
"830",1.022
"831",0.952
"832",0.807
"833",1.007
"834",1.069
"835",1.425
"836",0.377
"837",0.661
"838",0.896
"839",1.373
"840",1.205
"841",1.387
"842",1.514
"843",0.719
"844",1.183
"845",0.726
"846",1.178
"847",1.102
"848",1.185
"849",1.497
"850",0.687
"851",1.377
"852",1.438
"853",1.564
"854",1.224
"855",0.617
"856",1.647
"857",1.64
"858",0.849
"859",0.87
"860",1.004
"861",0.769
"862",0.65
"863",0.962
"864",0.433
"865",1.129
"866",1.427
"867",0.702
"868",0.964
"869",1.326
"870",1.012
"871",0.754
"872",0.791
"873",0.559
"874",1.027
"875",0.42
"876",1.436
"877",0.729
"878",0.964
"879",1.282
"880",1.053
"881",0.943
"882",0.427
"883",0.161
"884",0.839
"885",1.16
"886",0.908
"887",1.477
"888",1.292
"889",1.344
"890",1.354
"891",0.546
"892",1.412
"893",0.451
"894",1.158
"895",1.526
"896",1.626
"897",1.221
"898",0.861
"899",1.027
"900",0.584
"901",0.133
"902",0.834
"903",1.111
"904",1.212
"905",1.366
"906",1.586
"907",1.153
"908",0.523
"909",0.712
"910",1.042
"911",1.082
"912",1.675
"913",1.236
"914",1.125
"915",0.328
"916",1.316
"917",1.116
"918",0.929
"919",1.077
"920",1.003
"921",1.263
"922",0.752
"923",1.231
"924",0.491
"925",1.139
"926",1.417
"927",1.472
"928",1.156
"929",1.08
"930",1.619
"931",1.004
"932",1.077
"933",0.425
"934",0.914
"935",1.041
"936",1.242
"937",1.356
"938",0.737
"939",0.927
"940",0.853
"941",1.294
"942",1.307
"943",1.197
"944",0.847
"945",0.733
"946",0.4
"947",1.038
"948",0.944
"949",1.237
"950",1.299
"951",1.126
"952",0.534
"953",1.394
"954",1.323
"955",1.007
"956",1.642
"957",1.043
"958",1.045
"959",0.971
"960",1.219
"961",1.091
"962",0.482
"963",0.927
"964",1.104
"965",1.194
"966",1.445
"967",1.442
"968",1.3
"969",0.8
"970",0.206
"971",1.321
"972",1.233
"973",0.986
"974",0.521
"975",1.177
"976",0.191
"977",0.896
"978",0.666
"979",0.88
"980",1.023
"981",1.592
"982",0.764
"983",0.851
"984",0.783
"985",0.869
"986",0.606
"987",1.16
"988",0.946
"989",0.628
"990",0.897
"991",1.067
"992",1.046
"993",1.368
"994",1.624
"995",1.719
"996",1.029
"997",0.912
"998",0.974
"999",1.62
"1000",1.558
"1001",1.549
"1002",0.554
"1003",0.699
"1004",0.431
"1005",0.605
"1006",1.335
"1007",1.215
"1008",1.162
"1009",1.04
"1010",1.029
"1011",1.209
"1012",0.653
"1013",1.06
"1014",0.285
"1015",0.925
"1016",1.084
"1017",0.681
"1018",0.266
"1019",0.692
"1020",0.893
"1021",1.338
"1022",1.196
"1023",0.938
"1024",0.233
"1025",0.904
"1026",1.346
"1027",0.372
"1028",1.672
"1029",1.675
"1030",0.796
"1031",1.005
"1032",0.937
"1033",0.129
"1034",0.939
"1035",0.837
"1036",0.883
"1037",1.102
"1038",0.421
"1039",0.869
"1040",0.67
"1041",1.141
"1042",1.287
"1043",0.65
"1044",0.117
"1045",0.99
"1046",0.753
"1047",1.269
"1048",1.262
"1049",1.124
"1050",1.107
"1051",1.515
"1052",1.245
"1053",1.144
"1054",0.851
"1055",1.381
"1056",1.197
"1057",1.169
"1058",0.218
"1059",0.227
"1060",1.584
"1061",0.927
"1062",0.975
"1063",0.811
"1064",0.742
"1065",0.827
"1066",1.348
"1067",1.688
"1068",1.399
"1069",0.757
"1070",0.801
"1071",1.362
"1072",0.964
"1073",0.242
"1074",1.094
"1075",0.847
"1076",1.203
"1077",1.089
"1078",1.233
"1079",1.173
"1080",1.115
"1081",1.189
"1082",0.884
"1083",0.779
"1084",0.784
"1085",1.266
"1086",1.225
"1087",0.677
"1088",1.137
"1089",0.919
"1090",1.691
"1091",1.123
"1092",1.457
"1093",1.223
"1094",1.119
"1095",0.565
"1096",0.907
"1097",0.945
"1098",0.942
"1099",1.509
"1100",1.486
"1101",0.945
"1102",0.582
"1103",1.075
"1104",0.969
"1105",0.672
"1106",0.816
"1107",0.928
"1108",0.814
"1109",0.945
"1110",0.439
"1111",0.896
"1112",1.434
"1113",1.211
"1114",1.519
"1115",1.068
"1116",0.677
"1117",1.323
"1118",0.794
"1119",1.124
"1120",1.057
"1121",0.933
"1122",1.222
"1123",1.039
"1124",0.958
"1125",0.357
"1126",0.562
"1127",1.055
"1128",0.706
"1129",0.85
"1130",0.875
"1131",1.245
"1132",0.692
"1133",1.063
"1134",1.026
"1135",0.928
"1136",0.395
"1137",1.012
"1138",0.453
"1139",1.262
"1140",0.926
"1141",1.532
"1142",0.952
"1143",0.456
"1144",1.187
"1145",1.856
"1146",1.436
"1147",1.586
"1148",0.963
"1149",1.075
"1150",1.22
"1151",0.989
"1152",1.34
"1153",1.705
"1154",1.242
"1155",1.252
"1156",0.615
"1157",1.384
"1158",1.052
"1159",0.994
"1160",0.624
"1161",1.091
"1162",0.771
"1163",0.854
"1164",0.787
"1165",0.111
"1166",0.369
"1167",0.786
"1168",1.35
"1169",0.98
"1170",0.72
"1171",0.998
"1172",1.266
"1173",1.205
"1174",1.572
"1175",0.918
"1176",0.744
"1177",0.651
"1178",1.007
"1179",1.345
"1180",1.436
"1181",0.809
"1182",0.721
"1183",0.723
"1184",1.121
"1185",1.028
"1186",0.599
"1187",1.407
"1188",0.562
"1189",0.712
"1190",1.02
"1191",1.217
"1192",1.498
"1193",0.539
"1194",0.836
"1195",0.894
"1196",0.924
"1197",0.749
"1198",0.961
"1199",1.164
"1200",1.413
"1201",1.062
"1202",0.481
"1203",0.721
"1204",1.16
"1205",0.682
"1206",0.653
"1207",1.496
"1208",1.116
"1209",0.929
"1210",0.668
"1211",1.334
"1212",0.775
"1213",0.896
"1214",0.972
"1215",1.374
"1216",0.952
"1217",0.929
"1218",0.757
"1219",0.816
"1220",1.167
"1221",1.01
"1222",0.166
"1223",0.402
"1224",0.143
"1225",1.05
"1226",0.878
"1227",0.783
"1228",0.912
"1229",0.998
"1230",0.211
"1231",0.738
"1232",1.341
"1233",0.994
"1234",1.28
"1235",1.575
"1236",0.886
"1237",1.323
"1238",1.248
"1239",0.492
"1240",0.944
"1241",0.612
"1242",0.889
"1243",0.616
"1244",0.933
"1245",0.916
"1246",0.838
"1247",1.028
"1248",1
"1249",1.29
"1250",0.737
"1251",0.618
"1252",1.056
"1253",1.13
"1254",1.49
"1255",1.242
"1256",0.786
"1257",0.549
"1258",0.709
"1259",0.419
"1260",1.435
"1261",1.363
"1262",0.823
"1263",1.239
"1264",1.573
"1265",1.08
"1266",0.666
"1267",0.604
"1268",1.452
"1269",0.652
"1270",0.741
"1271",0.687
"1272",0.804
"1273",0.789
"1274",1.152
"1275",1.143
"1276",1.107
"1277",1.183
"1278",1.021
"1279",1.57
"1280",1.615
"1281",1.464
"1282",1.061
"1283",0.598
"1284",1.076
"1285",1.625
"1286",1.497
"1287",1.633
"1288",1.82
"1289",1.221
"1290",0.296
"1291",1.391
"1292",0.691
"1293",1.265
"1294",1.202
"1295",1.245
"1296",0.829
"1297",0.47
"1298",1.614
"1299",0.287
"1300",0.776
"1301",1.077
"1302",0.696
"1303",0.968
"1304",0.562
"1305",0.793
"1306",1.206
"1307",0.586
"1308",1.332
"1309",1.3
"1310",1.109
"1311",0.918
"1312",0.877
"1313",0.994
"1314",0.91
"1315",1.163
"1316",1.146
"1317",0.914
"1318",0.774
"1319",0.784
"1320",0.468
"1321",1.116
"1322",1.118
"1323",1.232
"1324",1.015
"1325",0.874
"1326",0.988
"1327",0.809
"1328",0.221
"1329",1.374
"1330",1.405
"1331",1.243
"1332",1.091
"1333",0.568
"1334",0.775
"1335",1.386
"1336",1.308
"1337",1.711
"1338",1.459
"1339",1.218
"1340",0.923
"1341",0.828
"1342",1.469
"1343",0.838
"1344",1.219
"1345",1.239
"1346",1.75
"1347",1.124
"1348",0.872
"1349",0.963
"1350",0.965
"1351",1.068
"1352",1.169
"1353",1.132
"1354",1.129
"1355",1.011
"1356",0.68
"1357",1.098
"1358",0.945
"1359",1.429
"1360",1.006
"1361",0.838
"1362",0.509
"1363",0.747
"1364",1.231
"1365",1.468
"1366",1.32
"1367",1.088
"1368",1.221
"1369",0.327
"1370",1.043
"1371",1.003
"1372",0.013
"1373",0.36
"1374",0.091
"1375",1.565
"1376",1.17
"1377",1.365
"1378",0.919
"1379",0.916
"1380",1.005
"1381",1.364
"1382",0.166
"1383",0.873
"1384",1.271
"1385",1.059
"1386",0.694
"1387",0.399
"1388",1.466
"1389",0.873
"1390",0.852
"1391",0.837
"1392",1.11
"1393",0.564
"1394",1.153
"1395",0
"1396",1.252
"1397",1.013
"1398",0.508
"1399",0.834
"1400",1.121
"1401",0.991
"1402",1.207
"1403",1.518
"1404",1.027
"1405",0.314
"1406",0.456
"1407",0.902
"1408",1.146
"1409",1.175
"1410",1.131
"1411",1.525
"1412",1.683
"1413",1.011
"1414",1.189
"1415",0.903
"1416",1.022
"1417",1.568
"1418",1.17
"1419",1.214
"1420",1.274
"1421",1.04
"1422",1.143
"1423",1.365
"1424",0.866
"1425",1.121
"1426",0.618
"1427",1.271
"1428",1.549
"1429",1.262
"1430",0.982
"1431",1.228
"1432",0.054
"1433",1.483
"1434",1.577
"1435",1.038
"1436",0.972
"1437",0.603
"1438",0.802
"1439",1.201
"1440",1.34
"1441",1.029
"1442",0.634
"1443",0.842
"1444",1.178
"1445",1.428
"1446",0.954
"1447",0.902
"1448",0.876
"1449",1.2
"1450",1.234
"1451",1.416
"1452",1.195
"1453",0.798
"1454",0.709
"1455",1.109
"1456",1.071
"1457",1.124
"1458",1.13
"1459",0.693
"1460",0.833
"1461",1.259
"1462",0.985
"1463",1.232
"1464",1.383
"1465",0.91
"1466",1.48
"1467",1.561
"1468",1.697
"1469",1.067
"1470",1.496
"1471",1.884
"1472",0.943
"1473",0.982
"1474",1.57
"1475",1.125
"1476",1.516
"1477",1.326
"1478",0.874
"1479",1.374
"1480",1.039
"1481",1.192
"1482",0.771
"1483",0.312
"1484",0.825
"1485",0.981
"1486",0.569
"1487",0.565
"1488",1.011
"1489",1.025
"1490",0.901
"1491",1.261
"1492",1.092
"1493",1.027
"1494",1.021
"1495",1.125
"1496",0.817
"1497",1.107
"1498",1.077
"1499",1.387
"1500",1.026
"1501",1.101
"1502",0.917
"1503",0.63
"1504",1.035
"1505",1.033
"1506",1.051
"1507",1.062
"1508",0.928
"1509",1.042
"1510",0.744
"1511",0.471
"1512",1.108
"1513",0.976
"1514",0.221
"1515",0.786
"1516",0.918
"1517",0.915
"1518",0.946
"1519",0.629
"1520",1.123
"1521",1.025
"1522",0.854
"1523",1.187
"1524",0.572
"1525",0.798
"1526",1.482
"1527",0.874
"1528",0.394
"1529",1.397
"1530",0.707
"1531",1.475
"1532",1.587
"1533",1.027
"1534",0.569
"1535",1.19
"1536",0.666
"1537",1.338
"1538",0.991
"1539",1.498
"1540",1.02
"1541",1.248
"1542",1.158
"1543",0.96
"1544",1.194
"1545",1.216
"1546",0.883
"1547",1.262
"1548",1.673
"1549",1.076
"1550",1.227
"1551",1.036
"1552",1.028
"1553",1.51
"1554",1.493
"1555",1.137
"1556",0.669
"1557",1.175
"1558",0.789
"1559",1.423
"1560",1.334
"1561",0.819
"1562",0.894
"1563",0.943
"1564",1.017
"1565",1.176
"1566",1.329
"1567",1.155
"1568",0.962
"1569",1.207
"1570",0.384
"1571",0.345
"1572",0.898
"1573",0.486
"1574",0.891
"1575",1.2
"1576",1.339
"1577",0.85
"1578",0.829
"1579",1.453
"1580",1.276
"1581",0.744
"1582",1.403
"1583",0.788
"1584",0.663
"1585",0.773
"1586",0.933
"1587",0.904
"1588",0.916
"1589",1.038
"1590",1.288
"1591",0.867
"1592",0.051
"1593",0.506
"1594",1.107
"1595",1.215
"1596",1.105
"1597",1.411
"1598",1.573
"1599",1.73
"1600",1.252
"1601",1.779
"1602",1.525
"1603",1.604
"1604",1.416
"1605",1.33
"1606",1.452
"1607",1.2
"1608",1.328
"1609",1.229
"1610",1.184
"1611",1.327
"1612",1.394
"1613",1.051
"1614",1.295
"1615",0.404
"1616",1.184
"1617",1.312
"1618",0.818
"1619",1.203
"1620",0.426
"1621",0.946
"1622",0.798
"1623",0.991
"1624",0.997
"1625",0.303
"1626",0.873
"1627",0.612
"1628",1.269
"1629",1.059
"1630",1.16
"1631",1.002
"1632",0.992
"1633",1.406
"1634",0.269
"1635",0.648
"1636",0.823
"1637",0.652
"1638",1.053
"1639",0.976
"1640",1.404
"1641",0.692
"1642",1.001
"1643",1.05
"1644",1.372
"1645",0.935
"1646",0.206
"1647",0.411
"1648",1.019
"1649",1.271
"1650",0.982
"1651",1.307
"1652",0.947
"1653",0.841
"1654",1.217
"1655",1.162
"1656",0.656
"1657",1.089
"1658",0.569
"1659",1.129
"1660",1.441
"1661",1.176
"1662",1.229
"1663",1.34
"1664",1.1
"1665",1.071
"1666",0.217
"1667",0.917
"1668",0.952
"1669",1.192
"1670",1.128
"1671",1.322
"1672",1.418
"1673",1.406
"1674",0.43
"1675",1.253
"1676",0.751
"1677",1.343
"1678",0.944
"1679",0.936
"1680",1.095
"1681",0.885
"1682",1.074
"1683",0.91
"1684",0.972
"1685",1.222
"1686",0.805
"1687",1.042
"1688",1.109
"1689",0.881
"1690",0.682
"1691",0.912
"1692",0.676
"1693",0.718
"1694",1.399
"1695",0.69
"1696",0.772
"1697",1.047
"1698",0.852
"1699",1.075
"1700",0.725
"1701",0.646
"1702",0.823
"1703",1.163
"1704",0.844
"1705",1.132
"1706",1.082
"1707",1.651
"1708",1.445
"1709",1.176
"1710",0.976
"1711",0.845
"1712",0.257
"1713",0.8
"1714",1.165
"1715",1.159
"1716",1.143
"1717",1.11
"1718",1.135
"1719",0.779
"1720",0.599
"1721",1.028
"1722",1.08
"1723",1.21
"1724",1.131
"1725",1.156
"1726",1.117
"1727",1.239
"1728",0.786
"1729",0.978
"1730",0.892
"1731",1.129
"1732",1.074
"1733",0.878
"1734",1.043
"1735",1.019
"1736",0.898
"1737",0.309
"1738",1.083
"1739",1.386
"1740",1.414
"1741",1.315
"1742",1.199
"1743",0.146
"1744",0.988
"1745",0.614
"1746",0.858
"1747",1.063
"1748",0.885
"1749",1.047
"1750",1.085
"1751",0.873
"1752",0.768
"1753",1.129
"1754",0.676
"1755",0.743
"1756",0.514
"1757",0.795
"1758",0.923
"1759",1.028
"1760",1.383
"1761",1.081
"1762",1.036
"1763",1.454
"1764",0.97
"1765",0.758
"1766",1.082
"1767",0.741
"1768",0.57
"1769",1.041
"1770",1.093
"1771",1.381
"1772",1.325
"1773",0.811
"1774",1.012
"1775",0.854
"1776",0.595
"1777",1.015
"1778",0.89
"1779",0.807
"1780",0.719
"1781",1.119
"1782",0.98
"1783",1.281
"1784",1.172
"1785",0.832
"1786",1.033
"1787",1.161
"1788",0.948
"1789",1.029
"1790",1.317
"1791",1.248
"1792",0.984
"1793",1.4
"1794",0.775
"1795",0.685
"1796",0.818
"1797",0.823
"1798",0.656
"1799",0.855
"1800",0.259
"1801",0.134
"1802",0.873
"1803",0.607
"1804",0.647
"1805",0.978
"1806",0.894
"1807",0.58
"1808",0.476
"1809",0.693
"1810",1.075
"1811",0.93
"1812",1.122
"1813",1.148
"1814",0.807
"1815",1.242
"1816",0.978
"1817",1.005
"1818",1.257
"1819",1.471
"1820",1.345
"1821",1.206
"1822",1.502
"1823",0.634
"1824",0.879
"1825",0.799
"1826",0.963
"1827",1.114
"1828",1.344
"1829",1.052
"1830",0.988
"1831",0.34
"1832",1.037
"1833",0.346
"1834",0.528
"1835",1.197
"1836",1.323
"1837",1.503
"1838",1.136
"1839",1.146
"1840",1.258
"1841",0.419
"1842",1.017
"1843",1.14
"1844",1.175
"1845",0.724
"1846",0.978
"1847",0.671
"1848",0.617
"1849",0.792
"1850",1.124
"1851",1.027
"1852",1.011
"1853",1.121
"1854",0.926
"1855",1.018
"1856",0.968
"1857",0.913
"1858",1.202
"1859",1.355
"1860",1.196
"1861",1.152
"1862",1.17
"1863",1.072
"1864",0.44
"1865",0.773
"1866",1.165
"1867",1.157
"1868",1.336
"1869",1.51
"1870",0.883
"1871",0.849
"1872",0.446
"1873",0.862
"1874",0.968
