stf	 ctyf	countyNm	 stateAb	 totPop	 hHolds	 land	 lat	 lon
19	8100	Hancock            	IA	12638	5236	1479266	43086340	-93742557
19	8300	Hardin             	IA	19094	8419	1474516	42379717	-93241515
19	8500	Harrison           	IA	14730	6175	1804853	41687151	-95809926
19	8700	Henry              	IA	19226	7507	1125282	40988540	-91543838
19	8900	Howard             	IA	9809	4155	1226202	43352475	-92315493
19	9100	Humboldt           	IA	10756	4670	1125181	42782088	-94202591
19	9300	Ida                	IA	8365	3473	1118201	42381458	-95513075
19	9500	Iowa               	IA	14630	6003	1519044	41687503	-92065664
19	9700	Jackson            	IA	19950	8426	1647628	42164952	-90576042
19	9900	Jasper             	IA	34795	14338	1890791	41685998	-93052619
19	10100	Jefferson          	IA	16310	6739	1127646	41033282	-91948011
19	10300	Johnson            	IA	96119	37210	1591651	41665667	-91589563
19	10500	Jones              	IA	19444	7366	1490167	42120175	-91131197
19	10700	Keokuk             	IA	11624	5024	1500224	41336959	-92180601
19	10900	Kossuth            	IA	18591	7765	2520257	43204989	-94196696
19	11100	Lee                	IA	38687	16443	1340114	40644531	-91478060
19	11300	Linn               	IA	168767	68357	1858359	42079317	-91594893
19	11500	Louisa             	IA	11592	5044	1041026	41217415	-91261528
19	11700	Lucas              	IA	9070	4179	1115238	41027345	-93326667
19	11900	Lyon               	IA	11952	4561	1521757	43373076	-96209069
19	12100	Madison            	IA	12483	4995	1453427	41330604	-94014932
19	12300	Mahaska            	IA	21522	8977	1478752	41333869	-92644966
19	12500	Marion             	IA	30001	11420	1435531	41334627	-93101356
19	12700	Marshall           	IA	38276	15862	1482433	42033473	-93001746
19	12900	Mills              	IA	13202	5004	1130705	41033605	-95618292
19	13100	Mitchell           	IA	10928	4514	1214585	43358923	-92786385
19	13300	Monona             	IA	10034	4555	1795280	42050438	-95953364
19	13500	Monroe             	IA	8114	3740	1122611	41028619	-92869761
19	13700	Montgomery         	IA	12076	5363	1097914	41031473	-95156377
19	13900	Muscatine          	IA	39907	16044	1136210	41487343	-91113265
19	14100	O'Brien            	IA	15444	6476	1484414	43084046	-95625507
19	14300	Osceola            	IA	7267	2998	1032887	43377347	-95619348
19	14500	Page               	IA	16870	7339	1385285	40738139	-95149618
19	14700	Palo Alto          	IA	10669	4826	1460440	43090980	-94679762
19	14900	Plymouth           	IA	23388	8806	2236805	42736720	-96216082
19	15100	Pocahontas         	IA	9525	4193	1496356	42733449	-94678171
19	15300	Polk               	IA	327140	135979	1474960	41680800	-93568953
19	15500	Pottawattamie      	IA	82628	32831	2471710	41339650	-95545890
19	15700	Poweshiek          	IA	19033	8199	1515351	41694480	-92531890
19	15900	Ringgold           	IA	5420	2713	1392666	40735000	-94244289
19	16100	Sac                	IA	12324	5648	1491417	42386706	-95103827
19	16300	Scott              	IA	150979	61379	1185996	41641600	-90622189
19	16500	Shelby             	IA	13230	5430	1530473	41679068	-95308893
19	16700	Sioux              	IA	29903	10333	1988986	43082979	-96177420
19	16900	Story              	IA	74252	26847	1483779	42036923	-93466437
19	17100	Tama               	IA	17419	7417	1868308	42081370	-92532090
19	17300	Taylor             	IA	7114	3307	1383005	40733980	-94692003
19	17500	Union              	IA	12750	5622	1099226	41027669	-94242081
19	17700	Van Buren          	IA	7676	3529	1256803	40754570	-91953155
19	17900	Wapello            	IA	35687	15640	1118480	41029909	-92409287
19	18100	Warren             	IA	36033	13157	1480652	41333408	-93560432
19	18300	Washington         	IA	19612	7866	1473258	41337091	-91716737
19	18500	Wayne              	IA	7067	3334	1361412	40738437	-93326465
19	18700	Webster            	IA	40342	17063	1852559	42434148	-94178790
19	18900	Winnebago          	IA	12122	5030	1037251	43378350	-93725049
19	19100	Winneshiek         	IA	20847	7726	1786219	43290968	-91843213
19	19300	Woodbury           	IA	98276	39071	2260177	42388101	-96036639
19	19500	Worth              	IA	7991	3443	1036040	43376176	-93265570
19	19700	Wright             	IA	14269	6636	1504172	42732980	-93734605
20	100	Allen              	KS	14638	6454	1302932	37888433	-95300019
20	300	Anderson           	KS	7803	3514	1509908	38215679	-95292028
20	500	Atchison           	KS	16932	6691	1119807	39530584	-95314265
20	700	Barber             	KS	5874	3120	2937501	37224394	-98684494
20	900	Barton             	KS	29382	13144	2315573	38479997	-98755422
20	1100	Bourbon            	KS	14966	6920	1650194	37856089	-94850608
20	1300	Brown              	KS	11128	4890	1478125	39822919	-95562123
20	1500	Butler             	KS	50580	20072	3698917	37773619	-96833952
20	1700	Chase              	KS	3021	1547	2009683	38301526	-96593025
20	1900	Chautauqua         	KS	4407	2249	1662083	37154658	-96245394
20	2100	Cherokee           	KS	21374	9428	1520771	37169417	-94845511
20	2300	Cheyenne           	KS	3243	1687	2641646	39780842	-101729512
20	2500	Clark              	KS	2418	1327	2524601	37235596	-99817804
20	2700	Clay               	KS	9158	4138	1667641	39351049	-97164368
20	2900	Cloud              	KS	11023	5198	1853583	39482838	-97655909
20	3100	Coffey             	KS	8404	3712	1632381	38237467	-95734573
20	3300	Comanche           	KS	2313	1256	2041855	37186195	-99281595
20	3500	Cowley             	KS	36915	15569	2917232	37230648	-96836897
20	3700	Crawford           	KS	35568	16526	1535816	37507735	-94851121
20	3900	Decatur            	KS	4021	2063	2314410	39784953	-100460052
20	4100	Dickinson          	KS	18958	8415	2197463	38864092	-97157586
20	4300	Doniphan           	KS	8134	3337	1015813	39788908	-95147708
20	4500	Douglas            	KS	81798	31782	1183540	38884404	-95286933
20	4700	Edwards            	KS	3787	1867	1611113	37883476	-99304068
20	4900	Elk                	KS	3327	1743	1677947	37456649	-96244716
20	5100	Ellis              	KS	26004	11115	2331045	38916464	-99314761
20	5300	Ellsworth          	KS	6586	3317	1854269	38695772	-98204928
20	5500	Finney             	KS	33070	11696	3367402	38046735	-100746062
20	5700	Ford               	KS	27463	10842	2845278	37691991	-99883228
20	5900	Franklin           	KS	21994	8926	1486407	38567251	-95287808
20	6100	Geary              	KS	30453	11952	995269	38996321	-96749488
20	6300	Gove               	KS	3231	1494	2775093	38921015	-100491052
20	6500	Graham             	KS	3543	1753	2326680	39348969	-99880425
20	6700	Grant              	KS	7159	2599	1489027	37563003	-101309300
20	6900	Gray               	KS	5396	2114	2250578	37744603	-100424208
20	7100	Greeley            	KS	1774	801	2015159	38472798	-101804358
20	7300	Greenwood          	KS	7847	4243	2952130	37878126	-96228051
20	7500	Hamilton           	KS	2388	1214	2581025	37993050	-101793222
20	7700	Harper             	KS	7124	3481	2075848	37197700	-98078004
20	7900	Harvey             	KS	31028	12290	1397119	38044455	-97424917
20	8100	Haskell            	KS	3886	1586	1495444	37562776	-100872917
20	8300	Hodgeman           	KS	2177	1022	2227341	38087507	-99898096
20	8500	Jackson            	KS	11525	4564	1701247	39420659	-95797903
20	8700	Jefferson          	KS	15905	6314	1388639	39228657	-95381731
20	8900	Jewell             	KS	4251	2409	2354865	39785619	-98218036
20	9100	Johnson            	KS	355054	144155	1234856	38884350	-94822151
20	9300	Kearny             	KS	4027	1561	2253421	37995167	-101312731
20	9500	Kingman            	KS	8292	3645	2237037	37560478	-98135217
20	9700	Kiowa              	KS	3660	1738	1871115	37558737	-99286898
20	9900	Labette            	KS	23693	10641	1680669	37191476	-95297611
20	10100	Lane               	KS	2375	1117	1857710	38481478	-100465793
20	10300	Leavenworth        	KS	64371	21264	1199966	39202416	-95038054
20	10500	Lincoln            	KS	3653	1864	1861951	39043990	-98211032
20	10700	Linn               	KS	8254	4811	1550805	38207123	-94840875
20	10900	Logan              	KS	3081	1466	2779242	38916481	-101146684
20	11100	Lyon               	KS	34732	14346	2204069	38461626	-96150180
20	11500	Marion             	KS	12888	5659	2442786	38361564	-97097694
20	11700	Marshall           	KS	11705	5269	2337800	39778534	-96529168
20	11300	McPherson          	KS	27268	10941	2330525	38387996	-97647545
20	11900	Meade              	KS	4247	2049	2534258	37240009	-100359257
20	12100	Miami              	KS	23466	8971	1493802	38564655	-94833526
20	12300	Mitchell           	KS	7203	3359	1812778	39393310	-98206530
20	12500	Montgomery         	KS	38816	17920	1671224	37189342	-95741752
20	12700	Morris             	KS	6198	3149	1806361	38686623	-96643488
20	12900	Morton             	KS	3480	1515	1890623	37197732	-101808049
20	13100	Nemaha             	KS	10446	4319	1862401	39776155	-96018778
20	13300	Neosho             	KS	17035	7726	1481252	37556830	-95301327
20	13500	Ness               	KS	4033	2048	2783760	38475432	-99915560
20	13700	Norton             	KS	5947	2798	2273694	39783841	-99898888
20	13900	Osage              	KS	15248	6324	1822315	38649921	-95727023
20	14100	Osborne            	KS	4867	2496	2311862	39349091	-98767324
20	14300	Ottawa             	KS	5634	2591	1867843	39131606	-97652807
20	14500	Pawnee             	KS	7555	3412	1953408	38181347	-99232234
20	14700	Phillips           	KS	6590	3264	2295407	39784493	-99347033
20	14900	Pottawatomie       	KS	16128	6472	2186713	39379536	-96333887
20	15100	Pratt              	KS	9702	4620	1903713	37647726	-98739785
20	15300	Rawlins            	KS	3404	1744	2770484	39789524	-101073866
20	15500	Reno               	KS	62389	26607	3249167	37960613	-98089515
20	15700	Republic           	KS	6482	3283	1855853	39828164	-97650274
20	15900	Rice               	KS	10610	4868	1881927	38347421	-98200298
20	16100	Riley              	KS	67139	22868	1578961	39292937	-96727320
20	16300	Rooks              	KS	6039	2979	2300924	39350761	-99325564
20	16500	Rush               	KS	3842	1999	1860252	38523419	-99308728
20	16700	Russell            	KS	7835	4079	2291464	38922221	-98766350
20	16900	Saline             	KS	49301	21129	1863878	38781448	-97647797
20	17100	Scott              	KS	5289	2305	1858542	38481884	-100905893
20	17300	Sedgwick           	KS	403662	170159	2590640	37683500	-97462020
20	17500	Seward             	KS	18743	7572	1656477	37191283	-100852323
20	17700	Shawnee            	KS	160976	68991	1424115	39042600	-95757807
20	17900	Sheridan           	KS	3043	1324	2321716	39350549	-100440897
20	18100	Sherman            	KS	6926	3177	2734711	39350732	-101719479
20	18300	Smith              	KS	5078	2615	2319237	39784684	-98785001
20	18500	Stafford           	KS	5365	2666	2051531	38035581	-98719561
20	18700	Stanton            	KS	2333	956	1761361	37558728	-101784221
20	18900	Stevens            	KS	5048	2116	1884478	37202609	-101318220
20	19100	Sumner             	KS	25841	10769	3061101	37229572	-97475353
20	19300	Thomas             	KS	8258	3534	2783891	39358557	-101054785
20	19500	Trego              	KS	3694	1851	2300851	38921356	-99864767
20	19700	Wabaunsee          	KS	6603	2853	2065418	38954812	-96200301
20	19900	Wallace            	KS	1821	840	2367423	38908933	-101754027
20	20100	Washington         	KS	7073	3355	2327125	39784202	-97085905
20	20300	Wichita            	KS	2758	1190	1861093	38481896	-101347098
20	20500	Wilson             	KS	10289	5091	1486414	37558943	-95741661
20	20700	Woodson            	KS	4116	2199	1296701	37887411	-95738658
20	20900	Wyandotte          	KS	161993	69102	392120	39114400	-94766174
21	100	Adair              	KY	15360	6434	1053760	37105341	-85281615
21	300	Allen              	KY	14628	6381	896502	36751657	-86190429
21	500	Anderson           	KY	14571	5804	524956	38004230	-84987520
21	700	Ballard            	KY	7902	3553	650539	37064215	-89002232
21	900	Barren             	KY	34001	14202	1271591	36960438	-85927600
21	1100	Bath               	KY	9692	4021	723773	38140254	-83740853
21	1300	Bell               	KY	31506	12568	934416	36735535	-83672646
21	1500	Boone              	KY	57589	21476	637835	38973682	-84729648
21	1700	Bourbon            	KY	19236	7781	754849	38203120	-84211010
21	1900	Boyd               	KY	51150	21365	414885	38358572	-82689394
21	2100	Boyle              	KY	25641	10191	470405	37618893	-84866034
21	2300	Bracken            	KY	7766	3166	526380	38693175	-84082706
21	2500	Breathitt          	KY	15703	6127	1282637	37519432	-83321826
21	2700	Breckinridge       	KY	16312	8261	1482583	37772639	-86431147
21	2900	Bullitt            	KY	47567	16629	774745	37970554	-85695106
21	3100	Butler             	KY	11245	4698	1108763	37209152	-86681058
21	3300	Caldwell           	KY	13232	5794	898742	37148436	-87870766
21	3500	Calloway           	KY	30735	13242	1000460	36620863	-88273921
21	3700	Campbell           	KY	83866	32910	392554	38945471	-84379405
21	3900	Carlisle           	KY	5238	2295	498569	36853875	-88977492
21	4100	Carroll            	KY	9292	3870	336965	38670063	-85127841
21	4300	Carter             	KY	24340	9290	1063521	38326314	-83051391
21	4500	Casey              	KY	14211	6046	1154191	37321965	-84928113
21	4700	Christian          	KY	68941	23429	1868327	36895050	-87491868
21	4900	Clark              	KY	29496	11635	658717	37970750	-84146026
21	5100	Clay               	KY	21746	7930	1219945	37156540	-83709327
21	5300	Clinton            	KY	9135	4189	511422	36718853	-85134674
21	5500	Crittenden         	KY	9196	4039	938002	37356633	-88089747
21	5700	Cumberland         	KY	6784	3051	792130	36781576	-85389014
21	5900	Daviess            	KY	87189	35041	1197693	37731833	-87087538
21	6100	Edmonson           	KY	10357	5009	783824	37213035	-86245617
21	6300	Elliott            	KY	6455	2639	606032	38119692	-83097943
21	6500	Estill             	KY	14614	5863	657901	37692899	-83964594
21	6700	Fayette            	KY	225366	97742	736909	38042746	-84459460
21	6900	Fleming            	KY	12292	5163	909278	38374030	-83694660
21	7100	Floyd              	KY	43586	17169	1021298	37555669	-82748301
21	7300	Franklin           	KY	43781	18543	545155	38235272	-84878616
21	7500	Fulton             	KY	8271	3684	541213	36553327	-89185312
21	7700	Gallatin           	KY	5393	2290	255998	38757005	-84862061
21	7900	Garrard            	KY	11579	4929	598861	37645027	-84535119
21	8100	Grant              	KY	15737	6543	673105	38639383	-84613029
21	8300	Graves             	KY	33550	14528	1439135	36723269	-88649823
21	8500	Grayson            	KY	21050	10446	1304562	37459654	-86345908
21	8700	Green              	KY	10371	4523	747854	37258803	-85554480
21	8900	Greenup            	KY	36742	14657	896710	38542262	-82920588
21	9100	Hancock            	KY	7864	3080	489017	37841977	-86779084
21	9300	Hardin             	KY	89240	32375	1626564	37696424	-85963418
21	9500	Harlan             	KY	36574	14735	1210046	36856186	-83215015
21	9700	Harrison           	KY	16248	6488	802173	38443589	-84332239
21	9900	Hart               	KY	14890	6501	1077316	37293149	-85887879
21	10100	Henderson          	KY	43044	17932	1139989	37798846	-87572799
21	10300	Henry              	KY	12823	5447	749398	38456092	-85123011
21	10500	Hickman            	KY	5566	2374	633173	36678159	-88975533
21	10700	Hopkins            	KY	46126	19325	1425995	37307396	-87538358
21	10900	Jackson            	KY	11955	4895	897042	37416770	-84008244
21	11100	Jefferson          	KY	664937	282578	997439	38187950	-85661571
21	11300	Jessamine          	KY	30508	11209	448498	37871789	-84582333
21	11500	Johnson            	KY	23248	9381	677448	37844267	-82829564
21	11700	Kenton             	KY	142031	56086	421064	38932972	-84536136
21	11900	Knott              	KY	17906	6718	912233	37347339	-82954044
21	12100	Knox               	KY	29676	11731	1004084	36889836	-83851784
21	12300	Larue              	KY	11679	4824	682322	37553255	-85698105
21	12500	Laurel             	KY	43438	16923	1128447	37111340	-84120008
21	12700	Lawrence           	KY	13998	5684	1084838	38061108	-82732444
21	12900	Lee                	KY	7422	3025	543561	37590500	-83717726
21	13100	Leslie             	KY	13642	5038	1046470	37094172	-83384249
21	13300	Letcher            	KY	27000	10808	878143	37117409	-82854623
21	13500	Lewis              	KY	13029	5328	1254887	38530838	-83385157
21	13700	Lincoln            	KY	20045	7985	871681	37455966	-84659333
21	13900	Livingston         	KY	9062	4177	818720	37211522	-88346775
21	14100	Logan              	KY	24416	10303	1439316	36857973	-86878708
21	14300	Lyon               	KY	6624	3460	558797	37015440	-88078862
21	15100	Madison            	KY	57508	21456	1141451	37723106	-84277115
21	15300	Magoffin           	KY	13077	4800	801487	37699156	-83064683
21	15500	Marion             	KY	16499	6115	897897	37554214	-85269585
21	15700	Marshall           	KY	27205	12528	789721	36880682	-88335219
21	15900	Martin             	KY	12526	4697	597552	37798636	-82520177
21	16100	Mason              	KY	16666	7089	624521	38595807	-83826232
21	14500	McCracken          	KY	62879	27581	650461	37056230	-88716998
21	14700	McCreary           	KY	15603	6039	1107823	36739468	-84482222
21	14900	McLean             	KY	9628	4042	658667	37528453	-87261194
21	16300	Meade              	KY	24170	8907	799093	37979293	-86218205
21	16500	Menifee            	KY	5092	2421	528132	37947600	-83604271
21	16700	Mercer             	KY	19148	8212	649923	37804675	-84876374
21	16900	Metcalfe           	KY	8963	3793	753463	36989310	-85629652
21	17100	Monroe             	KY	11401	4882	856845	36710253	-85718347
21	17300	Montgomery         	KY	19561	7759	514384	38029676	-83906110
21	17500	Morgan             	KY	11648	4562	987605	37922928	-83258880
21	17700	Muhlenberg         	KY	31318	12754	1229569	37213354	-87146422
21	17900	Nelson             	KY	29710	11078	1094754	37804940	-85466193
21	18100	Nicholas           	KY	6725	2930	509248	38341087	-84013511
21	18300	Ohio               	KY	21105	8680	1537973	37473126	-86844676
21	18500	Oldham             	KY	33263	11202	490043	38397016	-85443960
21	18700	Owen               	KY	9035	4723	912127	38527003	-84829736
21	18900	Owsley             	KY	5036	2137	513086	37413523	-83689385
21	19100	Pendleton          	KY	12036	4782	725314	38693377	-84356420
21	19300	Perry              	KY	30283	11565	886183	37244940	-83225115
21	19500	Pike               	KY	72583	28760	2040211	37467971	-82393673
21	19700	Powell             	KY	11686	4458	466577	37830272	-83826033
21	19900	Pulaski            	KY	49489	22328	1713637	37102592	-84576486
21	20100	Robertson          	KY	2124	955	259190	38508266	-84051658
21	20300	Rockcastle         	KY	14803	5958	822448	37362052	-84315554
21	20500	Rowan              	KY	20353	7375	727374	38193670	-83419681
21	20700	Russell            	KY	14716	7375	656677	36989028	-85063566
21	20900	Scott              	KY	23867	9173	738636	38295620	-84579540
21	21100	Shelby             	KY	24824	9617	995046	38217531	-85194479
21	21300	Simpson            	KY	15145	6172	611762	36739568	-86581939
21	21500	Spencer            	KY	6801	2640	481522	38029590	-85323100
21	21700	Taylor             	KY	21146	8798	698887	37366266	-85330009
21	21900	Todd               	KY	10940	4415	974830	36840246	-87184928
21	22100	Trigg              	KY	10361	5284	1148301	36805604	-87875037
21	22300	Trimble            	KY	6090	2510	385548	38597562	-85338936
21	22500	Union              	KY	16557	6091	893842	37656367	-87954325
21	22700	Warren             	KY	76673	31065	1412161	36991735	-86423856
21	22900	Washington         	KY	10441	4009	778599	37752734	-85173856
21	23100	Wayne              	KY	17468	7791	1189895	36810562	-84831423
21	23300	Webster            	KY	13955	5914	866917	37516402	-87681836
21	23500	Whitley            	KY	33326	13399	1140049	36762741	-84146544
21	23700	Wolfe              	KY	6503	2779	577059	37741679	-83490428
21	23900	Woodford           	KY	19955	7689	493892	38039185	-84740817
22	100	Acadia Parish             	LA	55882	21441	1697261	30291312	-92410832
22	300	Allen Parish              	LA	21226	8275	1980255	30655811	-92827953
22	500	Ascension Parish          	LA	58214	21165	755132	30202863	-90909113
22	700	Assumption Parish         	LA	22753	8644	877280	29899078	-91063961
22	900	Avoyelles Parish          	LA	39159	15428	2156171	31070949	-92002765
22	1100	Beauregard Parish         	LA	30083	12666	3004826	30653350	-93340564
22	1300	Bienville Parish          	LA	15979	7085	2099725	32348660	-93055521
22	1500	Bossier Parish            	LA	86088	34994	2171606	32680807	-93602957
22	1700	Caddo Parish              	LA	248253	107615	2284678	32579177	-93879918
22	1900	Calcasieu Parish          	LA	168134	66426	2774416	30227817	-93357749
22	2100	Caldwell Parish           	LA	9810	4533	1371306	32087060	-92119655
22	2300	Cameron Parish            	LA	9260	5031	3400765	29846980	-93200050
22	2500	Catahoula Parish          	LA	11065	5138	1822610	31666363	-91845608
22	2700	Claiborne Parish          	LA	17405	7513	1954682	32815690	-92994416
22	2900	Concordia Parish          	LA	20828	9043	1803624	31440565	-91639577
22	3100	De Soto Parish            	LA	25346	10919	2272113	32061723	-93735952
22	3300	East Baton Rouge Parish   	LA	380105	156767	1180182	30543750	-91093592
22	3500	East Carroll Parish       	LA	9709	3563	1091619	32734118	-91235346
22	3700	East Feliciana Parish     	LA	19211	6476	1174404	30850269	-91048695
22	3900	Evangeline Parish         	LA	33274	13311	1720574	30733084	-92412131
22	4100	Franklin Parish           	LA	22387	8719	1614661	32138244	-91672716
22	4300	Grant Parish              	LA	17526	7494	1670865	31592719	-92559572
22	4500	Iberia Parish             	LA	68297	25472	1489709	29793601	-91784931
22	4700	Iberville Parish          	LA	31049	11352	1602380	30262927	-91349315
22	4900	Jackson Parish            	LA	15705	7041	1476212	32296274	-92553790
22	5300	Jefferson Davis Parish    	LA	30722	11963	1689608	30268561	-92815539
22	5100	Jefferson Parish          	LA	448306	185072	792350	29717919	-90102407
22	5900	La Salle Parish           	LA	13662	5969	1615861	31676283	-92158273
22	5500	Lafayette Parish          	LA	164762	67431	698955	30206200	-92063915
22	5700	Lafourche Parish          	LA	85860	31332	2809668	29494211	-90399013
22	6100	Lincoln Parish            	LA	41745	15286	1220936	32603902	-92663150
22	6300	Livingston Parish         	LA	70526	26848	1678494	30443633	-90731033
22	6500	Madison Parish            	LA	12463	4823	1616515	32370651	-91242787
22	6700	Morehouse Parish          	LA	31938	12314	2057274	32818017	-91799735
22	6900	Natchitoches Parish       	LA	36689	15210	3254141	31726306	-93095004
22	7100	Orleans Parish            	LA	496938	225573	467883	30065846	-89931355
22	7300	Ouachita Parish           	LA	142191	56300	1582470	32477850	-92155649
22	7500	Plaquemines Parish        	LA	25575	9432	2187630	29391156	-89481460
22	7700	Pointe Coupee Parish      	LA	22540	9695	1443659	30708212	-91600420
22	7900	Rapides Parish            	LA	131556	51239	3425707	31196500	-92535963
22	8100	Red River Parish          	LA	9387	3839	1006463	32093629	-93330889
22	8300	Richland Parish           	LA	20629	8031	1446522	32417474	-91764232
22	8500	Sabine Parish             	LA	22646	12789	2241242	31559720	-93558150
22	8700	St. Bernard Parish        	LA	66631	25147	1204771	29894986	-89346092
22	8900	St. Charles Parish        	LA	42437	16016	734674	29911796	-90356756
22	9100	St. Helena Parish         	LA	9874	3840	1057735	30820396	-90709862
22	9300	St. James Parish          	LA	20879	6934	637524	30025823	-90795960
22	9500	St. John the Baptist Paris	LA	39996	14255	566983	30118238	-90501892
22	9700	St. Landry Parish         	LA	80331	31137	2405333	30598433	-92003501
22	9900	St. Martin Parish         	LA	20000	17592	1916361	30129767	-91611972
22	9900	St. Martin Parish         	LA	23978	17592	1916361	30129767	-91611972
22	10100	St. Mary Parish           	LA	58086	21884	1587503	29635343	-91467886
22	10300	St. Tammany Parish        	LA	144508	57993	2213015	30399051	-89963627
22	10500	Tangipahoa Parish         	LA	85709	33640	2046902	30633630	-90402062
22	10700	Tensas Parish             	LA	7103	3334	1560560	32002593	-91330432
22	10900	Terrebonne Parish         	LA	96982	35416	3250606	29335346	-90837708
22	11100	Union Parish              	LA	20690	9304	2273189	32827147	-92377575
22	11300	Vermilion Parish          	LA	50055	20361	3040307	29813814	-92309156
22	11500	Vernon Parish             	LA	61961	21622	3440834	31107984	-93186452
22	11700	Washington Parish         	LA	43185	17617	1734287	30852029	-90041543
22	11900	Webster Parish            	LA	41989	18365	1543456	32703886	-93330532
22	12100	West Baton Rouge Parish   	LA	19419	7298	495264	30462652	-91312986
22	12300	West Carroll Parish       	LA	12093	4831	930916	32785817	-91453119
22	12500	West Feliciana Parish     	LA	12915	3392	1051635	30872769	-91423426
22	12700	Winn Parish               	LA	16269	7006	2461933	31945101	-92636725
23	100	Androscoggin       	ME	105259	43815	1218070	44157719	-70216924
23	300	Aroostook          	ME	86936	38421	17280311	46648386	-68590815
23	500	Cumberland         	ME	243135	109890	2164170	43827388	-70316305
23	700	Franklin           	ME	29008	17280	4397819	44976818	-70443625
23	900	Hancock            	ME	46948	30396	4115766	44566124	-68368446
23	1100	Kennebec           	ME	115904	51648	2246752	44413442	-69766433
23	1300	Knox               	ME	36310	19009	946888	44032258	-69034654
23	1500	Lincoln            	ME	30357	17538	1180007	43999772	-69525562
23	1700	Oxford             	ME	52602	29689	5382517	44486210	-70760141
23	1900	Penobscot          	ME	146601	61359	8795689	45398825	-68643219
23	2100	Piscataquis        	ME	18653	13194	10273333	45842637	-69295028
23	2300	Sagadahoc          	ME	33535	14633	657883	43907648	-69837587
23	2500	Somerset           	ME	49767	24927	10170503	45505888	-69954048
23	2700	Waldo              	ME	33018	16181	1890152	44484167	-69125218
23	2900	Washington         	ME	35308	19124	6652577	44968972	-67609990
23	3100	York               	ME	164587	79941	2566667	43407499	-70682361
24	100	Allegany           	MD	74946	32513	1101647	39630789	-78689600
24	300	Anne Arundel       	MD	427239	157194	1077317	38992333	-76569358
24	51000	Baltimore city            	MD	736014	303706	209296	39300800	-76610616
24	500	Baltimore          	MD	692134	281553	1550338	39442400	-76616864
24	900	Calvert            	MD	51372	18974	557354	38531275	-76528501
24	1100	Caroline           	MD	27035	10745	829197	38871330	-75831930
24	1300	Carroll            	MD	123372	43553	1163305	39565167	-77023948
24	1500	Cecil              	MD	71347	27656	901742	39567231	-75950080
24	1700	Charles            	MD	101154	34487	1194212	38481893	-77011636
24	1900	Dorchester         	MD	30236	14269	1444147	38418739	-76081477
24	2100	Frederick          	MD	150208	54872	1717020	39472404	-77396787
24	2300	Garrett            	MD	28138	14119	1678693	39529619	-79270271
24	2500	Harford            	MD	182132	66446	1140566	39537350	-76300012
24	2700	Howard             	MD	187328	72583	653141	39249200	-76934399
24	2900	Kent               	MD	17842	8181	723756	39230767	-76095366
24	3100	Montgomery         	MD	757027	295723	1280947	39137200	-77204532
24	3300	Prince George's    	MD	729268	270090	1259796	38830300	-76849126
24	3500	Queen Anne's       	MD	33953	13944	964082	39033340	-76083257
24	3900	Somerset           	MD	23440	9393	847514	38082400	-75858994
24	3700	St. Mary's         	MD	75974	27863	935738	38215316	-76529747
24	4100	Talbot             	MD	30549	14697	697184	38750684	-76178594
24	4300	Washington         	MD	121393	47448	1186635	39603867	-77814495
24	4500	Wicomico           	MD	74339	30108	976978	38368743	-75629208
24	4700	Worcester          	MD	35028	41800	1225713	38226323	-75282886
25	100	Barnstable         	MA	186605	135192	1025021	41719870	-70250838
25	300	Berkshire          	MA	139352	64324	2412271	42369043	-73205289
25	500	Bristol            	MA	506325	201235	1440138	41786799	-71095773
25	700	Dukes              	MA	11639	11604	268893	41374478	-70703017
25	900	Essex              	MA	670080	271977	1289998	42625730	-70872123
25	1100	Franklin           	MA	70092	30394	1818558	42583299	-72591287
25	1300	Hampden            	MA	456310	180025	1601960	42121612	-72670369
25	1500	Hampshire          	MA	146568	53068	1370182	42341302	-72661864
25	1700	Middlesex          	MA	1398468	543796	2132981	42483871	-71393650
25	1900	Nantucket          	MA	6012	7021	123755	41252985	-70126661
25	2100	Norfolk            	MA	616087	236816	1034974	42171909	-71183824
25	2300	Plymouth           	MA	435276	168555	1710918	41996232	-70729568
25	2500	Suffolk            	MA	663906	289276	151563	42357072	-70978184
25	2700	Worcester          	MA	709705	279428	3919090	42354125	-71915607
26	100	Alcona             	MI	10145	10414	1746875	44712243	-83272880
26	300	Alger              	MI	8972	5775	2377489	47160399	-86484176
26	500	Allegan            	MI	90509	36395	2143325	42565000	-86250044
26	700	Alpena             	MI	30605	14431	1487098	45037017	-83197631
26	900	Antrim             	MI	18185	13145	1235298	45005952	-85176863
26	1100	Arenac             	MI	14931	8891	950196	44045468	-83752416
26	1300	Baraga             	MI	7954	4684	2341770	46715396	-88342002
26	1500	Barry              	MI	50057	20887	1440454	42597836	-85311007
26	1700	Bay                	MI	111723	44234	1150643	43720800	-83942726
26	1900	Benzie             	MI	12200	8557	832267	44630365	-86247841
26	2100	Berrien            	MI	161378	69532	1478981	41942845	-86592260
26	2300	Branch             	MI	41502	18449	1314215	41915105	-85054402
26	2500	Calhoun            	MI	135982	55619	1836004	42252700	-85003017
26	2700	Cass               	MI	49477	22644	1274899	41913995	-85993318
26	2900	Charlevoix         	MI	21468	13119	1079643	45466102	-85457546
26	3100	Cheboygan          	MI	21398	14090	1853408	45476385	-84496125
