version	cow_v4_id	larger_war_name	larger_war_id	init_war_id	init_war_name	five_hun	annual_outcome	year	init_name	init_ccode	target_name	target_ccode	month_entry	day_entry	month_exit	day_exit	month_entry02	day_entry02	month_exit02	day_exit02	joiner	adv2name	adv2ccode	adv3name	adv3ccode	adv4name	adv4ccode	adv5name	adv5ccode	adv6name	adv6ccode	adv7name	adv7ccode	adv8name	adv8ccode	adv9name	adv9ccode	adv10name	adv10ccode	adv11name	adv11ccode	adv12name	adv12ccode	adv13name	adv13ccode	adv14name	adv14ccode	ally1name	ally1ccode	ally2name	ally2ccode	ally3name	ally3ccode	ally4name	ally4ccode	ally5name	ally5ccode	ally6name	ally6ccode	ally7name	ally7ccode	ally8name	ally8ccode	ally9name	ally9ccode	ally10name	ally10ccode	ally11name	ally11ccode	ally12name	ally12ccode	ally13name	ally13ccode	ally14name	ally14ccode	ally15name	ally15ccode	ally16name	ally16ccode
1.1	13	"Germany-Denmark 1848"	5	7	"Germany-Denmark 1848"	0	1	1849	"Germany"	255	"Denmark"	390	3	25	7	10	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	16	"RomanRepublic1849"	6	8	"RomanRepublic_France_1849"	0	1	1849	"France"	220	"Papal States"	327	4	30	7	2	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Austria-Hungary"	300	"Two Sicilies"	329	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	16	"RomanRepublic1849"	6	9	"RomanRepublic_Austria_1849"	0	1	1849	"Austria-Hungary"	300	"Papal States"	327	5	8	7	2	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"France"	220	"Two Sicilies"	329	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	16	"RomanRepublic1849"	6	10	"RomanRepublic_TwoSicilies_1849"	0	1	1849	"Two Sicilies"	329	"Papal States"	327	4	30	7	2	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"France"	220	"Austria-Hungary"	300	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	19	"LaPlata1851-1852"	7	11	"LaPlata1851-1852"	0	0	1851	"Brazil"	140	"Argentina"	160	7	19	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	19	"LaPlata1851-1852"	7	11	"LaPlata1851-1852"	0	1	1852	"Brazil"	140	"Argentina"	160	1	1	2	3	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	12	"Crimean_UK_1853-1856"	0	0	1854	"United Kingdom"	200	"Russia"	365	3	31	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"France"	220	"Turkey"	640	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	12	"Crimean_UK_1853-1856"	0	0	1855	"United Kingdom"	200	"Russia"	365	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"France"	220	"Turkey"	640	"Italy"	325	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	12	"Crimean_UK_1853-1856"	0	1	1856	"United Kingdom"	200	"Russia"	365	1	1	3	1	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"France"	220	"Turkey"	640	"Italy"	325	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	13	"Crimean_France_1853-1856"	0	0	1854	"France"	220	"Russia"	365	3	31	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"Turkey"	640	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	13	"Crimean_France_1853-1856"	0	0	1855	"France"	220	"Russia"	365	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"Turkey"	640	"Italy"	325	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	13	"Crimean_France_1853-1856"	0	1	1856	"France"	220	"Russia"	365	1	1	3	1	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"Turkey"	640	"Italy"	325	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	14	"Crimean_Italy_1853-1856"	0	0	1855	"Italy"	325	"Russia"	365	1	10	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"France"	220	"Turkey"	640	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	14	"Crimean_Italy_1853-1856"	0	1	1856	"Italy"	325	"Russia"	365	1	1	3	1	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"France"	220	"Turkey"	640	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	15	"Crimean_Turkey_1853-1856"	0	0	1853	"Turkey"	640	"Russia"	365	10	23	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	15	"Crimean_Turkey_1853-1856"	0	0	1854	"Turkey"	640	"Russia"	365	1	1	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"France"	220	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	15	"Crimean_Turkey_1853-1856"	0	0	1855	"Turkey"	640	"Russia"	365	1	1	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"France"	220	"Italy"	325	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	22	"Crimean1853-1856"	8	15	"Crimean_Turkey_1853-1856"	0	1	1856	"Turkey"	640	"Russia"	365	1	1	3	1	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"France"	220	"Italy"	325	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	25	"Anglo-Persian1856-1857"	9	16	"Anglo-Persian1856-1857"	0	0	1856	"United Kingdom"	200	"Iran"	630	10	25	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	25	"Anglo-Persian1856-1857"	9	16	"Anglo-Persian1856-1857"	0	1	1857	"United Kingdom"	200	"Iran"	630	1	1	4	5	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	28	"ItalianUnification1859"	10	17	"ItalianUnification_France_1859"	0	1	1859	"France"	220	"Austria-Hungary"	300	5	3	7	12	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Italy"	325	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	28	"ItalianUnification1859"	10	18	"ItalianUnification_Austria_1859"	0	2	1859	"Austria-Hungary"	300	"Italy"	325	4	29	7	12	-9	-9	-9	-9	0	"France"	220	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	31	"Spanish-Moroccan1859-1860"	11	19	"Spanish-Moroccan1859-1860"	0	0	1859	"Spain"	230	"Morocco"	600	10	22	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	31	"Spanish-Moroccan1859-1860"	11	19	"Spanish-Moroccan1859-1860"	0	1	1860	"Spain"	230	"Morocco"	600	1	1	3	25	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	34	"Italo-Roman1860"	12	20	"Italo-Roman1860"	0	1	1860	"Italy"	325	"Papal States"	327	9	11	9	29	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	37	"Italo-Sicilian1860-1861"	13	21	"Italo-Sicilian1860-1861"	0	0	1860	"Italy"	325	"Two Sicilies"	329	10	15	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	37	"Italo-Sicilian1860-1861"	13	21	"Italo-Sicilian1860-1861"	0	1	1861	"Italy"	325	"Two Sicilies"	329	1	1	2	13	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	40	"Franco-Mexican1862-1867"	14	22	"Franco-Mexican1862-1867"	0	0	1862	"France"	220	"Mexico"	70	4	16	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	40	"Franco-Mexican1862-1867"	14	22	"Franco-Mexican1862-1867"	0	0	1863	"France"	220	"Mexico"	70	1	1	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	40	"Franco-Mexican1862-1867"	14	22	"Franco-Mexican1862-1867"	0	0	1864	"France"	220	"Mexico"	70	1	1	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
