        2          0          1       7.86       62.5          5          0          0          0          0          0          0          0          0  
        2          0          1       7.86       62.5          5          0          0          0          0          0          0          0          0  
        2          0          1       8.69       42.5          5          0          0          1          0          0          0          0          0  
        2          0          0       6.76       22.5          3          0          1          0          1          0          0          0          0  
        3          0          0       3.47       22.5          4          0          1          1          0          0          0          1          1  
        2          0          1       8.72       8.75          2          1          0          0          0          0          0          1          0  
        3          0          1        2.5       62.5          4          0          1          1          0          0          0          1          0  
        1          0          1       5.58       17.5          4          0          0          1          0          0          0          0          0  
        2          0          1          8       62.5          7          1          0          0          0          0          0          0          0  
        2          0          1          8       62.5          7          1          0          0          0          0          0          0          1  
        2          0          1        7.9       62.5          4          1          0          1          0          0          0          0          0  
        3          0          1       4.63       42.5          5          1          0          1          0          0          0          0          1  
        3          0          1       4.63       42.5          5          1          0          1          0          0          0          0          0  
        1          0          1       8.11       62.5          5          0          1          1          0          0          0          0          0  
        3          0          0       2.95       12.5          5          1          0          0          0          0          0          1          0  
        3          0          0       5.54       42.5          4          1          0          1          0          0          0          1          1  
        1          0          0       8.92       62.5          4          0          0          1          0          0          0          0          0  
        3          0          0       7.79         30          3          1          0          0          0          1          0          1          1  
        2          0          0       2.78       42.5          5          1          0          1          0          0          0          0          0  
        2          0          0       2.78       42.5          5          1          0          1          0          0          0          1          0  
        2          0          0       7.29         30          5          1          0          1          0          0          0          0          0  
        2          0          0       9.55       42.5          4          0          0          0          0          0          0          0          0  
        3          0          0      10.27       42.5          5          1          0          0          0          0          0          1          1  
        3          0          0       4.97         30          4          0          0          1          0          0          0          0          0  
        3          0          0       4.97         30          4          0          0          1          0          0          0          0          0  
        1          0          0       7.26       42.5          5          1          0          1          0          0          0          0          0  
        3          0          0       6.58       87.5          3          1          0          1          0          0          0          0          0  
        2          0          0       8.45         30          3          1          0          1          0          0          0          0          0  
        2          0          0       8.45         30          3          1          0          1          0          0          0          0          0  
        3          0          0       4.38       22.5          3          0          1          0          0          0          0          1          1  
        3          0          0        3.9        150          4          1          0          0          1          0          0          0          0  
        3          0          0       5.46       62.5          4          0          1          1          1          0          0          0          0  
        3          0          0       3.91       42.5          4          0          1          0          0          0          1          1          0  
        3          0          0       5.13       62.5          5          1          0          1          0          0          1          0          1  
        3          0          0       5.13       62.5          5          1          0          1          0          0          1          0          1  
        2          0          0       7.63         30          4          0          0          1          0          0          0          0          0  
        2          0          0       9.45       62.5          5          1          0          0          0          0          0          0          0  
        3          0          0       7.79       62.5          3          0          1          0          0          0          0          0          1  
        2          0          0        5.2       42.5          5          1          0          1          0          0          0          0          0  
        3          0          0       3.91       87.5          8          0          1          0          0          0          0          1          0  
        3          0          0       8.69       42.5          5          1          0          0          1          0          0          0          0  
        3          0          0       7.71       42.5          8          0          1          1          0          0          0          1          1  
        3          0          0       3.57       42.5          3          0          0          0          0          0          0          0          0  
        2          0          0       8.24         30          5          0          0          1          0          0          0          0          1  
        3          0          0       1.85       87.5          4          0          1          1          1          0          0          0          0  
        1          0          1       6.28       62.5          4          1          0          0          0          0          0          0          0  
        1          0          0       6.14       42.5          6          0          0          1          0          0          0          0          0  
        1          0          1       6.08       22.5          3          0          0          0          0          0          0          0          0  
        2          0          0       5.18       62.5          6          0          1          1          0          0          0          1          0  
        2          0          0       3.44       22.5          4          0          0          1          0          0          0          1          0  
        1          0          0       8.25         30          3          0          0          1          0          0          0          0          0  
        1          0          0       8.12       17.5          3          0          0          1          0          0          0          0          0  
        1          0          0      11.06       22.5          3          0          0          0          0          0          0          0          0  
        3          0          0       3.74       42.5          5          1          0          0          0          0          0          1          1  
        2          0          0       2.59       22.5          2          0          1          1          0          0          0          1          0  
        2          0          0       6.08       42.5          4          0          0          1          0          0          0          0          0  
        1          0          0       9.49       42.5          3          1          0          0          0          0          0          0          0  
        3          0          0       4.38       62.5          4          0          1          0          1          0          0          0          1  
        2          0          0       4.29        150          4          0          1          0          0          0          0          0          0  
        2          0          0       4.29        150          4          0          1          0          0          0          0          0          0  
        3          0          0       3.31        150          5          0          1          0          0          0          0          0          0  
        2          0          0       5.11       87.5          3          0          1          1          0          0          0          0          0  
        2          0          0       5.11       87.5          3          0          1          1          0          0          0          0          0  
        2          0          0       8.14       62.5          4          1          0          1          0          0          0          0          0  
        3          0          0       7.05       87.5          3          0          1          0          0          0          0          0          0  
        1          0          0       9.21       87.5          3          0          1          0          0          0          0          0          0  
        3          0          0          7       17.5          4          1          0          1          0          0          0          1          1  
        3          0          0          7       17.5          4          1          0          1          0          0          0          0          0  
        3          0          0       5.53       42.5          5          1          0          1          0          0          0          0          0  
        1          0          0       3.25       62.5          5          0          0          0          0          0          0          0          0  
        3          0          0       2.47       62.5          5          0          1          1          1          0          0          0          1  
        2          0          0       4.63       62.5          3          0          1          1          0          0          0          1          0  
        3          0          0       5.08         30          4          0          0          1          0          0          0          1          1  
        2          0          0        8.9       17.5          4          1          0          0          0          0          0          1          0  
        2          0          0        8.9       17.5          4          1          0          0          0          0          0          1          0  
        1          0          0       9.81       17.5          4          0          0          0          0          0          0          0          0  
        3          0          0       7.18       62.5          3          0          0          0          0          0          0          1          0  
        2          0          0       8.58         30          4          1          0          0          0          0          0          0          0  
        1          0          0      11.03         30          5          1          0          0          0          0          0          0          0  
        2          0          0       8.38       42.5          4          0          1          1          0          0          0          1          1  
        3          0          0       3.73       42.5          6          1          0          1          0          0          0          1          0  
        2          0          0       8.08       42.5          5          1          0          0          0          0          0          0          0  
        2          0          0       7.18         30          4          1          0          1          0          0          0          0          0  
        2          0          0       7.18         30          4          1          0          1          0          0          0          0          1  
        2          0          0       8.46       17.5          2          1          0          1          0          0          0          0          0  
        3          0          0        2.5       42.5          4          0          1          1          1          0          0          1          0  
        3          0          0       5.45       87.5          4          0          1          0          0          0          0          0          0  
        3          0          0       5.45       87.5          4          0          1          0          0          0          0          0          0  
        3          0          0        5.8       42.5          7          0          1          1          0          0          0          0          0  
        3          0          0       2.67       42.5          3          0          1          0          0          0          0          1          1  
        1          0          0        8.2         30          3          0          0          1          0          0          0          0          0  
        1          0          0       9.17       62.5          6          0          1          1          0          0          0          0          0  
        3          0          0          8       62.5          5          1          0          0          0          0          0          0          0  
        3          0          0          8       62.5          5          1          0          0          0          0          0          0          0  
        3          0          0      10.78         30          4          1          0          0          0          0          0          1          0  
        3          0          0        5.5       87.5          3          1          0          1          0          0          0          0          0  
        3          0          0       2.75       87.5          3          0          1          1          0          0          0          0          1  
        2          0          0       5.83       42.5          4          0          0          1          0          0          0          1          1  
        3          0          1       2.72         30          4          0          0          1          0          0          0          1          0  
        3          0          1       5.22       17.5          4          0          0          1          0          0          0          0          0  
        3          0          1       3.72       42.5          5          0          1          0          0          0          0          0          1  
        1          0          1       7.16         30          4          0          0          0          0          0          0          0          0  
        3          0          1       5.45       42.5          4          1          0          1          0          0          0          1          1  
        1          0          1       8.27       62.5          7          0          1          0          0          0          0          0          0  
        2          0          1       7.99         30          4          0          0          0          0          0          0          1          1  
        1          0          1      10.47       8.75          2          0          0          0          0          0          0          0          0  
        2          0          1       8.12       12.5          1          0          0          0          0          0          0          1          1  
        1          0          0       8.88          2          3          1          0          0          0          0          1          0          0  
        2          0          0       7.86       42.5          5          1          0          0          0          0          1          1          0  
        1          0          0       9.76       12.5          4          0          0          0          0          0          1          0          0  
        3          0          0       6.46       42.5          4          0          1          0          0          0          0          1          1  
        3          0          0       6.46       42.5          4          0          1          0          0          0          0          0          0  
        3          0          1       3.88       87.5          4          0          1          1          0          0          0          1          0  
        1          0          1      10.48         30          3          0          0          1          0          0          0          0          0  
        1          0          1       8.48       62.5          3          0          0          0          0          0          0          0          0  
        2          0          1        9.1       62.5          5          0          0          1          0          0          0          1          0  
        3          0          1       6.44         30          5          1          0          1          0          0          0          0          0  
        1          0          1       8.92       17.5          3          0          0          0          0          0          0          0          0  
        2          0          1       7.58         30          4          0          0          1          0          0          0          0          0  
        3          0          1       6.32         30          6          1          0          1          0          0          0          1          1  
        3          0          1          7       12.5          5          1          0          0          0          0          0          1          0  
        3          0          1          7       12.5          5          1          0          0          0          0          0          1          0  
        3          0          1       7.83       62.5          4          1          0          1          0          0          0          0          1  
        1          0          1       9.21          2          4          0          0          0          0          0          0          0          0  
        3          0          1       3.67         30          8          1          0          1          0          0          0          1          1  
        3          0          0       5.15       42.5          4          1          0          1          0          0          1          1          1  
        3          0          0       7.03       17.5          4          0          0          1          0          0          0          0          0  
        1          0          0       8.29         30          3          0          1          1          0          0          0          0          0  
        3          0          0       8.46       62.5          6          0          1          1          0          0          0          0          0  
        3          0          0       8.04       62.5          4          0          1          0          0          0          0          1          0  
        3          0          0       8.04       62.5          4          0          1          0          0          0          0          1          1  
        3          0          0       8.03         30          4          0          0          0          0          0          0          1          1  
        1          0          1      10.86       22.5          4          1          0          0          0          0          0          0          0  
        1          0          1       6.71       42.5          5          1          0          1          0          0          0          0          0  
        3          0          1       7.25       42.5          4          1          0          0          0          0          0          1          1  
        3          0          1       3.58       42.5          4          1          0          1          0          0          0          0          0  
        3          0          1       3.58       42.5          4          1          0          1          0          0          0          0          0  
        3          0          1       3.58       42.5          4          1          0          1          0          0          0          0          0  
        3          0          1       4.32        250          4          0          1          0          1          0          0          0          0  
        1          0          1        6.3       42.5          4          1          0          0          0          0          0          0          0  
        3          0          1       4.02       12.5          3          1          0          0          0          0          0          1          1  
        3          0          1       5.61       8.75          3          1          0          0          0          0          0          1          1  
        2          0          1       8.16       62.5          3          0          1          1          0          0          0          0          0  
        1          0          1       9.17       42.5          3          0          0          1          0          0          0          0          0  
        1          0          1       7.82       62.5          5          1          0          0          0          0          0          0          0  
        3          0          1       4.31       62.5          2          0          0          0          0          0          0          0          1  
        1          0          1       7.88         30          2          0          0          0          0          0          0          0          0  
        1          0          1       9.09       17.5          5          0          0          1          0          0          0          0          0  
        2          0          1       2.13       8.75          2          0          0          1          0          0          0          1          0  
        2          0          1        5.5       22.5          4          1          0          0          0          0          0          1          0  
        2          0          1       5.03       42.5          7          1          0          0          0          0          0          1          0  
        2          0          1       4.36         30          5          1          0          0          0          0          0          1          0  
        2          0          1       4.88       42.5          5          1          0          1          0          0          0          1          0  
        2          0          1       8.95         30          5          1          0          1          0          0          0          0          0  
        2          0          1       4.25       12.5          6          0          0          1          0          0          0          1          0  
        2          0          1       6.79       62.5          5          0          1          1          0          0          0          0          0  
        2          0          1       4.67       42.5          5          1          0          1          0          0          0          1          0  
        2          0          1       7.79       42.5          3          0          1          0          1          0          0          0          0  
        1          0          1       5.46       22.5          4          1          0          0          0          0          0          0          0  
        2          0          1        7.5       42.5          4          1          0          0          0          0          0          0          0  
        1          0          1        6.2       8.75          3          1          0          1          0          0          0          0          0  
        3          0          1       4.38       62.5          6          0          1          0          0          0          0          1          0  
        2          0          1       6.29       42.5          5          0          1          0          0          0          0          0          0  
        1          0          1       5.24       17.5          6          0          0          0          0          0          0          0          0  
        1          0          1       5.35       6.25          5          0          0          0          0          0          0          0          0  
        2          0          0       9.81       22.5          2          1          0          0          0          0          0          0          1  
        3          0          0       3.83       62.5          4          0          1          1          0          0          0          1          1  
        2          0          0       8.59       8.75          6          1          0          0          1          0          0          0          0  
        1          0          0        6.5       6.25          4          0          0          1          0          0          0          0          0  
        3          0          0       3.91         30          3          0          1          0          0          0          0          1          1  
        2          0          0       3.09       12.5          4          1          0          1          1          0          0          1          0  
        1          0          0      10.23       42.5          4          0          1          0          0          0          0          0          0  
        2          0          0        6.5       42.5          4          1          0          1          0          0          0          0          1  
        2          0          0       5.41       42.5          5          0          0          0          0          0          0          1          0  
        1          0          0       6.93         30          4          0          0          1          0          0          0          0          0  
        2          0          0          5       42.5          4          1          0          0          0          0          0          0          0  
        3          0          0       5.67         30          5          1          0          0          0          0          0          1          1  
        1          0          0       8.44       12.5          7          0          1          0          0          0          0          0          0  
        3          0          0       6.95       62.5          5          1          0          0          0          0          0          1          1  
        1          0          0       7.05       62.5          3          0          1          1          0          0          0          0          0  
        3          0          0       7.47        150          4          0          1          0          0          0          0          0          0  
        3          0          0        5.4       42.5          5          0          1          0          0          0          0          1          1  
        3          0          0        5.5       22.5          3          0          0          1          0          0          0          1          1  
        2          0          0       5.05       62.5          4          0          1          1          0          0          0          0          0  
        3          0          0       8.26       12.5          3          0          0          0          0          0          0          1          1  
        3          0          0       8.26       12.5          3          0          0          0          0          0          0          0          0  
        2          0          0       6.67       62.5          8          0          1          0          0          0          0          0          0  
        2          0          0       4.62       42.5          2          1          0          1          0          0          0          1          0  
        1          0          0       8.56       42.5          5          0          0          0          0          0          0          0          0  
        2          0          0        4.7       17.5          1          0          0          0          1          0          0          1          0  
        2          0          0        6.9         30          6          0          0          1          0          0          0          0          0  
        1          0          0       7.39       62.5          3          0          0          0          0          0          0          0          0  
        3          0          0       2.83       42.5          3          0          1          1          0          0          0          1          1  
        1          0          0       8.45       42.5          5          0          0          0          0          0          0          0          0  
        1          0          0       8.64        150          4          0          0          0          0          0          0          0          0  
        3          0          1          5       62.5          4          1          0          1          1          0          0          0          0  
        3          0          1       2.81       42.5          3          0          0          0          0          0          0          0          1  
        1          0          1       7.17       17.5          4          0          0          1          0          0          0          0          0  
        3          0          1       7.67         30          4          0          0          0          0          0          0          0          0  
        3          0          1       4.56       8.75          3          1          0          1          0          0          0          0          0  
        3          0          1       4.97       62.5          4          0          1          0          0          0          0          0          0  
        2          0          1       7.56       6.25          3          1          0          1          0          0          0          1          0  
        1          0          0       7.67       8.75          5          0          0          1          0          0          1          0          0  
        3          0          1        5.9       42.5          3          1          0          0          0          0          0          1          1  
        1          0          1       6.95       22.5          4          0          0          1          0          0          0          0          0  
        3          0          1       5.84         30          6          1          0          1          0          0          0          0          0  
        3          0          1       5.84         30          6          1          0          1          0          0          0          0          0  
        2          0          1          4       12.5          5          0          0          1          0          0          0          1          1  
        2          0          1        6.6         30          4          0          0          1          0          0          0          0          0  
        1          0          1        8.6         30          4          0          0          0          0          0          0          0          0  
