"","y","x1","x2","x3","x4","x5","x6"
"64",1.8379,-0.13802,0.40635,0.22254,-0.061773,0.024917,0.1324
"65",-1.0231,-0.0056172,-0.35758,-0.014682,-0.024742,0.0039792,-0.10537
"66",0.8523,0.10919,-0.41168,0.28678,-0.35015,0.1137,-0.40046
"67",0.96158,0.11768,-0.91044,0.41615,-0.48913,0.1541,-0.56547
"68",-1.2948,-0.031282,-0.018994,0.17943,0.052822,0.035731,-0.28597
"69",-1.2781,0.035695,-0.47668,-0.0023072,-0.011789,-0.013997,0.07279
"70",-0.63158,0.069048,-0.22059,0.04928,-0.25249,0.04229,-0.072222
"71",-0.6423,-0.025977,0.029865,-0.028956,0.21511,0.041846,-0.74269
"72",-1.5225,-0.079548,0.54479,-0.095527,0.47733,-0.059447,0.18527
"73",0.08549,-0.029747,-0.15207,-0.056876,0.063435,-0.15336,0.18024
"74",-1.6225,-0.048462,0.17544,-0.12636,0.1888,0.024004,-0.13397
"75",-1.493,-0.031395,0.16118,-0.25854,0.48748,-0.013679,0.031262
"76",-1.0287,0.0010319,-0.38974,0.014022,0.024016,0.097736,-0.36257
"77",1.0766,0.05877,0.087223,0.025881,0.053505,0.026407,0.061289
"78",0.12378,-0.085118,0.3525,-0.19183,0.13796,-0.030582,-0.27834
"79",-1.1331,-0.036559,0.093848,0.10067,-0.060561,0.092855,-0.3457
"80",-0.58737,-0.046072,0.4047,-0.014057,0.14358,-0.064302,0.30705
"81",-1.0306,-0.0326,0.1251,0.10238,-0.19724,0.076198,-0.17867
"82",-0.17167,0.043771,0.0013386,-0.052583,-0.077694,0.017978,-0.22179
"83",0.02539,-0.16261,0.086024,0.16956,0.069524,-0.15246,0.56981
"84",-0.20387,0.037943,0.16222,0.013706,0.04164,-0.06096,0.011985
"85",0.33872,-0.17219,0.019804,0.099761,-0.36458,-0.05845,0.21277
"86",-0.04495,-0.014908,-0.031707,-0.25989,0.064955,-0.033493,0.29931
"87",0.50184,-0.11984,-0.0026952,0.090908,-0.10163,-0.073239,0.081276
"88",-0.40719,0.047538,-0.022463,0.014424,0.0075454,0.095021,-0.48815
"89",-1.9599,-0.076936,0.51076,-0.11791,-0.25214,0.073229,0.057929
"90",-0.61935,-0.053988,-0.20473,-0.096809,-0.011064,0.01205,0.11219
"91",-0.45496,0.098952,-0.38517,0.18357,-0.015869,-0.11049,1.113
"92",-1.2781,-0.10232,0.22131,0.045013,-0.11162,0.070856,-0.64109
"93",-0.16671,-0.11898,-0.046466,-0.068894,0.12137,-0.02447,0.20014
"94",1.6512,0.01598,0.065046,0.07136,-0.28634,-0.00034618,0.81706
"95",-1.0085,-0.025369,0.24171,-0.016509,0.097049,-0.040683,0.22567
"96",-0.09249,0.044569,-0.010403,-0.11945,0.11447,0.0018007,-0.2878
"97",-1.0557,9.1675e-05,-0.35719,0.046774,-0.25713,0.13817,-0.64552
"98",-0.52725,-0.043353,0.37886,-0.25497,0.44491,-0.14419,0.3611
"99",0.95379,0.11209,-0.55557,0.1927,-0.0033724,-0.0659,0.10466
"100",-1.4112,0.1606,-0.53227,0.089224,-0.31184,-0.0081041,0.080481
"101",0.56896,0.00027637,0.19909,-0.060697,-0.36266,0.0084836,-0.077697
"102",-0.74086,-0.0062333,-0.050873,0.023799,0.20531,-0.1301,0.49469
"103",-2.5004,0.11387,0.089992,-0.097307,0.0083656,-0.071057,-0.45963
"104",-1.094,-0.008431,-0.39437,-0.012202,-0.39289,0.0092989,0.35164
"105",0.73139,-0.012068,0.028761,-0.029171,0.60392,-0.0035635,0.25729
"106",-0.3482,-0.0094261,0.17619,-0.10266,0.084898,-0.0060669,-0.26108
"107",-1.8584,-0.065495,0.25858,-0.26853,0.58522,-0.12394,0.45297
"108",0.50237,-0.1089,0.17088,-0.12203,-0.058996,0.026754,0.048011
"109",-0.55667,0.042029,-0.087265,-0.066775,0.36224,-0.028217,0.3377
"110",0.88562,0.012689,0.30769,-0.19361,0.40256,0.0023455,0.61492
"111",0.4168,0.049411,0.37981,-0.12884,0.23303,-0.023161,0.32501
"112",0.89446,-0.033493,0.28973,0.011131,0.41743,-0.041481,0.37012
"113",-2.5151,-0.0013913,-0.084339,-0.19681,0.35995,-0.011541,-0.066961
"114",1.0206,-0.014425,0.083011,-0.063774,0.037582,0.059685,-0.54804
"115",0.5921,-0.02755,0.11455,0.030113,-0.21307,0.096919,-0.44027
"116",0.70321,0.070939,-0.37731,0.02379,-0.19851,0.1299,-0.76938
"117",-1.4628,-0.0068722,-0.24067,-0.016085,-0.35848,0.12335,-1.1072
"118",1.3792,-0.0078126,0.32602,-0.10801,0.27647,-0.064645,0.39348
"119",-0.86935,0.069375,0.046017,0.050596,0.1722,-0.060946,0.85112
"120",0.033571,-0.043046,-0.63497,0.3233,-0.70058,0.18234,-1.729
"121",0.085432,-0.14269,0.36794,-0.31569,0.18811,-0.031416,0.45701
"122",-0.35279,-0.13642,0.30421,-0.068144,0.063181,-0.047762,-0.073987
"123",2.2548,0.021857,0.32303,0.22028,-0.13599,0.072792,-0.28762
"124",1.9863,0.02669,-0.084097,0.096569,0.22471,-0.028701,0.67765
"125",1.4082,0.10923,-0.36602,0.057649,-0.050564,0.046788,-0.41513
"126",1.8047,0.056852,0.33439,-0.19965,0.5566,-0.029071,0.84389
"127",-2.4012,-0.047663,0.15838,-0.43296,0.43677,0.0061264,-0.088561
"128",-0.12224,-0.083808,0.36303,-0.15739,0.29535,0.0032446,0.058806
"129",1.1208,0.10749,-0.12445,0.15859,-0.032393,-0.021763,0.051893
"130",1.3288,-0.072062,0.066881,0.050379,-0.12189,0.063317,-0.39036
"131",1.5742,0.022317,0.21191,-0.13896,0.55833,-0.13533,0.55151
"132",0.78202,-0.091948,0.14399,0.13805,-0.52455,0.10575,-0.23655
"133",-0.57462,-0.091435,0.31696,-0.1284,0.61285,-0.1309,0.78501
"134",1.8993,0.049115,0.20892,-0.05027,0.36493,-0.11501,0.89768
"135",-1.4259,-0.10446,0.21466,-0.27128,0.28525,-0.064586,0.74887
"136",0.68356,-0.0016676,0.3146,-0.17398,0.22246,-0.11766,1.1229
"137",0.29194,-0.0093961,-0.034319,-0.18938,0.4035,-0.021329,0.61179
"138",-0.16016,-0.12298,0.61564,-0.14182,-0.11085,0.075885,-0.99818
"139",-1.9485,-0.03873,-0.14748,-0.082014,0.2372,-0.061577,0.34899
"140",-1.0326,-0.081026,0.1718,0.10261,-0.34999,-0.01637,-0.081796
"141",1.4056,0.088608,-0.22709,0.16903,-0.26998,0.0088843,0.092455
"142",-0.81005,-0.039161,0.50585,-0.15642,0.26833,-0.054345,0.086427
"143",-0.83965,0.027675,0.17158,-0.080488,-0.03162,0.013219,0.43246
"144",1.0833,0.013715,-0.22186,0.11202,-0.36006,0.087404,0.094804
"145",-1.5764,0.044925,-0.17797,-0.052681,0.019107,0.017604,-0.22863
"146",0.12505,0.069856,-0.33787,0.17609,-0.42418,0.10368,-0.70392
"147",-0.19611,-0.045455,0.10618,0.0086493,0.2547,0.029553,0.093366
"148",-2.0387,-0.15531,0.097378,-0.33712,0.46639,-0.028007,0.097777
"149",1.7412,-0.011759,-0.35648,0.34762,-0.62096,0.018402,0.23323
"150",-1.9907,-0.1659,0.18253,-0.015924,0.29865,-0.059145,0.0174
"151",0.5187,-0.0099972,-0.063298,0.091863,0.16821,-0.022512,0.92506
"152",-1.6128,-0.021134,0.048866,-0.045618,-0.3126,0.10552,-0.19177
"153",0.98156,0.054417,-0.18472,0.1436,-0.2406,0.043911,-0.37981
"154",0.11348,0.052335,-0.3492,0.072063,-0.25952,0.02057,-0.17188
"155",1.1063,0.16941,-0.52884,0.16988,-0.17485,0.011141,-0.36005
"156",0.048414,0.1196,-0.56576,0.10055,-0.19332,0.0096332,-0.023043
"157",0.77033,0.014935,-0.097661,-0.14151,0.64573,-0.27695,0.61927
"158",1.3364,0.02153,-0.41399,0.19703,-0.48602,-0.028172,0.47391
"159",0.12493,-0.041026,-0.38452,0.20837,-0.32838,0.059274,-0.51177
"160",-1.0346,0.12426,-0.13959,-0.067177,-0.007763,0.031955,-0.67895
"161",-0.2281,-0.13806,0.24917,-0.074018,0.16184,-0.090947,0.14699
"162",1.163,-0.0065916,-0.19346,0.26215,-0.051709,0.00012444,0.023294
"163",0.27075,0.037823,-0.3084,-0.044203,0.044168,0.0095693,0.09651
"164",1.4568,0.051051,0.11593,0.020025,-0.0042312,-0.079697,0.65006
"165",-0.39025,-0.037673,0.19692,-0.1342,0.087474,-0.049001,-0.55403
"166",0.55751,0.055632,0.20023,-0.21872,0.11061,0.068267,-0.24009
"167",0.46931,-0.071126,0.45217,-0.1264,0.27575,-0.1353,0.33857
"168",-1.1286,-0.040813,0.17883,-0.049719,-0.51561,0.04477,-0.011077
"169",1.518,-0.030186,-0.26032,-0.036501,0.2705,-0.15431,1.3445
"170",1.5026,-0.034136,0.28693,-0.06504,0.11492,-0.06246,0.49205
"171",0.96668,0.10063,-0.26095,0.1321,-0.13984,0.0012656,0.22637
"172",-0.47606,-0.025603,-0.00085405,-0.16129,0.17753,-0.019039,0.20041
"173",0.77204,0.17195,-0.36607,0.27184,-0.23642,0.078951,0.24026
"174",-0.66435,-0.014732,0.25869,-0.15033,0.31773,-0.04304,-0.0057669
"175",1.71,-0.041748,0.3324,0.093455,-0.16369,0.092005,0.17251
"176",-0.94246,-0.11812,0.25487,-0.10078,0.31053,-0.030819,0.11825
"177",0.18134,0.046536,-0.39679,0.054456,-0.34958,-0.017174,-0.58788
"178",1.9428,0.073495,-0.35542,0.092503,0.33589,-0.07775,0.90867
"179",-2.1825,-0.00029973,-0.25029,-0.099457,-0.084189,0.089392,-0.010332
"180",-0.26625,-0.080461,0.1912,0.0051423,0.2322,-0.01732,-0.21056
"181",1.2341,0.088694,-0.38258,0.25232,-0.84597,0.1751,-0.62683
"182",0.32597,-0.045367,0.0033123,-0.036281,-0.11415,0.0046671,-0.1702
"183",1.1734,0.01391,0.0034814,0.047758,0.18221,0.062528,-0.44078
"184",-0.24086,0.021019,-0.74965,0.1695,-0.3394,0.026255,-0.37944
"185",-0.24638,-0.08705,0.31233,-0.20658,0.18786,-0.085127,-0.037478
"186",-0.51853,-0.16101,0.72546,-0.18296,0.27341,-0.06345,0.54826
"187",1.2085,0.10705,0.089448,0.054401,-0.2146,0.011804,-0.39865
"188",1.6588,0.0030445,-0.12359,0.21926,0.0048171,-0.021481,0.082868
"189",-0.83296,0.016986,0.13178,-0.09132,-0.15478,-0.0049509,0.4562
"190",-2.8928,0.034897,-0.082046,-0.13394,-0.11092,0.04122,-0.47361
"191",-0.19071,-0.047719,0.19874,-0.32154,0.31268,-0.046459,0.2449
"192",0.85889,0.1023,-0.057527,0.22683,0.050338,-0.078788,0.29531
"193",-0.11213,-0.099113,0.19961,-0.14065,-0.21663,0.051235,-0.27069
"194",-0.062232,0.12006,0.14691,-0.011275,0.051021,-0.0060802,0.66695
"195",2.245,0.1323,-0.29542,0.117,-0.041459,0.00043312,0.52079
"196",-1.891,0.0025536,0.0020531,-0.02052,0.091527,0.012637,-0.47215
"197",-0.32855,-0.15005,0.51397,-0.042559,-0.13002,-0.10738,0.98546
"198",-1.1324,-0.038058,0.21722,-0.11998,0.25549,0.0033906,-0.31674
"199",-0.28427,0.0081078,-0.17798,0.090071,-0.27261,0.073365,-0.72112
"200",1.1044,-0.061404,0.33112,-0.095798,0.62191,-0.2033,0.81086
"201",1.0958,0.051416,0.22933,-0.018548,0.46944,-0.10629,0.39246
"202",0.58902,0.15368,-0.39714,0.20868,-0.30976,0.026356,-0.24723
"203",-1.5915,0.069645,-0.43916,0.019883,0.040195,0.040714,0.072248
"204",-2.1253,0.025567,0.052902,0.021771,-0.133,-0.046591,0.09434
"205",-1.0785,0.095274,-0.11184,-0.0033149,-0.15357,0.016523,-0.33688
"206",0.21078,-0.069061,0.27679,-0.1792,0.19803,-0.0084933,-0.57715
"207",0.063677,-0.020682,0.042541,-0.074901,0.36151,0.026846,-0.14608
"208",0.91172,-0.074633,0.43055,0.073128,0.18858,0.021193,0.14158
"209",-0.28927,-0.027248,-0.20339,0.015736,-0.067292,0.069151,-0.12979
"210",-0.53308,-0.12573,0.50726,-0.2224,-0.0085852,-0.004916,0.16587
"211",-1.8908,0.03726,0.56747,-0.24919,0.27769,-0.059347,0.11232
"212",-1.1745,-0.0090115,-0.011892,-0.11428,0.31513,-0.072896,0.18335
"213",-0.80895,-0.059908,0.13595,0.1496,-0.11198,0.040217,-0.10651
"214",0.20817,-0.10929,-0.27956,0.075654,-0.33395,0.058289,-0.47942
"215",0.45515,-0.015255,0.40929,-0.15433,0.18803,-0.031226,0.74215
"216",1.71,0.022204,-0.25595,0.20804,0.079852,-0.0097958,0.19438
"217",0.25551,-0.02555,0.16215,0.066182,-0.29749,-0.0056794,0.079259
"218",-0.79007,0.041584,-0.52746,-0.0032521,-0.26545,-0.024356,-0.033239
"219",-1.9927,-0.02797,0.036671,-0.11832,0.068447,-0.10948,0.35977
"220",0.023949,-0.14348,-0.069142,-0.1032,0.015096,-0.05198,0.013627
"221",0.24397,-0.0042019,-0.16981,0.035754,-0.020886,-0.050563,0.28189
"222",0.53936,0.0094992,0.010556,0.0051703,-0.10482,0.067198,-0.1209
"223",-1.6243,-0.030927,0.21618,-0.13749,0.067715,-0.021788,0.30447
"224",1.9018,0.0026248,0.85839,-0.12778,0.28222,-0.056807,0.48472
"225",-0.28289,-0.15774,0.57479,-0.24918,0.366,-0.10866,-0.096528
"226",0.6228,-0.02003,0.47815,-0.15087,0.32113,-0.075315,0.071001
"227",-0.9432,0.11856,-0.48807,0.34107,-0.9471,0.21507,-0.86781
"228",0.76596,0.0057388,0.21234,-0.033129,0.79383,-0.24309,0.88723
"229",0.22349,-0.040237,0.19582,-0.21693,0.30941,-0.064016,-0.27911
"230",0.60855,-0.017846,0.24168,-0.12935,0.34168,-0.023433,0.57689
"231",-1.3204,-0.032388,-0.050786,0.062395,-0.25577,0.073354,0.3788
"232",-0.16035,0.0027428,0.12695,0.017742,-0.12649,-0.024804,0.32504
"233",-0.7513,-0.068172,-0.061582,0.26276,-0.0051193,0.073153,0.21873
"234",2.0296,-0.0092526,0.51619,-0.055351,0.42856,-0.13217,0.74504
"235",2.0885,0.070709,0.12138,0.04212,0.0083937,-0.049686,0.57568
"236",-0.42186,0.043462,-0.14354,0.037799,-0.017968,-0.04557,-0.82277
"237",0.4039,0.048312,-0.77179,0.2075,-0.44133,0.025953,-0.68268
"238",0.65979,0.02025,-0.021975,0.067583,0.089668,0.029132,0.15474
"239",-0.83319,-0.016959,-0.025271,-0.041142,0.11595,0.015025,-0.35432
"240",-2.2821,-0.11917,0.38346,-0.044251,-0.28073,0.01326,0.21537
"241",2.0876,-0.0030869,0.24661,-0.21682,0.40913,-0.17654,1.7022
"242",-1.3766,-0.046508,0.46462,-0.066838,0.11106,0.015156,0.23502
"243",-0.094864,-0.06073,0.71364,-0.27608,0.0042257,-0.11454,0.032181
"244",-1.2474,0.11571,-0.69139,0.054765,-0.36101,0.079289,-0.26883
"245",0.6187,-0.054687,0.38673,-0.14725,0.2499,-0.040937,0.6421
"246",0.1468,0.031725,-0.12422,0.15121,-0.23997,0.014782,0.9584
"247",-1.4687,-0.029948,-0.27073,0.1399,-0.2292,0.042314,0.21671
"248",1.9657,0.01688,-0.13417,0.12733,0.09631,0.063048,0.12337
"249",-0.40455,0.00040304,-0.35811,0.065584,-0.45093,0.10661,-0.57039
"250",-1.066,0.057203,-0.37236,-0.049721,0.33798,0.058607,0.10548
"251",0.69285,-0.06244,0.32337,-0.21315,0.61834,-0.12437,0.96011
"252",-0.9739,0.050973,0.06632,-0.065234,0.35933,-0.17258,0.71616
"253",1.396,0.025845,-0.23055,0.017346,0.56688,-0.1698,0.78363
"254",0.45895,-0.11353,0.51501,0.016225,-0.11353,-0.014565,0.49968
"255",-2.0136,0.010279,0.075309,0.031563,-0.093192,-0.046251,-0.23119
"256",-1.49,-0.091853,0.53953,0.0032543,-0.43802,0.12955,-0.44975
"257",-1.2163,0.078848,-0.19359,0.12353,-0.22275,0.081496,-0.15693
"258",-1.1083,0.053183,-0.61875,0.21904,-0.37925,0.04324,-0.14397
"259",1.9641,-0.082107,0.16809,-0.051364,0.055313,0.11304,0.5293
"260",-1.6992,-0.13376,0.025601,-0.0023941,0.29857,-0.14728,0.35857
"261",-0.48621,-0.067475,0.32378,-0.21939,0.11789,0.010086,-0.63635
"262",1.0537,0.00027847,0.17898,-0.022865,0.17865,0.0013093,0.65217
"263",0.0023087,0.074461,-0.084122,-0.064514,0.22332,-0.053836,-0.0057012
"264",-0.87717,0.10916,-0.4742,0.020006,0.076305,-0.032281,-0.14983
"265",-0.072802,-0.063962,0.32478,-0.16357,-0.063615,-0.0084458,0.43583
"266",2.1575,0.13299,-0.60407,0.15929,-0.39183,0.095105,0.34956
"267",-1.5994,-0.052687,-0.12662,0.070662,-0.024949,0.0034058,-0.30008
"268",0.64571,-0.06136,-0.033275,0.17493,-0.52629,0.030152,-0.39067
"269",0.95808,-0.0076852,-0.094517,-0.080124,0.13462,-0.073917,-0.11211
"270",1.2148,0.043707,0.065868,0.082316,0.35094,-0.015322,-0.0072423
"271",-1.5685,-0.09894,0.044365,-0.011611,0.24574,0.028432,0.2883
"272",0.30047,0.0095914,-0.02403,-0.089081,-0.20181,-0.035149,0.24719
"273",1.0984,0.058324,-0.27375,0.042448,-0.34533,0.031786,-0.095504
"274",0.85024,0.079902,-0.30387,0.20862,-0.22158,0.075127,-0.39211
"275",-0.33295,-0.09068,0.12325,-0.035769,-0.43527,0.15573,-0.47023
"276",1.5872,0.1209,-0.28147,0.06579,0.062953,0.020579,0.15781
"277",0.53002,-0.10351,0.22383,-0.042206,0.13308,-0.020812,-0.61693
"278",-2.1269,-0.0038857,-0.24477,-0.0038517,0.045397,-0.0013846,-0.3275
"279",-0.36917,0.092976,0.11212,-0.26911,-0.181,0.084652,-0.76948
"280",0.87458,0.025913,-0.32237,0.31379,-0.27068,0.040382,-0.2639
"281",-0.096423,0.10792,-0.29168,0.20054,-0.6685,0.16949,-0.67136
"282",-1.0114,0.036174,-0.1159,0.075296,-0.13033,0.013019,-0.41498
"283",-0.9713,0.05354,-0.23115,-0.1211,-0.070356,-0.0060293,0.08908
"284",-1.4458,0.11117,-0.34867,0.049699,-0.18981,-0.028015,0.044209
"285",2.4364,-0.041868,0.75116,0.0040325,0.026103,-0.001278,0.66515
"286",0.10081,-0.15276,-0.019292,-0.13662,0.44949,-0.027843,-0.029252
"287",-0.76583,0.043549,0.019027,0.03941,0.081279,0.0049597,-0.36375
"288",-2.102,-0.012855,-0.04737,-0.062546,0.048942,-0.028834,-0.051251
"289",-0.16774,-0.033883,-0.63084,0.0028821,0.094963,0.13047,-0.88703
"290",2.1614,-0.032897,0.13064,0.13655,0.46249,-0.049261,0.16713
"291",-0.51006,0.014674,-0.33231,-0.1079,0.25537,-0.078612,0.015877
"292",-1.9256,0.053108,-0.49677,0.099054,-0.06729,0.063008,-0.87832
"293",-2.194,-0.084681,0.22044,0.071695,-0.42195,0.10525,-0.73575
"294",-1.1946,-0.10186,-0.09424,0.013079,-0.72221,0.21336,-1.0817
"295",0.85035,-0.010564,0.43225,-0.15954,0.30381,-0.094361,0.12683
"296",-0.48582,-0.054918,0.33501,-0.048752,0.35169,-0.074972,0.1518
"297",-1.1773,-0.1429,0.74544,-0.17096,0.48748,-0.099775,0.51057
"298",0.28621,0.19973,-0.4764,-0.0017858,-0.086789,-0.12366,0.34778
"299",-0.41213,-0.092353,0.68732,-0.2231,0.13634,-0.099842,0.37798
"300",-1.0103,0.014361,0.23451,0.055971,-0.17136,0.073929,-0.21406
"301",0.10069,-0.044039,-0.28881,-0.0050502,0.082289,-0.0059952,-0.7641
"302",-3.1595,-0.052359,0.33791,-0.1324,0.016521,-0.0053222,-0.7566
"303",1.8428,0.081866,-0.53031,0.1191,-0.2057,0.0010666,0.5141
"304",1.797,0.089725,-0.44058,0.058421,0.25554,-0.023122,0.64379
"305",-3.2046,-0.11742,0.23007,-0.16084,0.041859,-0.08291,-0.10338
"306",2.311,-0.024195,0.12116,0.1695,0.069515,0.032712,0.16121
"307",-2.3309,-0.13606,0.38303,-0.15526,-0.33804,0.032519,-0.50146
"308",0.047088,0.041684,-0.42962,-0.0061149,-0.1685,-0.07327,-0.23996
"309",0.15636,-0.084631,0.24374,-0.054929,0.069269,0.087844,-1.1713
"310",-1.0787,-0.12864,0.36946,0.0010543,-0.040517,0.037045,-0.37014
"311",0.60722,-0.0039419,-0.39087,0.09984,-0.36565,0.050082,-0.50775
"312",-0.14357,0.104,-0.12876,-0.075102,-0.12092,-0.03114,-0.07852
"313",-0.45182,-0.076614,0.028415,0.097422,-0.083008,0.062427,0.15
"314",0.075497,-0.14868,0.47162,0.15655,-0.38512,0.14927,-1.022
"315",1.2032,0.06749,-0.16406,0.091878,-0.26095,0.084865,0.30351
"316",1.9888,0.064827,-0.14608,0.16636,0.068019,-0.037833,0.29416
"317",0.79457,0.041432,-0.3855,0.38499,-0.65013,0.081983,-0.60154
"318",1.6818,0.1173,0.00053373,0.018765,0.38824,-0.1052,0.27043
"319",0.32526,-0.11808,0.4109,-0.28985,0.60535,-0.085075,0.23868
"320",-1.3472,-0.1439,0.45246,-0.07518,-0.13905,0.057095,-0.19303
"321",0.826,0.036286,0.18695,-0.049573,0.16118,0.052915,-0.84115
"322",2.1605,0.055297,0.17754,0.10894,-0.25949,0.066301,0.72469
"323",1.5053,0.15336,-0.41839,0.15525,-0.27651,-0.041894,0.10139
"324",-1.4229,-0.035394,-0.13666,0.031162,0.050433,-0.0049532,-0.056996
"325",1.6663,0.091883,-0.14321,-0.022163,0.092903,0.063654,-0.080229
"326",0.1468,-0.1271,0.10883,-0.1336,-0.029237,0.0077592,-0.039774
"327",-0.28822,0.040272,-0.11143,0.045691,-0.019215,-0.014374,0.11682
"328",-1.0326,-0.071923,-0.022005,-0.013462,0.12354,-0.063004,0.13645
"329",1.3579,0.019218,-0.059148,-0.068127,0.063064,0.051466,-0.0703
"330",0.5702,-0.041898,0.13399,0.094329,0.39049,-0.0078058,-0.23596
"331",1.0307,0.0259,0.069938,0.10668,0.11826,-0.05645,0.37777
"332",0.026064,-0.14955,0.7941,-0.46057,1.0853,-0.27236,1.4131
"333",0.011311,-0.16163,0.40772,-0.2637,0.32202,-0.014721,0.16517
